"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,0.277947,0.100361,0.194355,0.16085342264574,223,0.277947,0.194355,0.198779708520179,5,5,0,NA,"(60,65]","(35,40]","(45,50]","(45,50]",20,0,19,19.2288177339901,22.3,3.515,21.38,21.373323422697,114.748,109.771,110.966,111.079789351852,"19","1","1","1","16","1","10","1","8","1","7","1","6","1",2016-12-01
"2",1.83731,0,0.523669,0.286634759421317,152,1.54934,0.5391075,0.564967921052632,0.739866,0.0961505,0.2014165,0.170954655,208,0.739866,0.2014165,0.207142067307692,5,5,0,2,"(60,65]","(35,40]","(45,50]","(45,50]",20,0,19,19.2066150013839,21.5575,0,21.38,20.9203260628875,145.674,-4.70961e+191,110.5515,-1.09909218203034e+188,"24","1","0","0","18","1","12","1","9","1","8","1","6","1",2016-12-02
"3",6.54062,0,0.469208,0.232790977941952,190,6.54062,0.4783775,0.615230331578947,0.273197,0.0846881,0.193399,0.154463580505837,257,0.273197,0.193399,0.194204883268482,5,5,0,2,"(60,65]","(35,40]","(45,50]","(45,50]",22,0,19,19.2541241162608,21.3875,0.055,21.3775,21.317454771893,120.402,105.95,114.296,115.179634005096,"24","1","0","0","14","1","12","1","6","1","8","1","5","1",2016-12-03
"4",6.65637,0,0.4383515,0.214277350907707,190,6.65637,0.452445,0.552294052631579,0.283144,0.08388,0.189113,0.152915474464945,271,0.283144,0.189113,0.191422354243542,5,5,0,1,"(70,75]","(35,40]","(40,45]","(45,50]",20,0,19.5,19.4439153439153,21.405,0.2075,21.3775,21.3681804001721,115.401,110.988,113.699,113.781225507246,"24","1","0","0","19","1","12","1","10","1","8","1","6","1",2016-12-04
"5",6.34869,0,0.432811,0.222369897853391,190,6.34869,0.4427355,0.575653478947368,0.308131,0.0921021,0.195579,0.160280828607143,280,0.308131,0.195579,0.199122067857143,5,5,0,NA,"(65,70]","(35,40]","(45,50]","(45,50]",20,0,19.5,19.3965379227537,21.4025,2.76,21.38,21.3656232932824,114.904,111.605,113.34,113.328291193511,"24","1","0","0","24","1","12","1","12","1","8","1","8","1",2016-12-05
"6",5.96573,0,0.439453,0.228770817903389,191,5.96573,0.452445,0.585455691099476,0.319073,0.0894248,0.199239,0.164051581464286,280,0.319073,0.199239,0.202511389285714,5,5,0,2,"(55,60]","(40,45]","(45,50]","(50,55]",29.5,0,19,19.2450887573964,21.3975,0.1625,21.38,21.3642673119881,115.126,108.486,113.033,113.029072735696,"24","1","0","0","24","1","12","1","12","1","8","1","8","1",2016-12-06
"7",5.41848,0,0.467145,0.248629157007748,191,5.41848,0.479387,0.600948246073298,0.278641,0.0939229,0.2061995,0.170611578759124,274,0.278641,0.2061995,0.208689335766423,5,5,0,NA,"(55,60]","(35,40]","(45,50]","(45,50]",20,14.5,19,19.1133954678363,21.4,19.705,21.38,21.3781464327946,114.52,110.645,112.318,112.403265731835,"24","1","0","0","24","1","12","1","12","1","8","1","8","1",2016-12-07
"8",6.28802,0,0.485392,0.261650600204223,190,6.28802,0.503935,0.629825836842105,0.293513,0.104235,0.210634,0.174149562820513,260,0.293513,0.210634,0.213330665384615,5,5,0,NA,"(50,55]","(35,40]","(40,45]","(40,45]",20,0,19,19.023178807947,21.385,5.83,21.3775,21.373097653773,113.749,109.772,111.858,111.760150405562,"24","1","0","0","24","1","12","1","12","1","8","1","8","1",2016-12-08
"9",3.47779,0,0.448156,0.237667759364609,191,3.47779,0.462993,0.544161230366492,0.295668,0.100586,0.2073695,0.174380370422535,284,0.295668,0.2073695,0.209920066901408,5,5,0,NA,"(60,65]","(45,50]","(45,50]","(50,55]",20.5,3,19.5,19.3363935324747,21.4,3.1525,21.38,21.3752449136605,115.139,110.75,112.045,112.210580282669,"24","1","0","0","23","1","12","1","11","1","8","1","7","1",2016-12-09
"10",5.74962,0,0.423793,0.223963157148385,190,5.74962,0.435036,0.550636015789474,0.337571,0.0939817,0.208752,0.173023455441696,283,0.337571,0.208752,0.209137703180212,5,5,1,1,"(65,70]","(55,60]","(55,60]","(55,60]",20.5,0,19.5,19.6755607115236,21.405,0.23,21.3825,21.3743282286075,116.03,110.909,112.906,113.118515414928,"24","1","0","0","0","0","12","1","0","0","8","1","0","0",2016-12-10
