"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",21,19,20,20.2162849872774,21.42,21.35,21.385,21.3838171073718,115.056,94.0078,112.357,111.888324420929,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-01
"2",3.38293,0,0.232537,0.104546349383673,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,NA,"(85,90]","(50,55]","(65,70]","(65,70]",21,0,19.5,19.71548545678,21.39,3.5625,21.3825,21.3777536073459,115.314,110.754,112.581,112.600993171296,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-02
"3",2.88504,0,0.215287,0.11396306844867,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,NA,"(85,90]","(50,55]","(60,65]","(65,70]",21,18,19.5,19.6383900928793,21.3975,21.365,21.3825,21.3830651077487,116.041,110.238,112.422,112.462936342593,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-03
"4",1.03808,0,0.210754,0.110863413107576,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,1,"(80,85]","(50,55]","(65,70]","(65,70]",21,0,19.5,19.5764014466546,21.39,0.2375,21.38,21.3607298698168,115.268,108.124,111.977,112.193972106481,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-04
"5",0.94559,0.0439453,0.210754,0.107767755488493,0,-Inf,NA,NA,0.137177,0.0707616,0.126054,0.0975889511111111,9,0.137177,0.126054,0.126998666666667,4,5,0,NA,"(85,90]","(50,55]","(60,65]","(65,70]",20.5,18.5,20,19.843006993007,21.39,21.375,21.3825,21.3825074384636,114.891,110.346,111.838,112.017672569444,"4","1","20","1","0","0","2","1","0","0","1","1","0","0",2016-09-05
"6",1.07014,0.0439453,0.232537,0.119426904563331,17,0.933256,0.259984,0.298387470588235,0.316838,0.0579145,0.124585,0.104145075169492,59,0.316838,0.124585,0.131351440677966,4,4,0,NA,"(85,90]","(45,50]","(55,60]","(60,65]",20.5,18.5,19,19.2716133424098,21.395,21.06,21.38,21.3805414908579,115.855,109.793,111.805,111.867041550926,"0","0","7","1","0","0","0","0","0","0","0","0","0","0",2016-09-06
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,NA,"(95,100]","(50,55]","(70,75]","(70,75]",NA,NA,NA,NA,0.0025,0,0,0.00123611111111111,95.8959,91.923,93.64435,93.6831801967593,"0","0","15","1","0","0","0","0","0","0","0","0","0","0",2016-09-08
"8",0.853264,0.0439453,0.228347,0.115386731424337,2,0.378032,0.344386,0.344386,0.180914,0.0639566,0.135013,0.117013464367816,87,0.180914,0.135013,0.136932137931034,4,4,0,1,"(90,95]","(55,60]","(70,75]","(70,75]",24.5,0,19.5,19.4740484429066,21.3975,0,21.38,18.0049047965116,116.078,92.6905,112.2525,105.028290844907,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-09
"9",2.37264,0,0.210754,0.107988389714854,0,-Inf,NA,NA,0.187588,0.0625597,0.13022,0.113479402847682,151,0.187588,0.13022,0.132215814569536,4,5,0,1,"(80,85]","(55,60]","(60,65]","(65,70]",20,0,19.5,19.415856394914,21.39,0.22,21.3825,21.378390438247,114.756,111.321,112.957,112.962286342593,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-10
"10",2.37264,0,0.208438,0.109114881434574,0,-Inf,NA,NA,0.292084,0.0703179,0.126404,0.107869506728972,107,0.292084,0.126404,0.130584523364486,4,4,0,NA,"(80,85]","(55,60]","(60,65]","(65,70]",20,0,19.5,19.3478873239437,21.3875,2.8875,21.385,21.3786274380601,114.807,111.207,112.575,112.611635532407,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-11
"11",2.09421,0.0439453,0.2130205,0.113091453126601,0,-Inf,NA,NA,0.159014,0.0641864,0.1261135,0.105146012553191,94,0.159014,0.1261135,0.129434829787234,4,5,0,NA,"(80,85]","(55,60]","(60,65]","(65,70]",20.5,2,19.5,19.4176227627352,21.4,16.885,21.385,21.3824740506329,115.078,111.192,112.589,112.656954282407,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-12
"12",2.55904,0,0.2262125,0.117270254893077,0,-Inf,NA,NA,0.187914,0.0639566,0.129116,0.107098205663717,113,0.187914,0.129116,0.131381353982301,4,4,0,NA,"(80,85]","(50,55]","(60,65]","(60,65]",20.5,16,19.5,19.4355056179775,21.39,15.645,21.3825,21.3796890651085,114.225,110.246,112.0195,112.049067824074,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2016-09-13
"13",7.26614,0.0439453,0.224078,0.121880112384689,1,7.26614,7.26614,7.26614,13.21,0.068407,0.128793,0.132674721682692,104,13.21,0.128793,0.257399326923077,4,5,0,0,"(75,80]","(50,55]","(55,60]","(60,65]",20.5,2.5,19.5,19.5119961612284,21.4025,5.1675,21.38,21.3766325431034,114.899,110.335,111.674,111.854468671679,"1","1","22","1","0","0","0","0","0","0","1","1","0","0",2016-09-14
"14",4.15022,0,0.232537,0.124912429889518,8,0.799515,0.2726675,0.351112375,0.189696,0.0646721,0.130531,0.110848723818898,127,0.189696,0.130531,0.133673622047244,4,4,0,2,"(80,85]","(50,55]","(60,65]","(65,70]",25,0,19,19.14483440435,24.5225,0.0725,21.3825,21.2762980437284,114.793,99.7101,111.902,111.893402604167,"6","1","18","1","0","0","3","1","0","0","2","1","0","0",2016-09-15
"15",2.3522,0,0.259984,0.131566000960735,25,0.481397,0.263672,0.271807,0.177732,0.0653236,0.131476,0.113474746542056,107,0.177732,0.131476,0.13373838317757,5,5,1,0,"(80,85]","(45,50]","(60,65]","(60,65]",20.5,18.5,19,19.1240985576923,21.42,20.4825,21.3825,21.3812736136502,115.096,109.886,111.865,111.893321527778,"1","1","23","1","0","0","0","0","0","0","0","0","0","0",2016-09-16
