"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","7","1","0","0","0","0","0","0","0","0","0","0",2015-09-30
"2",NA,NA,NA,NA,NA,NA,NA,NA,0.207409,0.0556819,0.130214,0.0840061846164021,9,0.207409,0.130214,0.142850444444444,4,4,0,NA,NA,NA,NA,NA,17,9.5,16.5,16.7121350364963,23.3875,21.5775,21.5825,21.5874715909091,106.3,105.259,105.895,105.861313888889,"5","1","14","1","1","1","3","1","0","0","2","1","0","0",2015-10-01
"3",8.54157,0,0.395508,0.146741632917564,17,8.54157,3.39433,3.04096811764706,0.254452,0.0509023,0.13576,0.0956384694,25,0.254452,0.13576,0.1573196,4,4,0,4,NA,NA,NA,NA,32.5,0,17,16.7466945024356,23.7475,0.2275,21.5825,21.2343551964512,107.023,100.491,105.301,105.517913249469,"5","1","19","1","2","1","2","1","1","1","2","1","2","1",2015-10-02
"4",9.08021,0.0439453,0.181191,0.270382537801725,13,9.08021,3.1665,3.38618946153846,2.11775,0.0458827,0.180481,0.400142541428571,36,2.11775,0.180481,0.535535083333333,4,4,0,NA,NA,NA,NA,NA,22.5,0,16.5,16.7421518647706,24.9,21.515,21.5825,21.5828788927336,108.267,104.092,105.6235,105.723662268519,"1","1","13","1","1","1","0","0","0","0","0","0","0","0",2015-10-03
"5",7.11711,0.0621481,0.186444,0.151898964409705,1,7.11711,7.11711,7.11711,4.07024,0.0526934,0.179055,0.252215298721804,19,4.07024,0.179055,0.473393684210526,4,4,0,1,NA,NA,NA,NA,23,0,16.5,17.141369047619,21.63,0.2275,0.27,6.45253612465181,108.022,92.814,104.419,100.293415625,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-10-04
"6",1.51021,0.0439453,0.186444,0.119080141825923,1,0.228347,0.228347,0.228347,0.211405,0,0.1708,0.0924616593107769,19,0.211405,0.1708,0.160692157894737,4,4,0,NA,NA,NA,NA,NA,17,16,16.5,16.4353967084254,21.59,21.57,21.5825,21.5818344252531,107.557,103.697,104.835,105.21526412037,"3","1","20","1","1","1","2","1","1","1","1","1","0","0",2015-10-05
"7",10.7461,0,0.196529,0.132208098452479,8,10.7461,5.06064,5.96823375,89.6597,0,0.160589,0.894686374126984,27,89.6597,0.160589,4.32678559259259,4,4,0,11,NA,NA,NA,NA,33.5,0,16.5,16.5132730455076,24.13,0.03,21.5825,18.0610023008341,107.182,93.5468,105.2,103.672421516204,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-10-06
"8",4.54021,0,0.181191,0.116464001559814,2,4.54021,3.236155,3.236155,0.214972,0.0516588,0.183199,0.0941620606593407,13,0.214972,0.183199,0.170224769230769,4,4,0,2,NA,NA,NA,NA,30.5,0,16.5,16.7386495925495,21.62,0.005,21.5775,11.282209417932,107.25,92.8321,105.438,101.543115659722,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2015-10-07
"9",6.06748,0,0.340399,0.110926820220519,1,6.06748,6.06748,6.06748,120.681,0.0451414,0.167206,3.69168798710884,14,120.681,0.167206,14.3427174285714,4,4,0,5,NA,NA,NA,NA,35,0,16.5,16.3007284079084,23.685,0.0025,21.5775,14.4828588840737,107.484,93.6375,105.133,101.706701671547,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-10-08
"10",2.67706,0,0.2345225,0.103809761076285,1,1.53557,1.53557,1.53557,88.4198,0,0.1722165,1.32464706231481,18,88.4198,0.1722165,5.08665744444444,4,4,1,7,NA,NA,NA,NA,24.5,0,16,15.8213588442015,23.0075,0,21.58,17.0453633986928,108.292,94.6639,105.14,103.889841064815,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-10-09
