"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-02-28
"2",NA,NA,NA,NA,NA,NA,NA,NA,0.189731,0.05675,0.122451,0.086732135,5,0.189731,0.122451,0.1390284,3,3,0,NA,NA,NA,NA,NA,21.5,0,21,21.1745313510019,21.47,0.7475,21.46,21.4521937205936,104.425,102.324,103.011,103.215986919782,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-01
"3",2.5321,0.0439453,1.17672,0.0989097590302878,0,-Inf,NA,NA,0.278267,0.0590343,0.1271445,0.0937893075,10,0.278267,0.1271445,0.1503663,3,3,0,NA,NA,NA,NA,NA,22,0,21,21.2177088087631,21.4625,1.44,21.46,21.4476622032027,104.959,101.494,102.9635,103.062126041667,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-02
"4",5.94806,0.0439453,1.1358,0.104578956569941,1,5.94806,5.94806,5.94806,0.137532,0.0578362,0.127627,0.0872716716666667,5,0.137532,0.127627,0.1278618,3,3,0,NA,NA,NA,NA,NA,21.5,20.5,21,21.2117572692794,21.4775,21.4375,21.46,21.4592379653089,104.73,101.787,103.0125,103.125016203704,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-03
"5",1.1468,0,0.158447,0.103908450367924,0,-Inf,NA,NA,0.298917,0.0590343,0.1373685,0.104182547916667,8,0.298917,0.1373685,0.179751,3,3,0,NA,NA,NA,NA,NA,21.5,0,21,21.0030864197531,24.0325,0.485,21.46,21.4146247769848,105.017,98.3999,102.722,103.019383092235,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-04
"6",1.67396,0,0.164428,0.108696333790088,0,-Inf,NA,NA,1.15851,0.0551863,0.27548,0.14444666547619,7,1.15851,0.27548,0.342123285714286,3,3,0,NA,NA,NA,NA,NA,22,0,21,21.1422487223169,21.4675,12.0175,21.46,21.4574473975637,105.455,101.587,103.385,103.444551452714,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-05
"7",4.66193,0,0.443826,0.108856401707287,0,-Inf,NA,NA,0.289363,0.0595264,0.127228,0.0953517034722222,12,0.289363,0.127228,0.160499916666667,3,3,0,NA,NA,NA,NA,NA,24.5,0,21.5,21.2085541256624,22.42,1.065,21.46,21.4479880275974,105.889,101.649,103.08,103.564946180556,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-06
"8",5.94968,0,1.191175,0.108093726747369,0,-Inf,NA,NA,0.284733,0.0669386,0.123668,0.09738265,3,0.284733,0.123668,0.176482,3,3,0,NA,NA,NA,NA,NA,37,4.5,21,21.0704845814978,21.5475,16.135,21.46,21.4581203368152,106.28,101.933,103.5415,103.924332291667,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-07
"9",5.94968,0,0.463048,0.108177662947189,0,-Inf,NA,NA,0.325431,0.0611063,0.129944,0.0933064666666667,8,0.325431,0.129944,0.158430875,3,3,0,NA,NA,NA,NA,NA,36.5,0,21,20.9563066776587,21.49,2.0275,21.46,21.4396344735077,106.302,102.269,103.69,104.041391968522,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-08
"10",5.89474,0,0.516241,0.109118924995101,0,-Inf,NA,NA,0.157776,0.0589024,0.122907,0.0844311833333333,3,0.157776,0.122907,0.133569333333333,3,3,0,NA,NA,NA,NA,NA,25,0,21,21.1505773672055,21.6275,1.2025,21.46,21.4361343227738,106.073,102.731,103.858,104.232761662229,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-09
