"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"11",1.90796,0,0.175781,0.110530007236224,0,-Inf,NA,NA,0.20158,0.0522912,0.1257665,0.0864058125,6,0.20158,0.1257665,0.137430333333333,3,3,0,NA,NA,NA,NA,NA,33,4.5,21,21.0557413600892,21.47,16.41,21.46,21.458869076113,105.825,103.032,104.1825,104.276594791667,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-10
"12",3.20981,0,0.181191,0.111618309035011,1,3.12692,3.12692,3.12692,0.122705,0.0678333,0.122705,0.0852397,1,0.122705,0.122705,0.122705,3,3,0,NA,NA,NA,NA,NA,36,0,21,21.0414449733968,22.465,0,21.46,21.352641297099,105.099,96.9731,103.823,103.878417060185,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-11
"13",2.09744,0.0439453,0.432811,0.101663078858836,0,-Inf,NA,NA,0.182202,0.0473328,0.182202,0.092189225,1,0.182202,0.182202,0.182202,3,3,0,NA,NA,NA,NA,NA,29.5,20.5,21,20.7551416819013,21.71,21.455,21.46,21.4610835201794,105.267,103.117,104.052,104.147937324274,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-12
"14",2.13486,0.0439453,0.175781,0.114209379671586,0,-Inf,NA,NA,0.262288,0.0595264,0.194237,0.115617958333333,2,0.262288,0.194237,0.194237,3,3,0,NA,NA,NA,NA,NA,30.5,20,20.5,20.7026245551601,21.6875,19.635,21.46,21.459999032882,106.245,102.419,103.764,104.068961111111,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-13
"15",3.17898,0,0.181191,0.117864722571808,0,-Inf,NA,NA,0.28492,0.0623352,0.128386,0.0957579516666667,5,0.28492,0.128386,0.1583116,3,3,0,NA,NA,NA,NA,NA,30,0,20.5,20.7070191026211,23.655,1.0775,21.4625,21.4576905528717,106.288,102.628,104.1785,104.37860162037,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-14
"16",3.18929,0,0.170199,0.116032936701873,0,-Inf,NA,NA,0.28024,0.062987,0.2012185,0.106395875,2,0.28024,0.2012185,0.2012185,3,3,0,NA,NA,NA,NA,NA,36.5,0,21,20.7535236718468,23.275,18.0725,21.4625,21.4613426888427,107.089,103.056,104.61,104.814350462963,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-15
"17",3.1164,0,0.175781,0.117544714789592,0,-Inf,NA,NA,1.43027,0.061834,0.778043,0.2459818625,2,1.43027,0.778043,0.778043,3,3,0,NA,NA,NA,NA,NA,37,0,20.5,20.7540135569033,21.74,0.2475,21.465,21.4258208047756,106.574,102.816,104.72,104.898833101852,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-16
"18",3.1164,0,0.1673135,0.118375235316566,0,-Inf,NA,NA,0.310826,0.0595264,0.129371,0.0970816642857143,7,0.310826,0.129371,0.178194857142857,3,3,0,NA,NA,NA,NA,NA,35.5,0,20.5,20.7144620811287,21.655,3.3975,21.4625,21.4535258152174,105.769,103.018,104.0565,104.149727662037,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-17
"19",4.67372,0.0439453,0.175781,0.116843385413418,0,-Inf,NA,NA,0.803687,0.0576678,0.126217,0.109328942424242,11,0.803687,0.126217,0.216625181818182,3,3,0,NA,NA,NA,NA,NA,27,11.5,20.5,20.6192458374143,22.5925,19.9825,21.4625,21.4623054430949,105.594,103.065,104.104,104.22153900463,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-18
"20",4.50948,0,0.175781,0.116802579493275,1,4.50948,4.50948,4.50948,88.213,0.0521701,0.125568,3.2331289547619,7,88.213,0.125568,12.7118081428571,3,3,0,NA,NA,NA,NA,NA,38.5,0,21,20.6987809673614,23.5225,0.2375,21.46,21.2730203405866,106.125,97.8383,103.2775,103.633296030093,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-19
"21",3.14171,0,0.170199,0.118006280375179,0,-Inf,NA,NA,0.30148,0.0565784,0.1334805,0.099643234375,8,0.30148,0.1334805,0.18497475,3,3,1,NA,NA,NA,NA,NA,36,0,20.5,20.1350945661963,23.7675,0,21.46,21.2732349274705,106.632,96.5598,104.1085,104.17844318287,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2015-03-20
"22",1.50123,0,0.181191,0.117647062702858,0,-Inf,NA,NA,1.21519,0.0631104,0.131647,0.117166834090909,11,1.21519,0.131647,0.246849454545455,3,3,1,NA,NA,NA,NA,NA,30,0,20.5,20.290276647681,21.465,0.0075,21.46,20.6888165618449,105.57,94.7413,103.545,103.31818425123,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-21
"23",2.47424,0,0.164428,0.116313589661228,1,2.28938,2.28938,2.28938,0.293526,0.062987,0.128356,0.0954474478571429,7,0.293526,0.128356,0.165177571428571,3,3,0,NA,NA,NA,NA,NA,36.5,0,20.5,20.5632140137091,23.3625,0.24,21.46,21.4019222151088,106.145,99.9345,103.967,104.219183738426,"0","0","21","1","0","0","0","0","0","0","0","0","0","0",2015-03-22
"24",2.28347,0,0.164428,0.1157988167815,0,-Inf,NA,NA,0.816547,0.0666766,0.132417,0.128502755,5,0.816547,0.132417,0.2876204,3,3,0,NA,NA,NA,NA,NA,22.5,0,20.5,20.3563262195122,21.465,0.2375,21.46,15.5810001961169,105.582,93.1086,104.276,102.711922025463,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-23
"25",2.46368,0.0621481,0.175781,0.118529925495699,0,-Inf,NA,NA,0.26903,0.0669386,0.1964415,0.103741425,2,0.26903,0.1964415,0.1964415,3,3,0,NA,NA,NA,NA,NA,21,0,20.5,20.4282600079271,23.435,7.9625,21.46,21.4578328992349,105.463,103.224,104.031,104.245982766651,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-24
"26",3.71513,0,0.170199,0.114487648239472,1,3.71513,3.71513,3.71513,0.269377,0.0657367,0.124482,0.0989798916666667,4,0.269377,0.124482,0.159737,3,3,0,NA,NA,NA,NA,NA,34.5,9,20.5,20.4031362299902,23.7625,21.445,21.46,21.4615388818066,105.254,102.516,103.833,103.950700462963,"0","0","17","1","0","0","0","0","0","0","0","0","0","0",2015-03-25
"27",3.68643,0,0.322931,0.11585607016704,2,3.68643,3.004445,3.004445,0.287041,0.0635709,0.2042435,0.129372683333333,2,0.287041,0.2042435,0.2042435,3,3,0,NA,NA,NA,NA,NA,38.5,0,20.5,20.2999454148472,22.3475,0.005,21.46,20.8485325757576,106.073,92.0345,103.096,99.9129522469253,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-26
"28",4.10271,0,0.334628,0.115982687493746,0,-Inf,NA,NA,0.243117,0.0639674,0.1824235,0.1087467375,2,0.243117,0.1824235,0.1824235,3,3,0,NA,NA,NA,NA,NA,22.5,0,20.5,20.4380688563514,21.5,4.89,21.46,21.4560277413718,106.778,102.587,104.1925,104.377271527778,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-27
"29",1.86185,0.0439453,0.357013,0.114455711219398,0,-Inf,NA,NA,0.130787,0.0625843,0.1241555,0.08655958125,4,0.130787,0.1241555,0.1249505,3,3,0,NA,NA,NA,NA,NA,21,20,20.5,20.3834677419355,21.465,21.455,21.46,21.4597858988557,106.358,102.46,103.7685,104.101456365741,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-29
"30",1.47332,0.0439453,0.170199,0.114948568902002,0,-Inf,NA,NA,0.324771,0.0657367,0.129952,0.11155867,13,0.324771,0.129952,0.178099307692308,3,3,0,NA,NA,NA,NA,NA,21,19.5,20.5,20.3426114835325,21.4675,21.4125,21.46,21.4599261722272,106.817,102.407,104.184,104.425553587963,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-30
"31",2.53553,0.0621481,0.181191,0.116468233652018,0,-Inf,NA,NA,0.277497,0.0654996,0.257247,0.110530233333333,3,0.277497,0.257247,0.223216333333333,3,3,0,NA,NA,NA,NA,NA,21,0,20.5,20.2476635514019,23.1475,13.93,21.46,21.4584224714255,106.68,102.483,104.474,104.335289236111,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-31
