"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"11",NA,NA,NA,NA,NA,NA,NA,NA,0.318257,0.0559218,0.126237,0.0996911347222222,30,0.318257,0.126237,0.150852766666667,3,3,0,NA,NA,NA,NA,NA,32.5,0,20,20.2201142390861,22.0225,1.3725,21.5275,21.5240696391996,106.067,102.203,104.002,104.121687615741,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-10
"12",NA,NA,NA,NA,NA,NA,NA,NA,0.248749,0.0498886,0.124722,0.0959318675287356,29,0.248749,0.124722,0.148084827586207,3,3,0,NA,NA,NA,NA,NA,21,0,20.5,20.2697211155378,23.8725,14.0425,21.5275,21.5272689507095,106.234,102.179,104.282,104.260531944444,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-11
"13",NA,NA,NA,NA,NA,NA,NA,NA,0.271198,0.05388,0.129354,0.0995463240740741,36,0.271198,0.129354,0.154261527777778,3,3,0,NA,NA,NA,NA,NA,35.5,0,20,20.2166841552991,21.7425,2.65,21.5275,21.5246196251378,106.295,102.246,104.2555,104.23121724537,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-12
"14",NA,NA,NA,NA,NA,NA,NA,NA,0.26846,0.0534552,0.126446,0.0969028565116279,43,0.26846,0.126446,0.143643604651163,3,3,0,NA,NA,NA,NA,NA,33,0,20.5,20.2590646347872,22.2175,0.8125,21.53,21.5203170144462,106.668,102.495,104.365,104.551440509259,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-13
"15",NA,NA,NA,NA,NA,NA,NA,NA,0.287125,0.0549968,0.12693,0.0983511429012346,27,0.287125,0.12693,0.141802111111111,3,3,0,NA,NA,NA,NA,NA,36,0,20.5,20.2769365171811,24.78,19.675,21.53,21.5293309778892,106.407,103.054,104.702,104.627988888889,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-14
"16",NA,NA,NA,NA,NA,NA,NA,NA,111.28,0.0611164,0.135862,1.79180876994949,33,111.28,0.135862,3.53468157575758,3,3,1,NA,NA,NA,NA,NA,39.5,0,20.5,20.2418358340688,23.725,0,21.5275,19.6799050323086,105.43,94.7377,103.515,103.14171380787,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-15
"17",NA,NA,NA,NA,NA,NA,NA,NA,0.299763,0.0578259,0.126074,0.100603558695652,23,0.299763,0.126074,0.15611547826087,3,3,0,NA,NA,NA,NA,NA,26,0,20,19.7027290448343,23.0825,0,21.35,21.2750893064254,105.485,96.4797,103.327,103.37902712963,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-16
"18",NA,NA,NA,NA,NA,NA,NA,NA,0.313213,0.0534552,0.137672,0.0977044028985507,23,0.313213,0.137672,0.153933608695652,3,3,0,NA,NA,NA,NA,NA,20.5,19.5,20,20.0913894324853,21.3625,21.325,21.3525,21.3522462270002,105.829,102.306,103.8235,103.958870023148,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-17
"19",NA,NA,NA,NA,NA,NA,NA,NA,0.214025,0.0479071,0.1276975,0.095616996969697,22,0.214025,0.1276975,0.153981318181818,3,3,0,NA,NA,NA,NA,NA,21,0,20,20.0123387549075,25.05,20.6675,21.3525,21.353322330322,106.066,102.171,104.026,104.12003912037,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-18
"20",NA,NA,NA,NA,NA,NA,NA,NA,0.226739,0.0561929,0.1374255,0.0952369080128205,26,0.226739,0.1374255,0.154064538461538,3,3,0,NA,NA,NA,NA,NA,35,0,20,19.7910106653123,23.65,0.245,21.3525,17.0388302904564,105.492,95.2533,103.388,102.585594363426,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-19
"21",NA,NA,NA,NA,NA,NA,NA,NA,0.245503,0.05986,0.129008,0.0986380786231884,23,0.245503,0.129008,0.158869260869565,3,3,0,NA,NA,NA,NA,NA,28,0,19.5,19.723791973792,21.355,0.2675,21.3525,21.3449724809483,105.317,102.716,103.871,104.076481365741,"0","0","19","1","0","0","0","0","0","0","0","0","0","0",2015-04-20
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,26,0,19.5,14.9285714285714,14.845,0,0.2975,6.91602941176471,1023.2,0.492214,93.1085,148.4224594125,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-22
"23",NA,NA,NA,NA,NA,NA,NA,NA,0.256793,0.0451414,0.159258,0.1009771625,14,0.256793,0.159258,0.169394142857143,3,3,0,NA,NA,NA,NA,NA,27,0,19,18.7492952074104,24.8175,14.845,21.08,21.1249698729185,106.293,94.1325,104.024,104.06084875,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-23
"24",NA,NA,NA,NA,NA,NA,NA,NA,0.293619,0.0519194,0.143398,0.0932554447368421,19,0.293619,0.143398,0.158827842105263,3,3,0,NA,NA,NA,NA,NA,19,9.5,18.5,18.5092653871608,22.825,20.7975,21.08,21.0793802447552,106.303,103.6,104.596,104.845848628631,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-24
"25",NA,NA,NA,NA,NA,NA,NA,NA,0.296625,0.0464672,0.1458435,0.0980839125,12,0.296625,0.1458435,0.173296916666667,3,3,0,NA,NA,NA,NA,NA,19,18,18.5,18.4310344827586,21.09,21.07,21.0775,21.0786550745209,105.747,103.971,104.552,104.661291782407,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-25
"26",NA,NA,NA,NA,NA,NA,NA,NA,0.256043,0.0582869,0.1244065,0.107919875,12,0.256043,0.1244065,0.157440083333333,3,3,0,NA,NA,NA,NA,NA,20,0.5,18.5,18.3717845659164,21.095,2.71,21.0775,21.0754997417355,105.621,103.51,104.631,104.619688310185,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-26
"27",NA,NA,NA,NA,NA,NA,NA,NA,0.286254,0.0556819,0.154943,0.09655989375,20,0.286254,0.154943,0.1552027,3,3,0,NA,NA,NA,NA,NA,19,0,18.5,18.3041804180418,22.9075,20.81,21.08,21.0799507780248,106.594,103,103.9715,104.556797453704,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-27
"28",NA,NA,NA,NA,NA,NA,NA,NA,0.177244,0.0539587,0.160925,0.101955972727273,11,0.177244,0.160925,0.152050363636364,3,3,0,NA,NA,NA,NA,NA,20,17.5,18.5,18.234505363528,21.0875,20.8875,21.08,21.0797736625514,1022.15,-1.76183e+242,104.585,-2.2505240836357e+238,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-28
"29",NA,NA,NA,NA,NA,NA,NA,NA,0.238802,0.0583159,0.1272735,0.0900150446775794,24,0.238802,0.1272735,0.149702958333333,3,3,0,NA,NA,NA,NA,NA,19,17,18,18.1188524590164,21.0925,21.0625,21.08,21.0804877205119,1019.64,-9.7459e+241,105.1625,-7.00247173902234e+238,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-29
"30",NA,NA,NA,NA,NA,NA,NA,NA,0.243453,0.0458459,0.147572,0.0870784944920635,15,0.243453,0.147572,0.150202,3,3,0,NA,NA,NA,NA,NA,19.5,0,18,18.1543681085666,21.1025,0.29,21.08,21.0795791154026,106.885,102.539,105.132,105.253221296296,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-30
