"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-03-31
"2",NA,NA,NA,NA,NA,NA,NA,NA,0.335714,0.0682905,0.1346035,0.104917045833333,6,0.335714,0.1346035,0.183456833333333,3,3,0,NA,NA,NA,NA,NA,27.5,0,20.5,20.2711144427786,25.1825,0.01,21.4575,20.9207071290944,105.51,93.9332,103.391,103.223127280093,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-01
"3",NA,NA,NA,NA,NA,NA,NA,NA,0.16618,0.0546552,0.12763,0.0940307816666667,5,0.16618,0.12763,0.1355156,3,3,1,NA,NA,NA,NA,NA,34.5,0,20.5,20.3792974588939,23.745,0.2425,21.46,19.9136123971193,105.197,93.0523,103.727,103.14759025463,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2015-04-02
"4",NA,NA,NA,NA,NA,NA,NA,NA,43.6185,0.0578362,0.384823,2.63224440972222,6,43.6185,0.384823,7.73029216666667,3,3,0,NA,NA,NA,NA,NA,32.5,0,20,20.2825688073394,22.635,0.24,21.525,21.5090658281307,105.308,94.6497,103.32,103.372270428241,"0","0","21","1","0","0","0","0","0","0","0","0","0","0",2015-04-03
"5",NA,NA,NA,NA,NA,NA,NA,NA,43.6182,0.0599496,0.291719,4.54026726764706,17,43.6182,0.291719,10.4583395882353,3,3,0,NA,NA,NA,NA,NA,33.5,0,20.5,20.5391832229581,25.24,0.24,21.525,21.1521631169363,105.648,94.0388,103.1965,103.270464323885,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2015-04-04
"6",NA,NA,NA,NA,NA,NA,NA,NA,0.287529,0.05675,0.130758,0.097049712962963,9,0.287529,0.130758,0.169590444444444,3,3,0,NA,NA,NA,NA,NA,22.5,0,20.5,20.2680067001675,23.665,0.245,21.5275,19.6344984769365,105.471,92.2572,103.0165,102.413365439815,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-05
"7",NA,NA,NA,NA,NA,NA,NA,NA,0.299643,0.0620851,0.25892,0.115996777380952,7,0.299643,0.25892,0.230009714285714,3,3,0,NA,NA,NA,NA,NA,20.5,20,20,20.1378012048193,21.5375,21.4925,21.5275,21.5266932153392,105.028,102.236,103.675,103.580612962963,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-06
"8",NA,NA,NA,NA,NA,NA,NA,NA,0.278178,0.0610745,0.1271275,0.117702304166667,6,0.278178,0.1271275,0.152067333333333,3,3,0,NA,NA,NA,NA,NA,29,0,20.5,20.2734881209503,22.51,0.245,21.5275,19.9872998932764,105.318,93.4539,103.0425,103.10437369213,"0","0","20","1","0","0","0","0","0","0","0","0","0","0",2015-04-07
"9",NA,NA,NA,NA,NA,NA,NA,NA,21.829,0.057793,0.172883,0.909649362962963,9,21.829,0.172883,2.59485777777778,3,3,0,NA,NA,NA,NA,NA,34,0,20.5,20.1806373397991,25.1825,0.005,21.525,16.9969038498372,105.237,93.1418,102.724,101.611219236623,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-08
"10",NA,NA,NA,NA,NA,NA,NA,NA,0.296447,0.0534552,0.141555,0.1066067078125,32,0.296447,0.141555,0.1579236875,3,3,0,NA,NA,NA,NA,NA,36,1.5,20.5,20.2532183908046,21.595,1.0825,21.5275,21.521684605349,105.803,102.74,103.857,104.195226157407,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-04-09
