"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-07-31
"2",NA,NA,NA,NA,NA,NA,NA,NA,56.3377,0.0421659,0.143805,1.04116761066667,30,56.3377,0.143805,2.03816596666667,5,5,0,2,NA,NA,NA,NA,555.5,0,14,167.283884297521,22.0725,0.0025,22.0075,21.96311581551,108.614,100.033,106.5,106.694534049333,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-01
"3",2.01095,0,0.33178,0.0944685107263498,0,-Inf,NA,NA,31.9795,0.0583159,0.226684,0.806195391111111,9,31.9795,0.226684,3.74049433333333,5,5,0,1,NA,NA,NA,NA,467.5,3.5,453.5,451.657120834816,22.0725,0.26,22.0075,21.7008218898708,109.521,95.2691,106.301,106.553572034897,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-02
"4",1.27744,0.0439453,0.181191,0.0947664117708421,0,-Inf,NA,NA,10.1014,0.0601106,0.260531,0.33166614,9,10.1014,0.260531,1.35349811111111,5,5,0,2,NA,NA,NA,NA,491.5,5,448.5,448.048727571244,23.11,0.2975,22.0025,21.9916814602242,109.924,104.936,106.81,107.119593160377,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-03
"5",1.66297,0.0439453,0.181191,0.0965897848951787,0,-Inf,NA,NA,0.257436,0.0598857,0.1899065,0.09448918,2,0.257436,0.1899065,0.1899065,5,5,0,NA,NA,NA,NA,NA,466.5,440,447.5,447.636832844575,22.0225,21.915,22.0025,22.0026739217519,110.012,105.863,107.068,107.413007190852,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-04
"6",2.72673,0,0.181191,0.0955036249256935,0,-Inf,NA,NA,0.250676,0.0673373,0.247228,0.10980799,2,0.250676,0.247228,0.247228,5,5,1,1,NA,NA,NA,NA,481.5,0,447,394.083833002973,22.07,0,22,21.9880059827813,108.044,96.3542,107.021,106.814971213914,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-05
"7",1.30585,0.0439453,0.181191,0.0971616085463129,0,-Inf,NA,NA,0.275992,0.0598857,0.124789,0.090017812,5,0.275992,0.124789,0.1549244,5,5,0,NA,NA,NA,NA,NA,24.45,21.1,22.325,22.3266658845612,22.195,21.3075,21.995,21.9942592462875,108.388,105.443,106.673,106.763219212114,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-06
"8",1.9311,0.0439453,0.181191,0.0957185395400164,0,-Inf,NA,NA,0.294674,0.0537081,0.2480445,0.100114985,4,0.294674,0.2480445,0.2277565,5,5,0,NA,NA,NA,NA,NA,24.075,21.325,22.275,22.2697672373358,22.04,21.9425,21.9925,21.9927380952381,108.356,105.833,106.63,106.800964564139,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-07
"9",2.19858,0,0.186444,0.0999274484938071,0,-Inf,NA,NA,0.331333,0.0526934,0.1292,0.105441354444444,18,0.331333,0.1292,0.158239777777778,5,5,0,2,NA,NA,NA,NA,30.9,0.125,22.025,21.4479688089548,22.7875,0.005,21.99,21.7162484975962,108.167,94.7747,105.898,105.187801382488,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-08
"10",1.24374,0,0.191553,0.0996550971722705,0,-Inf,NA,NA,0.2767,0.0623423,0.129033,0.100776248888889,9,0.2767,0.129033,0.188906777777778,5,5,0,NA,NA,NA,NA,NA,27.225,20.975,22.15,22.1505031593728,22.23,21.955,21.99,21.990472248609,108.14,105.213,106.187,106.345570566663,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-09
