"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-08-31
"2",NA,NA,NA,NA,NA,NA,NA,NA,0.301478,0.0633888,0.130139,0.0985350225,16,0.301478,0.130139,0.1573385,5,5,0,3,NA,NA,NA,NA,24.875,0.225,21.525,21.5782460335978,25.945,0.2875,21.9925,21.9728161459032,111.354,104.309,106.625,107.165542398868,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2017-09-01
"3",5.41366,0,0.206122,0.10484826323661,1,2.52982,2.52982,2.52982,0.131246,0.0656118,0.123324,0.0852126466666667,3,0.131246,0.123324,0.125131,5,5,0,2,NA,NA,NA,NA,24.75,0.275,21.975,21.737282975645,22.95,0.015,21.995,21.8555277355098,113.677,97.872,108.045,108.744621853681,"1","1","23","1","0","0","0","0","0","0","0","0","0","0",2017-09-02
"4",5.41366,0,0.181191,0.104551582321815,3,5.41366,0.445996,2.101884,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,NA,NA,NA,NA,24.2,0.225,22,21.1118589349404,22.03,0.01,21.995,21.8754151376147,113.68,96.3994,108.7665,108.737151081335,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-09-03
"5",8.33039,0,0.175781,0.0996240990844795,1,8.33039,8.33039,8.33039,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,2,NA,NA,NA,NA,24.55,0.25,21.9,21.6351606060606,22.025,0.015,21.995,21.8129780776921,113.549,96.8897,109.108,109.38510786662,"0","0","23","1","0","0","0","0","0","0","0","0","0","0",2017-09-04
"6",4.39805,0,0.186444,0.104501028712015,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,NA,NA,NA,NA,23.175,0.2,21.925,21.3264496717724,22.02,0.01,21.9925,21.7516476371709,111.009,97.3834,108.05,107.772441566549,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-09-05
"7",1.53053,0,0.194041,0.109600119757518,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,24.55,0.675,21.825,21.6796419407511,22.055,6.075,21.995,21.9916083647535,109.944,107.225,108.251,108.439006365673,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-09-06
"8",2.4519,0,0.196529,0.111076744773538,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,NA,NA,NA,NA,22.1,0.25,21.025,21.0012393808914,22.02,0.2225,21.9925,21.9889995240685,109.838,106.793,107.756,107.899693916125,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2017-09-07
"9",3.39518,0,0.206122,0.110060497994511,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,3,NA,NA,NA,NA,23.425,0.175,20.9,20.7439053115063,25.87,0.0125,21.9925,21.7577358685188,109.217,96.7822,107.028,106.983050348576,"0","0","23","1","0","0","1","1","0","0","1","1","0","0",2017-09-08
"10",3.10243,0,0.232537,0.116947413788558,1,3.10243,3.10243,3.10243,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,6,NA,NA,NA,NA,24.6,0.15,21.2,20.5501053774428,25.695,0.0075,21.99,21.4745113636364,108.57,94.7666,105.565,105.125768362649,"19","1","5","1","1","1","9","1","0","0","6","1","0","0",2017-09-09
"11",1.84727,0,0.423793,0.159243214985121,72,1.84727,0.401549,0.478798416666667,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,2,NA,NA,NA,NA,23.775,0.275,20.725,20.7169554599372,22.8375,0.18,21.99,21.9776994270604,109.123,105.74,106.414,106.947845200142,"9","1","14","1","0","0","5","1","0","0","4","1","0","0",2017-09-10
"12",2.28389,0,0.366355,0.146110748169967,32,2.28389,0.401563,0.53803625,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,23.05,10.75,20.7,20.6974837095648,22.0175,3.105,21.9925,21.9890557209698,111.362,105.038,106.902,107.385992214227,"4","1","8","1","0","0","2","1","0","0","1","1","0","0",2017-09-11
"13",6.42489,0,0.3500535,0.137469055725657,15,1.26223,0.462993,0.528305133333333,0.166669,0.0124237,0.1341085,0.108523882256944,24,0.166669,0.1341085,0.137953833333333,5,5,0,2,NA,NA,NA,NA,23.65,0.15,20.975,14.9851764199656,22.3875,0.005,21.9925,20.8461065251572,110.994,94.9543,100.086,102.215467443503,"1","1","23","1","0","0","1","1","0","0","0","0","0","0",2017-09-12
"14",6.42489,0,0.236653,0.123734181944995,6,6.42489,0.4103275,1.578799,0.550751,0.0703752,0.132908,0.109420761702655,166,0.550751,0.132908,0.142450524096386,5,5,0,1,NA,NA,NA,NA,22.85,0.225,20.825,20.7485618946374,22.0225,0.015,21.9925,21.9139781095193,110.558,99.6871,107.247,107.606695366112,"6","1","9","1","0","0","3","1","0","0","2","1","0","0",2017-09-13
"15",6.12497,0.0439453,0.375469,0.138117189566255,21,2.34151,0.419212,0.589969857142857,0.412682,0,0.1329985,0.115811825788656,104,0.412682,0.1329985,0.140846875,5,5,1,2,NA,NA,NA,NA,25.05,0,21.1375,19.1721901260504,22.3025,0,21.99,21.8482828229866,109.533,-216662,105.6835,73.8519047543998,"14","1","10","1","7","1","7","1","3","1","5","1","2","1",2017-09-14
"16",6.12497,0,0.516241,0.168795403065686,61,4.16693,0.487377,0.713278836065574,0.320325,0.026854,0.1300225,0.114426576333333,160,0.320325,0.1300225,0.13381894375,5,5,0,3,NA,NA,NA,NA,22.575,0.15,21.025,21.0171698662013,22.625,0.16,22.29,22.2649027118644,108.396,103.884,106.45,106.603044001416,"19","1","5","1","0","0","10","1","0","0","7","1","0","0",2017-09-15
"17",3.68145,0,0.467145,0.164278344057226,75,1.22022,0.439453,0.48377672,1.35254,0.0741794,0.132846,0.116951200755396,139,1.35254,0.132846,0.146636827338129,5,5,0,1,NA,NA,NA,NA,23.725,0.175,20.975,20.9857516872236,22.605,0.175,22.2875,22.2819103975973,108.609,104.15,105.992,106.21301404627,"18","1","6","1","9","1","9","1","4","1","6","1","4","1",2017-09-16
"18",3.68145,0,0.527344,0.179920701898452,73,2.39129,0.487377,0.611796520547945,0.489044,0.0774066,0.133757,0.121508430432099,135,0.489044,0.133757,0.162924651851852,5,5,0,2,NA,NA,NA,NA,28.025,0.175,20.825,19.208904268931,23.54,0.1975,22.285,22.2367320151168,108.777,104.447,106.137,106.373186120618,"17","1","7","1","7","1","9","1","4","1","6","1","2","1",2017-09-17
"19",2.68426,0,0.541794,0.180642903479131,71,2.68426,0.518108,0.60485376056338,5.62341,0.0732641,0.141631,0.133000405653595,153,5.62341,0.141631,0.20555022875817,5,5,0,7,NA,NA,NA,NA,24.3,0.15,20.675,18.5578690240782,23.8175,0.1425,22.285,22.1962271122155,109.012,103.411,106.2185,106.496869959915,"17","1","7","1","8","1","8","1","4","1","6","1","2","1",2017-09-18
"20",4.35502,0,0.477368,0.175790380798548,64,4.35502,0.465069,0.599668625,34.9961,0.0685293,0.1389035,0.213918452401316,152,34.9961,0.1389035,0.627440322368421,5,5,0,5,NA,NA,NA,NA,24.375,0.175,19.05,18.4167480809491,22.375,0.1925,22.235,22.2038970962812,108.804,103.78,106.529,106.695495808242,"19","1","5","1","13","1","10","1","5","1","6","1","4","1",2017-09-19
"21",4.91127,0,0.74707,0.228000186086866,71,4.91127,0.696225,0.84543,13.8353,0.0712092,0.237874,0.206262943104396,182,13.8353,0.237874,0.342037648351648,5,5,0,5,NA,NA,NA,NA,25.425,0.15,17.25,14.8787045666356,22.4025,0.01,22.1975,22.0517500316176,107.903,97.0848,105.681,105.915914199717,"11","1","3","1","4","1","5","1","2","1","5","1","2","1",2017-09-20
"22",4.03891,0,0.529172,0.181671436552579,34,4.03891,0.5075535,0.711174264705882,0.513108,0.0730797,0.147481,0.141972893223443,91,0.513108,0.147481,0.190170351648352,5,5,0,6,NA,NA,NA,NA,24.475,0.1,18.05,14.6652393617021,22.3125,0.0025,22.2425,21.8131310234052,107.659,89.3148,104.8465,100.690385071985,"10","1","14","1","3","1","4","1","1","1","2","1","1","1",2017-09-21
"23",7.33123,0,0.458803,0.146773882986532,38,6.61373,0.4981465,0.870321131578947,0.340294,0.0719632,0.1370055,0.118530441019737,152,0.340294,0.1370055,0.150058394736842,5,5,0,3,NA,NA,NA,NA,28.625,0.15,20.85,20.2077527044318,22.36,0.1475,22.285,22.2440658317277,106.818,102.96,105.612,105.498432518597,"8","1","12","1","3","1","5","1","2","1","4","1","0","0",2017-09-22
"24",7.33123,0,0.4470655,0.150235944316833,23,7.33123,0.450305,0.918307391304348,0.281884,0.0749261,0.142202,0.123679655815603,141,0.281884,0.142202,0.15106585106383,5,5,0,2,NA,NA,NA,NA,27.975,0.1,19.9,16.5948502530934,22.48,0,22.2675,21.3495766236064,107.677,92.2074,105.216,101.803570336283,"10","1","16","1","1","1","3","1","0","0","3","1","0","0",2017-09-23
"25",5.40884,0,0.385619,0.141371408626146,33,5.40884,0.454574,0.697500939393939,0.371733,0.0310491,0.143115,0.123631380423012,197,0.371733,0.143115,0.156206705583756,5,5,0,4,NA,NA,NA,NA,26.925,0.15,19.325,18.9602415599534,22.455,0.0275,22.2475,22.184229976822,108.304,96.4497,104.968,105.467247813274,"5","1","19","1","2","1","2","1","1","1","3","1","0","0",2017-09-24
