"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1501459257,0.107644,597425048,0,0,2017-07-31 00:00:57,"li24_61",0,31,2017,1.35163,0.0439453,0.0982647,0.100849307921635,2681988
"60",1501462851,0.0761155,964548547,0,0,2017-07-31 01:00:51,"li24_61",1,31,2017,1.29396,0.0439453,0.0982647,0.101108926559865,2681998
"119",1501466436,0.116268,364019643,0,0,2017-07-31 02:00:36,"li24_61",2,31,2017,0.186444,0.0439453,0.0982647,0.100190853254438,2681998
"177",1501470020,0.131836,751612135,0,0,2017-07-31 03:00:20,"li24_61",3,31,2017,1.151,0.0439453,0.0982647,0.0983520123931624,2681998
"235",1501473615,0.116268,128956371,0,0,2017-07-31 04:00:15,"li24_61",4,31,2017,0.388114,0.0439453,0.0878906,0.093525072429078,2681993
"290",1501477209,0.107644,486659005,0,0,2017-07-31 05:00:09,"li24_61",5,31,2017,2.05981,0,0.0982647,0.107386141566265,2681992
"348",1501480838,0.107644,838357850,0,0,2017-07-31 06:00:38,"li24_61",6,31,2017,2.79355,0.0439453,0.0982647,0.103115059438776,2681988
"405",1501484473,0.0621481,201950286,0,0,2017-07-31 07:01:13,"li24_61",7,31,2017,0.400361,0.0439453,0.0878906,0.0914509217652099,2681993
"463",1501488047,0.0982647,581842291,0,0,2017-07-31 08:00:47,"li24_61",8,31,2017,1.2584,0,0.0878906,0.0946516298712446,2681993
"519",1501491601,0.0878906,965155329,0,0,2017-07-31 09:00:01,"li24_61",9,31,2017,1.29918,0.0439453,0.0982647,0.102489807724958,2681994
"578",1501495211,0.0878906,343233971,0,0,2017-07-31 10:00:11,"li24_61",10,31,2017,0.343224,0.0621481,0.107644,0.113706510288066,2681998
"638",1501498801,0.107644,675779057,0,0,2017-07-31 11:00:01,"li24_61",11,31,2017,0.281387,0.0439453,0.0982647,0.103149972939217,2681998
"698",1501502465,0.0761155,82619564,0,0,2017-07-31 12:01:05,"li24_61",12,31,2017,0.465073,0.0439453,0.0982647,0.0993556611346317,2681993
"756",1501506009,0.107644,490772098,0,0,2017-07-31 13:00:09,"li24_61",13,31,2017,0.419212,0.0439453,0.0982647,0.102802438075314,2681983
"814",1501509653,0.0982647,887992318,0,0,2017-07-31 14:00:53,"li24_61",14,31,2017,0.328857,0.0439453,0.0982647,0.0999653885786802,2681993
"995",1501513233,0.107644,284703781,0,0,2017-07-31 15:00:33,"li24_61",15,31,2017,0.583,0.0439453,0.0982647,0.0991252227697536,2681994
"1051",1501516807,0.0878906,681360607,0,0,2017-07-31 16:00:07,"li24_61",16,31,2017,1.24606,0,0.0982647,0.101554607885615,2681983
"1108",1501520452,0.0982647,60472618,0,0,2017-07-31 17:00:52,"li24_61",17,31,2017,1.54247,0.0621481,0.0982647,0.095896853427065,2681993
"1165",1501524032,0.0982647,155098394,0,0,2017-07-31 18:00:32,"li24_61",18,31,2017,0.170199,0.0439453,0.0878906,0.0917671772925764,2681983
"1223",1501527600,0.0761155,847868654,0,0,2017-07-31 19:00:00,"li24_61",19,31,2017,4.17203,0.0439453,0.0878906,0.0959952458863444,2681998
"1407",1501531250,0.0878906,314022567,0,0,2017-07-31 20:00:50,"li24_61",20,31,2017,1.23829,0.0439453,0.0878906,0.09250813254836,2681998
"1466",1501534839,0.0878906,679719406,0,0,2017-07-31 21:00:39,"li24_61",21,31,2017,4.11704,0.0439453,0.0878906,0.0973735460085837,2681988
"1647",1501538454,0.116268,64238538,0,0,2017-07-31 22:00:54,"li24_61",22,31,2017,0.219727,0.0439453,0.0878906,0.0931503347902098,2681992
"1702",1501542023,0.116268,450678654,0,0,2017-07-31 23:00:23,"li24_61",23,31,2017,7.05264,0,0.0982647,0.101529663848145,2681988
"2006",1501545617,0.107644,834414753,0,0,2017-08-01 00:00:17,"li24_61",0,1,2017,0.131836,0.0621481,0.0982647,0.0953749839527027,3590
"2066",1501549252,0.107644,200938298,0,0,2017-08-01 01:00:52,"li24_61",1,1,2017,1.29322,0.0439453,0.0982647,0.0967967202680067,3594
"2248",1501552821,0.0982647,579516767,0,0,2017-08-01 02:00:21,"li24_61",2,1,2017,0.14575,0.0439453,0.0982647,0.0945604283216783,3594
"2305",1501556400,0.0878906,987606104,0,0,2017-08-01 03:00:00,"li24_61",3,1,2017,0.14575,0.0439453,0.0878906,0.0917068987566607,3595
"2608",1501560035,0.107644,362508141,0,0,2017-08-01 04:00:35,"li24_61",4,1,2017,0.186444,0.0439453,0.0878906,0.0897648008912656,3594
"2664",1501563649,0.0878906,730051832,0,0,2017-08-01 05:00:49,"li24_61",5,1,2017,0.322931,0.0439453,0.0878906,0.0929499077477478,3595
"2965",1501567209,0.0982647,110975049,0,0,2017-08-01 06:00:09,"li24_61",6,1,2017,0.152231,0.0439453,0.0982647,0.0946943543252595,3594
"3023",1501570818,0.0878906,503436857,0,0,2017-08-01 07:00:18,"li24_61",7,1,2017,0.270897,0,0.0982647,0.0953950813163482,2994
"3070",1501574847,0.116268,814052102,0,0,2017-08-01 08:07:27,"li24_61",8,1,2017,0.541794,0.0439453,0.0982647,0.0983883065384615,3160
"3491",1501578017,0.0878906,259265252,0,0,2017-08-01 09:00:17,"li24_61",9,1,2017,0.365037,0.0439453,0.0878906,0.0923900296819788,3589
