"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"19",1442813099,0.2915,875569351,0,0,2015-09-21 05:24:59,"li28_31",0.2915,0.0439453,0.0621481,0.0825279425531915,900,0.15,15,"sept_2015"
"160",1442814004,0.164428,705558168,0,0,2015-09-21 05:40:04,"li28_31",0.383106,0.0439453,0.0621481,0.0876892828125,900,0.15,15,"sept_2015"
"288",1442814914,0.281387,543492376,0,0,2015-09-21 05:55:14,"li28_31",0.504893,0.0439453,0.343224,0.307723036046512,900,0.15,15,"sept_2015"
"460",1442815819,0.288169,382510997,0,0,2015-09-21 06:10:19,"li28_31",0.491324,0.0621481,0.340399,0.330169936416185,900,0.15,15,"sept_2015"
"636",1442816739,0.240698,208988847,0,0,2015-09-21 06:25:39,"li28_31",0.348805,0.107644,0.158447,0.16138818125,900,0.15,15,"sept_2015"
"797",1442817649,0.175781,44354617,0,0,2015-09-21 06:40:49,"li28_31",0.2915,0.0982647,0.164428,0.163904195930233,894,0.15,15,"sept_2015"
"969",1442818553,0.152231,873726840,0,0,2015-09-21 06:55:53,"li28_31",0.307617,0.107644,0.170199,0.174238928994083,900,0.15,15,"sept_2015"
"1138",1442819458,0.191553,710033209,0,0,2015-09-21 07:10:58,"li28_31",0.219727,0.0982647,0.164428,0.16413279695122,900,0.15,15,"sept_2015"
"1302",1442820363,0.175781,613623702,0,0,2015-09-21 07:26:03,"li28_31",0.270897,0.0982647,0.158447,0.163107600584795,900,0.15,15,"sept_2015"
"1475",1442821278,0.219727,375940659,0,0,2015-09-21 07:41:18,"li28_31",0.259984,0.124296,0.164428,0.168292824242424,900,0.15,15,"sept_2015"
"1640",1442822183,0.186444,212389964,0,0,2015-09-21 07:56:23,"li28_31",0.219727,0.116268,0.170199,0.168211755952381,900,0.15,15,"sept_2015"
"1808",1442823088,0.158447,60294843,0,0,2015-09-21 08:11:28,"li28_31",0.388114,0,0.164428,0.164007517647059,899,0.15,15,"sept_2015"
"1979",1442823997,0.181191,961024370,0,0,2015-09-21 08:26:37,"li28_31",0.259984,0.107644,0.170199,0.169355987951807,900,0.15,15,"sept_2015"
"2145",1442824902,0.164428,805660172,0,0,2015-09-21 08:41:42,"li28_31",0.281387,0.0439453,0.164428,0.16653950877193,895,0.15,15,"sept_2015"
"2316",1442825807,0.152231,642039060,0,0,2015-09-21 08:56:47,"li28_31",4.98155,0.0982647,0.164428,0.196471311445783,900,0.15,15,"sept_2015"
"2482",1442826712,0.170199,469935088,0,0,2015-09-21 09:11:52,"li28_31",0.215287,0.107644,0.164428,0.161976604790419,900,0.15,15,"sept_2015"
"2649",1442827617,0.152231,308377963,0,0,2015-09-21 09:26:57,"li28_31",0.228347,0.107644,0.158447,0.161699310559006,900,0.15,15,"sept_2015"
"2811",1442828527,0.158447,142377168,0,0,2015-09-21 09:42:07,"li28_31",0.215287,0.116268,0.164428,0.164644011627907,899,0.15,15,"sept_2015"
"2983",1442829436,0.170199,971741353,0,0,2015-09-21 09:57:16,"li28_31",0.319927,0.107644,0.164428,0.166702952095808,895,0.15,15,"sept_2015"
"3150",1442830341,0.158447,811850471,0,0,2015-09-21 10:12:21,"li28_31",0.219727,0.116268,0.164428,0.164042887573964,900,0.15,15,"sept_2015"
"3319",1442831246,0.170199,664424504,0,0,2015-09-21 10:27:26,"li28_31",0.224078,0.116268,0.164428,0.167377029585799,900,0.15,15,"sept_2015"
"3489",1442832156,0.170199,479483428,0,0,2015-09-21 10:42:36,"li28_31",0.274438,0.107644,0.164428,0.164715598837209,900,0.15,15,"sept_2015"
"3661",1442833061,0.152231,314020634,0,0,2015-09-21 10:57:41,"li28_31",0.244677,0.0982647,0.158447,0.16085202,900,0.15,15,"sept_2015"
"3831",1442833966,0.152231,144620918,0,0,2015-09-21 11:12:46,"li28_31",0.215287,0.107644,0.164428,0.161983240506329,899,0.15,15,"sept_2015"
"3989",1442834870,0.191553,977201445,0,0,2015-09-21 11:27:50,"li28_31",0.219727,0.116268,0.1614375,0.161635767857143,900,0.15,15,"sept_2015"
"4159",1442835790,0.210754,811096745,0,0,2015-09-21 11:43:10,"li28_31",0.232537,0.0982647,0.164428,0.167148649714286,900,0.15,15,"sept_2015"
"4334",1442836695,0.158447,639394952,0,0,2015-09-21 11:58:15,"li28_31",0.210754,0.0982647,0.164428,0.16305102327044,900,0.15,15,"sept_2015"
"4493",1442837600,0.158447,471755144,0,0,2015-09-21 12:13:20,"li28_31",0.232537,0.107644,0.170199,0.168784431952663,900,0.15,15,"sept_2015"
"4662",1442838505,0.170199,310985062,0,0,2015-09-21 12:28:25,"li28_31",0.224078,0.116268,0.170199,0.16820506547619,900,0.15,15,"sept_2015"
"4832",1442839420,0.191553,137684525,0,0,2015-09-21 12:43:40,"li28_31",0.244677,0.116268,0.170199,0.170293414201183,899,0.15,15,"sept_2015"
"5003",1442840334,0.170199,968714473,0,0,2015-09-21 12:58:54,"li28_31",0.232537,0.0982647,0.170199,0.168861162941176,900,0.15,15,"sept_2015"
"5173",1442841239,0.170199,801656302,0,0,2015-09-21 13:13:59,"li28_31",0.228347,0.124296,0.170199,0.169175993902439,900,0.15,15,"sept_2015"
"5337",1442842144,0.170199,631143471,0,0,2015-09-21 13:29:04,"li28_31",0.240698,0,0.164428,0.16372143902439,900,0.15,15,"sept_2015"
"5501",1442843049,0.181191,467466247,0,0,2015-09-21 13:44:09,"li28_31",0.228347,0.116268,0.164428,0.165775119047619,900,0.15,15,"sept_2015"
"5669",1442843954,0.152231,295180370,0,0,2015-09-21 13:59:14,"li28_31",0.219727,0.116268,0.170199,0.169861202380952,900,0.15,15,"sept_2015"
"5837",1442844864,0.191553,132101650,0,0,2015-09-21 14:14:24,"li28_31",0.215287,0.107644,0.170199,0.167971757575758,899,0.15,15,"sept_2015"
"6002",1442845768,0.175781,972261894,0,0,2015-09-21 14:29:28,"li28_31",0.232537,0.107644,0.175781,0.175441452380952,900,0.15,15,"sept_2015"
"6170",1442846673,0.191553,800613230,0,0,2015-09-21 14:44:33,"li28_31",0.215287,0.0982647,0.170199,0.171888729239766,900,0.15,15,"sept_2015"
"6341",1442847578,0.152231,633437645,0,0,2015-09-21 14:59:38,"li28_31",0.288169,0.0982647,0.164428,0.167422098235294,900,0.15,15,"sept_2015"
"6511",1442848483,0.196529,468332211,0,0,2015-09-21 15:14:43,"li28_31",0.232537,0,0.170199,0.168267657058824,900,0.15,15,"sept_2015"
"6682",1442849393,0.152231,300827905,0,0,2015-09-21 15:29:53,"li28_31",0.343224,0.107644,0.164428,0.174264092485549,900,0.15,15,"sept_2015"
"6855",1442850298,0.228347,138984976,0,0,2015-09-21 15:44:58,"li28_31",0.621481,0,0.17299,0.246103875,35,0.15,15,"sept_2015"
"6863",1442863430,0.244677,801875315,0,0,2015-09-21 19:23:50,"li28_31",0.244677,0.0878906,0.175781,0.17649277005988,900,0.15,15,"sept_2015"
"7030",1442864340,0.164428,683386239,0,0,2015-09-21 19:39:00,"li28_31",0.224078,0.116268,0.170199,0.170993919254658,900,0.15,15,"sept_2015"
"7191",1442865245,0.201383,493196507,0,0,2015-09-21 19:54:05,"li28_31",0.228347,0,0.170199,0.170506604790419,900,0.15,15,"sept_2015"
"7359",1442866160,0.164428,329880098,0,0,2015-09-21 20:09:20,"li28_31",0.224078,0.124296,0.170199,0.172432078313253,900,0.15,15,"sept_2015"
"7525",1442867066,0.175781,77748323,0,0,2015-09-21 20:24:26,"li28_31",0.232537,0.107644,0.175781,0.173796122699386,899,0.15,15,"sept_2015"
"7688",1442867970,0.164428,15254386,0,0,2015-09-21 20:39:30,"li28_31",0.232537,0.116268,0.170199,0.170002139393939,899,0.15,15,"sept_2015"
"7854",1442868879,0.175781,854882115,0,0,2015-09-21 20:54:39,"li28_31",0.252447,0.107644,0.164428,0.168682055555556,895,0.15,15,"sept_2015"
"8016",1442869784,0.164428,719448545,0,0,2015-09-21 21:09:44,"li28_31",0.244677,0.107644,0.164428,0.170481,900,0.15,15,"sept_2015"
"8183",1442870689,0.219727,555469559,0,0,2015-09-21 21:24:49,"li28_31",0.219727,0.116268,0.170199,0.167304771084337,900,0.15,15,"sept_2015"
"8349",1442871594,0.181191,409378376,0,0,2015-09-21 21:39:54,"li28_31",0.232537,0.116268,0.170199,0.166561,900,0.15,15,"sept_2015"
"8517",1442872499,0.170199,267965166,0,0,2015-09-21 21:54:59,"li28_31",0.210754,0.116268,0.170199,0.166797133333333,900,0.15,15,"sept_2015"
"8682",1442873409,0.175781,107596395,0,0,2015-09-21 22:10:09,"li28_31",0.215287,0.116268,0.158447,0.162364450292398,899,0.15,15,"sept_2015"
"8853",1442874313,0.170199,961078156,0,0,2015-09-21 22:25:13,"li28_31",0.215287,0.107644,0.164428,0.166618396341463,900,0.15,15,"sept_2015"
"9017",1442875218,0.170199,813128562,0,0,2015-09-21 22:40:18,"li28_31",0.219727,0.116268,0.164428,0.1652071125,900,0.15,15,"sept_2015"
"9177",1442876123,0.152231,661535651,0,0,2015-09-21 22:55:23,"li28_31",0.219727,0.0982647,0.164428,0.167562222424242,895,0.15,15,"sept_2015"
"9342",1442877028,0.181191,501437537,0,0,2015-09-21 23:10:28,"li28_31",0.224078,0.116268,0.1673135,0.165547656626506,900,0.15,15,"sept_2015"
"9508",1442877933,0.191553,346423293,0,0,2015-09-21 23:25:33,"li28_31",0.236653,0.116268,0.164428,0.165567347560976,895,0.15,15,"sept_2015"
"9672",1442878838,0.164428,188403678,0,0,2015-09-21 23:40:38,"li28_31",0.240698,0.107644,0.164428,0.164397520958084,900,0.15,15,"sept_2015"
"9839",1442879743,0.152231,33493874,0,0,2015-09-21 23:55:43,"li28_31",0.219727,0.107644,0.164428,0.162664124223602,899,0.15,15,"sept_2015"
