"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"1",1420490841,2.23733,624162420,0,0,2015-01-05 20:47:21,"li28_31",2.23733,0.175781,0.302868,0.31734795505618,900,0.15,15,"jan_2015"
"179",1420491746,0.322931,497110259,0,0,2015-01-05 21:02:26,"li28_31",0.448156,0.152231,0.259984,0.263155471590909,900,0.15,15,"jan_2015"
"355",1420492651,0.181191,286918291,0,0,2015-01-05 21:17:31,"li28_31",0.450305,0.14575,0.240698,0.241532882022472,900,0.15,15,"jan_2015"
"533",1420493556,0.224078,121312379,0,0,2015-01-05 21:32:36,"li28_31",0.346026,0.0982647,0.191553,0.197809538505747,899,0.15,15,"jan_2015"
"707",1420494460,0.224078,953302274,0,0,2015-01-05 21:47:40,"li28_31",0.388114,0.107644,0.181191,0.189311057142857,900,0.15,15,"jan_2015"
"882",1420495365,0.206122,779578748,0,0,2015-01-05 22:02:45,"li28_31",1.47266,0.107644,0.191553,0.234626563953488,900,0.15,15,"jan_2015"
"1054",1420496270,0.510598,627723959,0,0,2015-01-05 22:17:50,"li28_31",0.510598,0.131836,0.2262125,0.233805331395349,900,0.15,15,"jan_2015"
"1226",1420497175,0.196529,456843995,0,0,2015-01-05 22:32:55,"li28_31",0.548877,0.14575,0.248592,0.30739908045977,900,0.15,15,"jan_2015"
"1400",1420498080,0.423793,289499075,0,0,2015-01-05 22:48:00,"li28_31",0.712673,0.334678,0.471261,0.469096728813559,895,0.15,15,"jan_2015"
"1577",1420498985,0.441645,123593465,0,0,2015-01-05 23:03:05,"li28_31",0.596103,0.267309,0.439453,0.436408397727273,899,0.15,15,"jan_2015"
"1753",1420499890,0.435036,112716144,0,0,2015-01-05 23:18:10,"li28_31",0.613663,0.31074,0.4492305,0.449382421348315,900,0.15,15,"jan_2015"
"1931",1420500794,0.489354,831850440,0,0,2015-01-05 23:33:14,"li28_31",0.829158,0.322931,0.487377,0.483006497237569,900,0.15,15,"jan_2015"
"2112",1420501699,0.487377,616371593,0,0,2015-01-05 23:48:19,"li28_31",0.607336,0.170199,0.452445,0.447137233333333,900,0.15,15,"jan_2015"
"2292",1420502604,0.432811,452642781,0,0,2015-01-06 00:03:24,"li28_31",0.767472,0.201383,0.43725,0.435547454545455,900,0.15,15,"jan_2015"
"2468",1420503509,0.534618,281775068,0,0,2015-01-06 00:18:29,"li28_31",0.561056,0.316894,0.448156,0.443166779005525,900,0.15,15,"jan_2015"
"2649",1420504414,0.421509,218946544,0,0,2015-01-06 00:33:34,"li28_31",1.82783,0.152231,0.436143,0.443770172619048,899,0.15,15,"jan_2015"
"2817",1420505318,0.378032,948259773,0,0,2015-01-06 00:48:38,"li28_31",0.680798,0.267309,0.439453,0.445719731843575,900,0.15,15,"jan_2015"
"2996",1420506223,0.473305,782453014,0,0,2015-01-06 01:03:43,"li28_31",0.597721,0.298052,0.444911,0.448713966666667,900,0.15,15,"jan_2015"
"3176",1420507128,0.348805,695023052,0,0,2015-01-06 01:18:48,"li28_31",1.20269,0.14575,0.267309,0.283895631284916,900,0.15,15,"jan_2015"
"3355",1420508033,0.210754,445859535,0,0,2015-01-06 01:33:53,"li28_31",0.552384,0.164428,0.2581135,0.265323178571429,275,0.15,15,"jan_2015"
"3411",1420509093,0.228347,246004866,0,0,2015-01-06 01:51:33,"li28_31",0.414579,0.175781,0.281387,0.281885965317919,900,0.15,15,"jan_2015"
"3584",1420509998,0.319927,76275046,0,0,2015-01-06 02:06:38,"li28_31",0.508704,0.196529,0.325907,0.332382213483146,899,0.15,15,"jan_2015"
"3762",1420510902,0.307617,903361460,0,0,2015-01-06 02:21:42,"li28_31",0.460902,0.210754,0.313832,0.316687482954545,900,0.15,15,"jan_2015"
"3938",1420511807,0.334678,738773770,0,0,2015-01-06 02:36:47,"li28_31",0.538218,0.248592,0.359708,0.361470831460674,900,0.15,15,"jan_2015"
"4116",1420512712,0.435036,570002648,0,0,2015-01-06 02:51:52,"li28_31",0.557603,0.252447,0.375469,0.380149865921788,900,0.15,15,"jan_2015"
"4295",1420513618,0.274438,230425804,0,0,2015-01-06 03:06:58,"li28_31",0.557603,0.228347,0.393059,0.393134327683616,899,0.15,15,"jan_2015"
"4472",1420514522,0.397942,299209934,0,0,2015-01-06 03:22:02,"li28_31",0.687853,0.281387,0.421509,0.434569320224719,900,0.15,15,"jan_2015"
"4650",1420515427,0.572977,63925135,0,0,2015-01-06 03:37:07,"li28_31",0.75734,0.357013,0.561056,0.565435011049724,899,0.15,15,"jan_2015"
