pjtn_yesterday_pjtn_max_value,pjtn_yesterday_pjtn_min_value,pjtn_yesterday_pjtn_median_value,pjtn_yesterday_pjtn_average_value,pjtn_yesterday_pjtn_event_count,pjtn_yesterday_pjtn_event_max_value,pjtn_yesterday_pjtn_event_median_value,pjtn_yesterday_pjtn_event_average_value,sigma_yesterday_sigma_max_value,sigma_yesterday_sigma_min_value,sigma_yesterday_sigma_median_value,sigma_yesterday_sigma_average_value,sigma_yesterday_sigma_event_count,sigma_yesterday_sigma_event_max_value,sigma_yesterday_sigma_event_median_value,sigma_yesterday_sigma_event_average_value,thy_resv_yesterday_thy_resv_median_value,thy_resv_yesterday_thy_resv_average_value,thy_resv_yesterday_thy_resv_high_var,swrd_yesterday_swrd_trip_count,temp_yesterday_temp_max_value,temp_yesterday_temp_min_value,temp_yesterday_temp_median_value,temp_yesterday_temp_average_value,dqi_yesterday_dqi_max_value,dqi_yesterday_dqi_min_value,dqi_yesterday_dqi_median_value,dqi_yesterday_dqi_average_value,hvv_yesterday_hvv_max_value,hvv_yesterday_hvv_min_value,hvv_yesterday_hvv_median_value,hvv_yesterday_hvv_average_value,wndw_yesterday_wndw_max_value,wndw_yesterday_wndw_min_value,wndw_yesterday_wndw_median_value,wndw_yesterday_wndw_average_value,jitter_event_60m_15v_count,jitter_60m_15v,no_jitter_60m_count,no_jitter_60m_15v,jitter_event_60m_20v_count,jitter_60m_20v,jitter_event_120m_15v_count,jitter_120m_15v,jitter_event_120m_20v_count,jitter_120m_20v,jitter_event_180m_15v_count,jitter_180m_15v,jitter_event_180m_20v_count,jitter_180m_20v,timestamp
1.40625,1.40625,1.40625,1.40625,1,1.40625,1.40625,1.40625,536.139,536.139,536.139,536.139,1,536.139,536.139,536.139,0,0,0,1,"(85,90]","(55,60]","(65,70]","(65,70]",0,0,0,0,0,0,0,0,95.8825,91.2082,93.5816,93.69323613,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6/24/15
1.40625,1.40625,1.40625,1.40625,1,1.40625,1.40625,1.40625,1.04028,1.04028,1.04028,1.04028,1,1.04028,1.04028,1.04028,10,9,1,0,"(85,90]","(55,60]","(65,70]","(65,70]",0.5,0,0,0.136363636,0.005,0,0,0.000856481,97.2342,-226352,93.8813,68.06400405,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6/30/15
2.600306808,0,0.374354615,0.234675889,87.03846154,2.600306808,0.474592615,0.543300839,1.04028,1.04028,1.04028,1.04028,1,1.04028,1.04028,1.04028,10,9,1,0,"(90,95]","(60,65]","(70,75]","(70,75]",0.5,0,0,0.136363636,0.005,0,0,0.000856481,97.2342,-226352,93.8813,68.06400405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/30/15
3.83635,0,0.343224,0.119262551,2,3.83635,3.506755,3.506755,1.48798168,0.102962052,0.24239872,0.330675999,23.52,1.48798168,0.24239872,0.528140659,6,6,1,8,"(85,90]","(60,65]","(70,75]","(70,75]",94,0,19,20.44908031,0.435,0,0.0075,0.008466667,98.3555,92.368,93.66665,94.5805813,1,1,8,1,1,1,1,1,1,1,0,0,0,0,7/6/15
10.2948,0,0.340399,0.164346478,26,10.2948,0.3767505,1.081130846,0.344338,0.0739154,0.265002,0.186311083,3,0.344338,0.265002,0.263051,5,5,1,5,"(85,90]","(55,60]","(65,70]","(70,75]",37,0,21,21.12845771,25.0375,0,21.9075,16.38233426,107.361,92.9685,95.99775,97.87008024,8,1,13,1,7,1,6,1,3,1,4,1,3,1,7/7/15
3.99032,0.0878906,0.473305,0.262453212,82,3.99032,0.402765,0.487295134,0.561556,0.0554803,0.20501,0.175235016,44,0.561556,0.20501,0.239464386,6,6,0,1,"(85,90]","(55,60]","(60,65]","(65,70]",29,0,16.5,14.89466821,23.145,6.23,21.875,21.90863886,106.729,-217847,105.202,23.51584626,21,1,0,0,21,1,10,1,10,1,7,1,7,1,7/8/15
2.62791,0,0.460902,0.247343702,82,2.62791,0.375469,0.477419134,0.572709,0.0583189,0.195695,0.203368608,35,0.572709,0.195695,0.2685272,6,6,0,1,"(80,85]","(55,60]","(60,65]","(65,70]",24.5,0,17,15.79002687,25.365,0.015,21.9175,22.01259146,105.853,93.1305,104.654,103.3490345,21,1,1,1,21,1,11,1,11,1,7,1,7,1,7/9/15
2.04759,0.107644,0.42945,0.255880995,96,2.04759,0.381842,0.462174823,0.593397,0.0534269,0.212775,0.207568793,43,0.593397,0.212775,0.27760886,5,6,0,0,"(80,85]","(60,65]","(65,70]","(65,70]",24,0.5,16.5,14.95495035,22.1175,13.585,21.905,21.87996554,107.402,104.255,105.781,105.740037,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/10/15
1.00403,0,0.619925,0.27042903,95,1.00403,0.567899,0.557028505,0.732603,0.0597136,0.198922,0.184831959,79,0.732603,0.198922,0.238657835,5,6,0,0,"(80,85]","(55,60]","(65,70]","(65,70]",22.5,0,11,10.5732907,24.0175,21.5475,21.805,21.83007196,107.902,97.0542,105.965,105.9533808,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/11/15
2.75562,0.116268,0.359708,0.24739538,96,2.75562,0.343224,0.434422323,0.440128,0.0534269,0.27792,0.20562593,15,0.440128,0.27792,0.284906067,6,6,1,0,"(85,90]","(55,60]","(65,70]","(70,75]",24,0,13,12.25483167,22.1225,5.2875,21.865,21.86266301,107.975,105.299,106.366,106.4707046,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/12/15
0.754786,0,0.334678,0.233789576,95,0.754786,0.322931,0.343895632,1.48798168,0.102962052,0.24239872,0.330675999,23.52,1.48798168,0.24239872,0.528140659,6,6,0,1,"(90,95]","(55,60]","(70,75]","(70,75]",22,0,11.5,11.6914185,23.9725,0.3925,21.8425,21.8452717,108.558,102.129,106.4365,106.4719334,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/13/15
1.41105,0,0.344625,0.239565461,73,1.41105,0.325907,0.352844301,0.361052,0.214636,0.361052,0.287844,1,0.361052,0.361052,0.361052,6,6,0,9,"(85,90]","(50,55]","(70,75]","(70,75]",32,0,11.5,11.41574733,22.045,0.0025,21.805,21.31827047,108.467,93.5357,105.717,103.1671122,19,1,0,0,19,1,10,1,10,1,7,1,7,1,7/14/15
0.805531,0,0.367673,0.263455904,95,0.805531,0.359708,0.379167126,0.183796,0.0595834,0.176063,0.098601992,3,0.183796,0.176063,0.167635333,6,6,0,0,"(90,95]","(55,60]","(65,70]","(65,70]",31,6.5,19.5,19.28951972,22.2,21.565,21.84,21.83543312,108.571,103.869,105.129,105.727897,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/15/15
0.672234,0,0.357013,0.252972977,95,0.672234,0.346026,0.354590358,0.21586,0.0505594,0.21586,0.098064625,1,0.21586,0.21586,0.21586,6,6,0,2,"(85,90]","(60,65]","(65,70]","(70,75]",31.5,0,20,20.45886408,24.6875,0.3425,21.8725,21.82728792,108.547,99.0488,105.929,106.3992365,23,1,0,0,23,1,12,1,12,1,8,1,8,1,7/16/15
2.00566,0.0439453,0.348805,0.235937569,92,2.00566,0.340399,0.372604446,0.489599,0.0657539,0.489599,0.27767645,1,0.489599,0.489599,0.489599,6,6,1,1,"(85,90]","(60,65]","(65,70]","(70,75]",27.5,0,22.5,21.47780292,22.0825,0,21.925,21.81989956,108.552,95.1963,105.911,106.0470125,23,1,0,0,17,1,11,1,8,1,8,1,6,1,7/17/15
0.680798,0.107644,0.3702805,0.242666336,96,0.680798,0.3474155,0.37030024,0.235803,0.0594007,0.233781,0.14092725,3,0.235803,0.233781,0.220509667,6,6,0,1,"(85,90]","(55,60]","(65,70]","(70,75]",19.5,0,14,12.17240338,23.95,3.33,21.8525,21.82513505,108.424,101.28,106.0995,106.3743266,24,1,0,0,23,1,12,1,12,1,8,1,8,1,7/18/15
0.724765,0.124296,0.388114,0.251151097,95,0.724765,0.357013,0.384615168,0.28657,0.0483294,0.186269,0.13645205,8,0.28657,0.186269,0.18200425,6,6,0,2,"(95,100]","(60,65]","(70,75]","(70,75]",23,0,12,11.26401425,25.0875,20.9375,21.8525,21.82779579,109.063,102.858,105.845,106.1711376,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/19/15
1.66703,0,0.421509,0.251776607,95,1.66703,0.372888,0.417634305,0.214402,0.0578912,0.134535,0.122730894,8,0.214402,0.134535,0.146587625,6,6,0,6,"(95,100]","(65,70]","(75,80]","(75,80]",29,0,14,12.14453898,24.98,0.36,21.8575,21.77664765,109.485,99.0395,107.176,107.3376301,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/20/15
9.70217,0,0.365037,0.258731539,96,9.70217,0.35293,0.469131406,27.1173,0.0646103,0.1390995,3.477206363,4,27.1173,0.1390995,6.8796915,6,6,0,1,"(90,95]","(60,65]","(70,75]","(70,75]",22,0,16,16.32732786,21.9575,0.3825,21.86,21.79354453,108.922,95.4988,106.378,106.6718969,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/21/15
0.732715,0.107644,0.346026,0.241511936,95,0.732715,0.334678,0.341922674,0.189422,0.0630532,0.1546285,0.117710013,4,0.189422,0.1546285,0.157652,6,6,0,0,"(85,90]","(55,60]","(70,75]","(70,75]",25.5,0,16,15.99895084,22.0325,21.58,21.8575,21.85611211,108.204,104.534,105.721,105.9288653,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/22/15
10.5416,0,0.3637095,0.250191164,94,10.5416,0.35293,0.547205628,0.241724,0.0498168,0.204116,0.132021,3,0.241724,0.204116,0.204332,6,6,0,0,"(85,90]","(55,60]","(60,65]","(65,70]",16.5,0.5,14.5,13.40776699,21.905,21.6625,21.85,21.83347982,107.943,93.1524,104.283,104.488005,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/23/15
0.616802,0,0.328857,0.233041779,95,0.616802,0.316894,0.334247621,0.347718,0.0495667,0.167694,0.160864706,9,0.347718,0.167694,0.221761889,6,6,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",18,0,15.5,14.46738808,21.905,1.4675,21.85,21.83839329,108.653,103.829,105.719,105.9204509,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/24/15
0.592855,0.116268,0.334678,0.224374899,96,0.592855,0.313832,0.335512021,0.339986,0.0624344,0.176272,0.142900921,17,0.339986,0.176272,0.198000706,6,6,0,0,"(85,90]","(50,55]","(70,75]","(65,70]",17,1,14.5,13.35843246,21.925,21.675,21.85,21.83427074,108.552,104.183,106.1945,106.2240323,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/25/15
0.667911,0,0.346026,0.229906657,95,0.667911,0.322931,0.343176526,0.378753,0.0581322,0.170486,0.140074937,27,0.378753,0.170486,0.190104074,6,6,0,0,"(90,95]","(50,55]","(65,70]","(65,70]",15.5,0,14,13.2007371,21.87,13.835,21.8525,21.8418779,108.589,104.1,105.979,106.0281619,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/26/15
4.27062,0,0.351562,0.225924064,96,4.27062,0.333229,0.38753251,0.487275,0.0536879,0.172316,0.139636123,53,0.487275,0.172316,0.184744208,6,6,0,0,"(95,100]","(50,55]","(70,75]","(70,75]",17,0,14,12.9301163,21.935,7.3925,21.8525,21.83444815,109.552,104.128,106.041,106.5288358,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/27/15
0.638343,0.0878906,0.348805,0.230783034,95,0.638343,0.33755,0.351502411,0.410357,0.0581054,0.184738,0.155819877,53,0.410357,0.184738,0.208844132,6,6,0,0,"(100,105]","(55,60]","(75,80]","(75,80]",19.5,1,14.5,13.69655571,21.9725,21.5825,21.8525,21.83957934,110.179,104.32,107.172,107.2939839,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/28/15
3.25255,0.107644,0.334678,0.226942595,95,3.25255,0.316894,0.373944958,0.418303,0.0619036,0.1595695,0.144340889,52,0.418303,0.1595695,0.187070269,6,6,0,0,"(85,90]","(60,65]","(65,70]","(70,75]",19.5,0.5,14.5,14.74138525,21.9725,21.6225,21.855,21.84624939,109.958,105.049,107.5525,107.5257358,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/29/15
0.653294,0,0.313832,0.215863976,96,0.653294,0.307617,0.322270125,0.364908,0.0466285,0.1629495,0.139818981,56,0.364908,0.1629495,0.180083089,6,6,0,0,"(85,90]","(60,65]","(65,70]","(70,75]",19,0,14,13.62831255,21.94,3.17,21.855,21.84533935,109.059,105.38,106.5775,106.9468057,24,1,0,0,24,1,12,1,12,1,8,1,8,1,7/30/15
0.660643,0,0.340399,0.225874606,95,0.660643,0.322931,0.337498589,0.631703,0.0553963,0.175336,0.150987518,65,0.631703,0.175336,0.195489385,6,6,0,1,"(85,90]","(60,65]","(65,70]","(70,75]",19,0,13.5,13.03425064,22.045,0.375,21.855,21.76297194,108.371,97.5916,106.459,106.6166529,24,1,0,0,23,1,12,1,12,1,8,1,8,1,7/31/15
2.049407545,0,0.331409318,0.223121461,79.90909091,2.049407545,0.314406909,0.34904045,0.631703,0.0553963,0.175336,0.146709631,65,0.631703,0.175336,0.195489385,6,6,0,1,"(85,90]","(60,65]","(65,70]","(70,75]",19,0,13.5,13.03425064,22.045,0.375,21.855,21.76297194,108.371,97.5916,106.459,106.6166529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/31/15
2.73098,0,0.402765,0.226885909,72,2.73098,0.378032,0.418785458,0.555071,0.053572,0.251558,0.191291104,45,0.555071,0.251558,0.255724778,6,6,0,1,"(85,90]","(60,65]","(70,75]","(70,75]",19,0,12.5,12.28110122,21.9075,0,21.8025,21.33132011,108.364,92.5212,105.9645,103.1337086,18,1,0,0,18,1,10,1,10,1,7,1,7,1,8/1/15
3.498,0.107644,0.325907,0.222910522,95,3.498,0.316894,0.3600868,0.252188,0.0508351,0.158779,0.131351313,64,0.252188,0.158779,0.168541469,6,6,0,0,"(85,90]","(55,60]","(65,70]","(70,75]",17,8,16,16.04092769,21.895,21.74,21.855,21.85455503,108.254,105.176,106.383,106.5159968,24,1,0,0,24,1,12,1,12,1,8,1,8,1,8/2/15
10.5185,0,0.328857,0.222643986,94,10.5185,0.31074,0.446666543,0.385008,0.051533,0.155568,0.137165848,41,0.385008,0.155568,0.177923512,6,6,1,5,"(80,85]","(55,60]","(65,70]","(65,70]",34.5,0,16,14.85514421,21.965,0,21.8125,21.6189949,107.533,97.2416,105.98,105.9136299,24,1,0,0,24,1,12,1,12,1,8,1,8,1,8/3/15
0.665013,0.0982647,0.313832,0.220263602,95,0.665013,0.307617,0.326924737,0.194868,0.0594007,0.167786,0.121352882,11,0.194868,0.167786,0.164701182,6,6,0,0,"(85,90]","(55,60]","(70,75]","(65,70]",19.5,2,16,16.08105711,21.8625,21.5975,21.805,21.80374626,107.568,104.522,105.911,105.9303711,24,1,0,0,23,1,12,1,11,1,8,1,8,1,8/4/15
0.679378,0,0.322931,0.226323365,96,0.679378,0.313832,0.332298198,0.389819,0.0638122,0.19182,0.157606215,10,0.389819,0.19182,0.2207424,6,6,0,0,"(85,90]","(55,60]","(65,70]","(65,70]",18.5,3,15.5,15.15364286,21.8625,6.92,21.8025,21.79878526,108.576,104.187,105.9535,106.2558377,24,1,0,0,24,1,12,1,12,1,8,1,8,1,8/5/15
0.57801,0.107644,0.3184105,0.222396925,70,0.57801,0.307617,0.3205775,0.200539,0.0682571,0.1776685,0.128449881,8,0.200539,0.1776685,0.173151375,6,6,1,2,"(85,90]","(55,60]","(65,70]","(70,75]",16.5,0,15.5,15.46902287,21.8275,0,21.805,21.59595621,108.574,94.294,105.523,103.1594318,18,1,0,0,18,1,9,1,9,1,6,1,6,1,8/6/15
0.506802,0.0439453,0.357013,0.200417259,7,0.506802,0.288169,0.323784,0.129688,0.056808,0.129688,0.093248,1,0.129688,0.129688,0.129688,6,3,1,0,"(85,90]","(60,65]","(65,70]","(70,75]",34,0,14.5,12.67222222,21.8625,0,21.855,19.52282805,107.637,91.8064,93.68055,94.84053207,2,1,0,0,1,1,1,1,1,1,1,1,1,1,8/7/15
1.47659,0,0.304462,0.216933955,96,1.47659,0.2915,0.326106656,0.149034,0.0974269,0.132261,0.124661041,11,0.149034,0.132261,0.133589364,6,6,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",25,0,14.5,13.87285117,21.915,1.2525,21.8525,21.82256999,107.773,103.725,105.691,105.8552759,24,1,0,0,19,1,12,1,11,1,8,1,7,1,8/8/15
0.638343,0.0621481,0.325907,0.232559264,95,0.638343,0.316894,0.331301337,0.140215,0.0880313,0.126938,0.116912444,9,0.140215,0.126938,0.129493778,6,6,0,0,"(85,90]","(55,60]","(70,75]","(70,75]",23.5,0,21,20.4148304,21.865,2.48,21.805,21.79149549,108.544,103.795,105.632,105.8771171,24,1,0,0,24,1,12,1,12,1,8,1,8,1,8/9/15
0.660643,0.0761155,0.334678,0.239906217,96,0.660643,0.325907,0.342695719,0.140016,0.0902784,0.125189,0.120946745,21,0.140016,0.125189,0.127292286,6,6,0,0,"(95,100]","(60,65]","(75,80]","(80,85]",24,3.5,20.5,20.43653516,21.905,5.195,21.8075,21.80399325,108.334,104.165,106.095,106.243626,24,1,0,0,24,1,12,1,12,1,8,1,8,1,8/10/15
0.591224,0,0.31074,0.223095062,63,0.591224,0.301274,0.310218,0.131685,0.100193,0.1301865,0.1199975,2,0.131685,0.1301865,0.1301865,6,6,1,1,"(95,100]","(55,60]","(70,75]","(70,75]",21,0,20.5,20.45383275,21.8425,0,21.8025,21.67229207,107.741,88.8905,104.805,100.7573012,16,1,0,0,16,1,8,1,8,1,5,1,5,1,8/11/15
4.98155,0,0.244677,0.170981849,59,4.98155,0.232537,0.338688678,0.138491,0.0661307,0.125303,0.095015588,7,0.138491,0.125303,0.128050286,6,6,0,1,"(85,90]","(45,50]","(60,65]","(60,65]",22,0,6.5,8.249735169,21.955,0.0075,21.8,20.36818661,109.125,95.0515,105.361,102.0748011,16,1,1,1,1,1,9,1,0,0,6,1,0,0,9/21/15
5.32537,0,0.343224,0.17245279,86,5.32537,0.301257,0.377871884,0.182064,0.0597915,0.12657,0.09182618,7,0.182064,0.12657,0.136667,6,6,0,1,"(90,95]","(55,60]","(70,75]","(70,75]",19,0,18,17.30535003,21.815,0.0075,21.8,21.58701569,108.909,94.6597,104.818,104.3778427,22,1,0,0,0,0,11,1,0,0,7,1,0,0,9/22/15
5.09121,0,0.343224,0.17799569,87,5.09121,0.288169,0.440968885,0.19738,0.0588754,0.172905,0.090398748,6,0.19738,0.172905,0.169629167,6,6,0,0,"(90,95]","(50,55]","(70,75]","(70,75]",26.5,0.5,18.5,18.45812574,21.825,0.005,21.795,21.56227591,107.778,93.497,104.3905,104.0686265,22,1,0,0,1,1,11,1,0,0,8,1,0,0,9/23/15
3.90471,0,0.344625,0.178545003,91,3.90471,0.313832,0.417138978,0.229935,0.0621602,0.151262,0.094712452,12,0.229935,0.151262,0.152990583,6,6,0,0,"(85,90]","(50,55]","(65,70]","(70,75]",23,0.5,18,17.95242435,24.5175,20.8675,21.7975,21.80412189,108.411,96.4881,105.204,105.1670828,23,1,0,0,0,0,12,1,1,1,8,1,1,1,9/24/15
7.33202,0,0.471261,0.240409559,95,7.33202,0.423793,0.495227242,0.172298,0.0546057,0.1334245,0.089543869,10,0.172298,0.1334245,0.1381613,6,6,0,1,"(85,90]","(50,55]","(65,70]","(65,70]",19,0,18,17.97937626,21.83,0.38,21.7975,21.76908978,108.279,99.3916,105.8,105.9368839,24,1,0,0,24,1,12,1,12,1,8,1,8,1,9/25/15
0.703125,0,0.441645,0.24934187,95,0.703125,0.383106,0.398331989,0.174038,0.0522512,0.153275,0.085997467,5,0.174038,0.153275,0.147213,6,6,0,1,"(80,85]","(50,55]","(60,65]","(60,65]",22,0,18,17.83076923,21.905,0.3825,21.8,21.66820845,107.923,95.0688,105.5975,105.6222534,24,1,0,0,24,1,12,1,12,1,8,1,8,1,9/26/15
2.1144,0,0.435036,0.265646183,96,2.1144,0.3881065,0.422300031,0.150166,0.0624344,0.126564,0.094228958,10,0.150166,0.126564,0.1297158,6,6,0,0,"(70,75]","(55,60]","(60,65]","(60,65]",20.5,5.5,18,17.78046854,21.875,7.5225,21.8,21.79431509,107.909,103.426,105.572,105.5150688,24,1,0,0,24,1,12,1,12,1,8,1,8,1,9/27/15
4.11235,0,0.402765,0.259246464,95,4.11235,0.365037,0.428200811,0.171957,0.0559542,0.1291585,0.086398178,14,0.171957,0.1291585,0.133851643,6,6,0,1,"(80,85]","(55,60]","(60,65]","(65,70]",25,0,18,17.84410859,25.035,0.3725,21.7975,21.75762705,106.829,96.9241,104.856,104.8922906,24,1,0,0,24,1,12,1,12,1,8,1,8,1,9/28/15
7.38543,0,0.423793,0.294216077,95,7.38543,0.407532,0.498862284,0.31114,0.0212768,0.13115,0.092717737,9,0.31114,0.13115,0.160768444,6,6,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",24.5,8.5,18,17.97005911,21.95,21.4,21.7975,21.79558961,106.486,103.715,104.816,104.9667631,24,1,0,0,24,1,12,1,12,1,8,1,8,1,9/29/15
0.479387,0,0.4157405,0.294224413,28,0.479387,0.4051485,0.408345714,0.144985,0.0642004,0.1373175,0.09342837,4,0.144985,0.1373175,0.136196,6,6,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",18.5,17.5,18,18.1462307,21.8025,21.7425,21.7975,21.79664563,105.932,104.32,104.926,105.0180857,7,1,0,0,7,1,3,1,3,1,2,1,2,1,9/30/15
5.09178,0,0.416902,0.286030923,65,5.09178,0.393059,0.486839415,0.14068,0.065919,0.1282465,0.099430988,4,0.14068,0.1282465,0.12933075,6,6,0,1,"(80,85]","(45,50]","(55,60]","(60,65]",21,0,18,17.67120181,21.805,0.4025,21.795,21.69026669,106.389,94.9652,104.217,104.1532051,17,1,0,0,17,1,9,1,9,1,6,1,6,1,10/1/15
2.9633,0,0.422651,0.283395074,79,2.9633,0.395508,0.441231013,0.180245,0.0627507,0.1344025,0.101397174,4,0.180245,0.1344025,0.14344225,6,6,0,1,"(85,90]","(50,55]","(65,70]","(65,70]",25.5,0,17.5,15.81382665,22.71,0.3825,21.795,21.45080348,107.299,95.4335,103.877,102.9199905,21,1,0,0,21,1,10,1,10,1,7,1,7,1,10/2/15
7.60063,0,0.4110695,0.287992214,95,0.63531,0.393059,0.4103678,2.019350533,0.067321213,0.151518367,0.139845336,80.36666667,2.019350533,0.151518367,0.196313,6,6,0,0,"(80,85]","(50,55]","(65,70]","(65,70]",20,5.5,17.5,12.64467648,21.855,21.745,21.7975,21.79777787,107.429,102.797,104.9265,104.9403038,23,1,0,0,23,1,12,1,12,1,8,1,8,1,10/3/15
7.60063,0.138967,0.4134115,0.294460246,96,7.60063,0.401563,0.494185292,0.349584,0.0253564,0.218579,0.133377145,22,0.349584,0.218579,0.210644364,6,6,0,0,"(85,90]","(55,60]","(60,65]","(65,70]",19,0.5,18,17.22043108,21.84,1.2175,21.795,21.78280655,107.533,103.245,104.256,104.852435,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/4/15
1.0827,0,0.443826,0.302207197,90,1.0827,0.416902,0.4493934,0.371956,0.0687106,0.154365,0.120406004,33,0.371956,0.154365,0.177840182,6,6,1,1,"(90,95]","(55,60]","(65,70]","(70,75]",24,0,17.5,15.67041667,21.945,0,21.7975,21.68768211,107.325,92.9541,105.278,104.8395458,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/5/15
0.753505,0,0.421509,0.296142632,90,0.753505,0.409895,0.415203889,0.253533,0.0674733,0.1374295,0.104615699,18,0.253533,0.1374295,0.153920278,6,6,0,1,"(90,95]","(50,55]","(70,75]","(70,75]",23.5,0,18,16.7061049,21.95,0.005,21.7975,21.53258068,107.266,93.6658,104.56,104.3161353,23,1,0,0,23,1,12,1,12,1,8,1,8,1,10/6/15
1.13495,0,0.432811,0.29180465,60,1.13495,0.423793,0.426637433,0.214571,0.02389,0.134276,0.106078273,24,0.214571,0.134276,0.1452905,6,6,0,3,"(80,85]","(50,55]","(60,65]","(65,70]",27,0,17.5,16.53556423,22.125,0.0025,21.7975,20.39755714,106.849,90.6574,104.38,100.7592995,15,1,1,1,14,1,8,1,8,1,5,1,4,1,10/7/15
8.48201,0,0.412244,0.285101185,95,8.48201,0.395508,0.517629158,0.321759,0.0704074,0.140698,0.121201502,68,0.321759,0.140698,0.171804544,6,6,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",19,0,18,16.48464349,23.4925,10.2875,21.7975,21.77637543,108.002,103.589,105.0615,105.540697,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/8/15
1.56176,0.152231,0.419212,0.292998232,95,1.56176,0.402765,0.428849032,0.403059,0.0764967,0.1485095,0.124746898,62,0.403059,0.1485095,0.179625548,6,6,0,0,"(90,95]","(50,55]","(60,65]","(65,70]",20.5,5,17.5,17.13098275,21.9525,21.615,21.8,21.79315825,107.881,103.514,105.85,105.8398583,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/9/15
0.554129,0,0.416902,0.283239089,96,0.554129,0.3991515,0.40499124,0.494129,0,0.135188,0.117784202,91,0.494129,0.135188,0.147693418,6,6,0,0,"(95,100]","(55,60]","(70,75]","(75,80]",19,16.5,18,17.75581749,21.84,21.755,21.8,21.80034968,107.541,103.521,105.1645,105.3211005,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/10/15
0.800722,0,0.421509,0.290965977,95,0.800722,0.407532,0.422333853,8.92067,0,0.138939,0.141703493,81,8.92067,0.138939,0.269090765,6,6,0,0,"(85,90]","(55,60]","(70,75]","(70,75]",21,0.5,17.5,17.37779182,23.9325,11.9675,21.8,21.79354033,107.716,103.09,105.164,105.3838072,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/11/15
7.21333,0,0.4492,0.299137619,96,7.21333,0.4134115,0.512516573,0.330485,0.0267134,0.139279,0.118488791,106,0.330485,0.139279,0.153409991,6,6,0,0,"(85,90]","(60,65]","(65,70]","(65,70]",20,0.5,17.5,17.42103513,21.8675,0.9525,21.8,21.7950661,108.367,103.047,105.2245,105.5187071,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/12/15
0.669355,0,0.450305,0.302435144,95,0.669355,0.435036,0.444733484,0.263482,0.0814331,0.143253,0.123929018,147,0.263482,0.143253,0.156715163,6,6,1,0,"(80,85]","(55,60]","(60,65]","(65,70]",21,0,17.5,17.15260495,21.885,0.93,21.8025,21.79880227,108.627,104.463,106.153,106.374223,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/13/15
0.719416,0,0.414579,0.286210846,96,0.719416,0.390594,0.40419325,0.272932,0.015135,0.129194,0.107586595,47,0.272932,0.129194,0.134932085,6,6,0,0,"(75,80]","(55,60]","(60,65]","(65,70]",22,1,17.5,17.54652466,21.9075,21.535,21.8025,21.80345473,107.907,104.273,106.0855,106.1384317,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/14/15
1.79585,0,0.426066,0.292342227,92,1.79585,0.4039605,0.43014487,0.345676,0.059237,0.1315255,0.115602352,92,0.345676,0.1315255,0.144280848,6,6,0,1,"(80,85]","(50,55]","(60,65]","(60,65]",21,0,17.5,17.35788444,21.82,0.39,21.8025,21.72744666,107.514,94.8834,105.5435,105.4969262,23,1,0,0,23,1,12,1,12,1,8,1,8,1,10/15/15
0.594481,0,0.419212,0.293352734,96,0.594481,0.407532,0.41667601,0.225005,0,0.130631,0.112884689,86,0.225005,0.130631,0.14285493,6,6,0,0,"(75,80]","(55,60]","(60,65]","(65,70]",18.5,1,17.5,17.55919854,21.815,16.175,21.8,21.80050119,107.206,104.383,105.225,105.5062267,24,1,0,0,24,1,12,1,12,1,8,1,8,1,10/16/15
