"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"153",1.09423,0.0439453,0.196529,0.130958297,11,0.288169,0.240698,0.239840818,0.758991,0.0654165,0.133311,0.143520558,3,0.758991,0.133311,0.338125,6,6,0,0,"(80,85]","(50,55]","(65,70]","(65,70]",27,0.5,19,18.90593561,22.885,15.4325,21.5575,21.5567144,107.686,103.849,105.178,105.4276144,3,1,21,1,0,0,2,1,0,0,1,1,0,0,2015-06-03
"155",3.94555,0,0.215287,0.145265094,35,3.94555,0.232537,0.373894771,79.73390886,38.41428066,79.66787207,52.17485054,2.571428571,79.73390886,79.66787207,79.68602417,6,6,0,1,"(85,90]","(50,55]","(65,70]","(65,70]",30,0.5,19,19.10277427,22.1175,0.3375,21.81,21.75811659,108.732,104.68,105.799,106.1357044,8,1,15,1,0,0,4,1,0,0,3,1,0,0,2015-06-05
"156",2.40417,0.0761155,0.196529,0.138183932,3,2.40417,0.206122,0.935607,0.138566,0.0597915,0.138566,0.086930633,1,0.138566,0.138566,0.138566,6,6,0,0,"(80,85]","(55,60]","(65,70]","(65,70]",20,18,19,18.93781726,21.8375,21.7975,21.8125,21.81238007,108.212,105.104,106.355,106.5528556,1,1,23,1,0,0,0,0,0,0,0,0,0,0,2015-06-06
"158",0.860027,0.0439453,0.201383,0.138426825,16,0.236653,0.206122,0.208759188,0.185713,0.04778,0.182669,0.097145256,3,0.185713,0.182669,0.164433667,6,6,0,0,"(100,105]","(55,60]","(70,75]","(70,75]",21.5,11.5,19,18.99677579,21.86,21.645,21.8125,21.81079666,110.198,105.404,106.679,107.2808273,5,1,19,1,0,0,2,1,0,0,2,1,0,0,2015-06-08
"159",0.838423,0.0439453,0.215287,0.143494332,27,0.619925,0.224078,0.247789111,0.160977,0.0453794,0.125089,0.091983159,11,0.160977,0.125089,0.128894727,6,6,0,0,"(100,105]","(55,60]","(75,80]","(75,80]",21.5,3,19,18.91857639,21.8475,21.6075,21.8125,21.81115646,110.258,103.024,106.995,107.0344447,7,1,17,1,0,0,4,1,0,0,3,1,0,0,2015-06-09
"160",2.16896,0.0878906,0.224078,0.159186667,72,2.16896,0.219727,0.259091903,0.360408,0.0455502,0.125962,0.095356342,4,0.360408,0.125962,0.183722,6,6,0,0,"(75,80]","(60,65]","(65,70]","(65,70]",30.5,0.5,18.5,18.59524964,22.1475,19.2875,21.8125,21.81097565,107.042,105.184,106.309,106.2416073,18,1,2,1,0,0,10,1,0,0,7,1,0,0,2015-06-10
"161",0.792235,0.0761155,0.228347,0.157554304,67,0.252447,0.228347,0.224825134,0.15997,0.053572,0.137554,0.080499108,3,0.15997,0.137554,0.143539,6,6,0,0,"(85,90]","(55,60]","(60,65]","(65,70]",20.5,18,18.5,18.65912784,21.865,21.79,21.8125,21.81174567,108.846,105.273,106.058,106.5075138,18,1,6,1,0,0,9,1,0,0,6,1,0,0,2015-06-11
"162",10.0625,0,0.224078,0.151992855,50,10.0625,0.224078,0.5167699,0.130438,0.0505594,0.130438,0.08215905,1,0.130438,0.130438,0.130438,6,6,0,1,"(90,95]","(55,60]","(70,75]","(70,75]",20.5,1,19,18.75807548,21.835,0.02,21.8125,21.68718869,109.151,97.5128,106.338,106.5042718,13,1,11,1,0,0,6,1,0,0,5,1,0,0,2015-06-12
"165",1.40625,1.40625,1.40625,1.40625,1,1.40625,1.40625,1.40625,79.73390886,38.41428066,79.66787207,52.17485054,2.571428571,79.73390886,79.66787207,79.68602417,5.882352941,5.823529412,0,0,"(85,90]","(50,55]","(65,70]","(65,70]",24.14705882,5.264705882,16.64705882,16.39815019,19.42911765,12.74338235,19.17117647,19.13751078,95.7352,91.3783,93.7466,93.78558086,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2015-06-20
"166",1.40625,1.40625,1.40625,1.40625,1,1.40625,1.40625,1.40625,536.139,536.139,536.139,536.139,1,536.139,536.139,536.139,0,0,0,1,"(85,90]","(55,60]","(65,70]","(65,70]",0,0,0,0,0,0,0,0,95.8825,91.2082,93.5816,93.69323613,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2015-06-24
"167",1.40625,1.40625,1.40625,1.40625,1,1.40625,1.40625,1.40625,1.04028,1.04028,1.04028,1.04028,1,1.04028,1.04028,1.04028,10,9,1,0,"(85,90]","(55,60]","(65,70]","(65,70]",0.5,0,0,0.136363636,0.005,0,0,0.000856481,97.2342,-226352,93.8813,68.06400405,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2015-06-30
"169",3.83635,0,0.343224,0.119262551,2,3.83635,3.506755,3.506755,1.48798168,0.102962052,0.24239872,0.330675999,23.52,1.48798168,0.24239872,0.528140659,6,6,1,8,"(85,90]","(60,65]","(70,75]","(70,75]",94,0,19,20.44908031,0.435,0,0.0075,0.008466667,98.3555,92.368,93.66665,94.5805813,1,1,8,1,1,1,1,1,1,1,0,0,0,0,2015-07-06
"170",10.2948,0,0.340399,0.164346478,26,10.2948,0.3767505,1.081130846,0.344338,0.0739154,0.265002,0.186311083,3,0.344338,0.265002,0.263051,5,5,1,5,"(85,90]","(55,60]","(65,70]","(70,75]",37,0,21,21.12845771,25.0375,0,21.9075,16.38233426,107.361,92.9685,95.99775,97.87008024,8,1,13,1,7,1,6,1,3,1,4,1,3,1,2015-07-07
"171",3.99032,0.0878906,0.473305,0.262453212,82,3.99032,0.402765,0.487295134,0.561556,0.0554803,0.20501,0.175235016,44,0.561556,0.20501,0.239464386,6,6,0,1,"(85,90]","(55,60]","(60,65]","(65,70]",29,0,16.5,14.89466821,23.145,6.23,21.875,21.90863886,106.729,-217847,105.202,23.51584626,21,1,0,0,21,1,10,1,10,1,7,1,7,1,2015-07-08
"172",2.62791,0,0.460902,0.247343702,82,2.62791,0.375469,0.477419134,0.572709,0.0583189,0.195695,0.203368608,35,0.572709,0.195695,0.2685272,6,6,0,1,"(80,85]","(55,60]","(60,65]","(65,70]",24.5,0,17,15.79002687,25.365,0.015,21.9175,22.01259146,105.853,93.1305,104.654,103.3490345,21,1,1,1,21,1,11,1,11,1,7,1,7,1,2015-07-09
"173",2.04759,0.107644,0.42945,0.255880995,96,2.04759,0.381842,0.462174823,0.593397,0.0534269,0.212775,0.207568793,43,0.593397,0.212775,0.27760886,5,6,0,0,"(80,85]","(60,65]","(65,70]","(65,70]",24,0.5,16.5,14.95495035,22.1175,13.585,21.905,21.87996554,107.402,104.255,105.781,105.740037,24,1,0,0,24,1,12,1,12,1,8,1,8,1,2015-07-10
"207",4.98155,0,0.244677,0.170981849,59,4.98155,0.232537,0.338688678,0.138491,0.0661307,0.125303,0.095015588,7,0.138491,0.125303,0.128050286,6,6,0,1,"(85,90]","(45,50]","(60,65]","(60,65]",22,0,6.5,8.249735169,21.955,0.0075,21.8,20.36818661,109.125,95.0515,105.361,102.0748011,16,1,1,1,1,1,9,1,0,0,6,1,0,0,2015-09-21
"208",5.32537,0,0.343224,0.17245279,86,5.32537,0.301257,0.377871884,0.182064,0.0597915,0.12657,0.09182618,7,0.182064,0.12657,0.136667,6,6,0,1,"(90,95]","(55,60]","(70,75]","(70,75]",19,0,18,17.30535003,21.815,0.0075,21.8,21.58701569,108.909,94.6597,104.818,104.3778427,22,1,0,0,0,0,11,1,0,0,7,1,0,0,2015-09-22
"209",5.09121,0,0.343224,0.17799569,87,5.09121,0.288169,0.440968885,0.19738,0.0588754,0.172905,0.090398748,6,0.19738,0.172905,0.169629167,6,6,0,0,"(90,95]","(50,55]","(70,75]","(70,75]",26.5,0.5,18.5,18.45812574,21.825,0.005,21.795,21.56227591,107.778,93.497,104.3905,104.0686265,22,1,0,0,1,1,11,1,0,0,8,1,0,0,2015-09-23
"210",3.90471,0,0.344625,0.178545003,91,3.90471,0.313832,0.417138978,0.229935,0.0621602,0.151262,0.094712452,12,0.229935,0.151262,0.152990583,6,6,0,0,"(85,90]","(50,55]","(65,70]","(70,75]",23,0.5,18,17.95242435,24.5175,20.8675,21.7975,21.80412189,108.411,96.4881,105.204,105.1670828,23,1,0,0,0,0,12,1,1,1,8,1,1,1,2015-09-24
"211",7.33202,0,0.471261,0.240409559,95,7.33202,0.423793,0.495227242,0.172298,0.0546057,0.1334245,0.089543869,10,0.172298,0.1334245,0.1381613,6,6,0,1,"(85,90]","(50,55]","(65,70]","(65,70]",19,0,18,17.97937626,21.83,0.38,21.7975,21.76908978,108.279,99.3916,105.8,105.9368839,24,1,0,0,24,1,12,1,12,1,8,1,8,1,2015-09-25
"270",10.49,0,1.137595,0.218202886,71,10.49,0.518108,1.625213662,1.82966,0.0508351,0.2188315,0.218473348,46,1.82966,0.2188315,0.271512891,8,8,1,4,"(55,60]","[30,35]","(35,40]","(40,45]",27,0,21.5,18.83745104,23.34,0.365,21.7325,20.55786181,104.328,91.5949,102.474,100.3997062,19,1,2,1,9,1,10,1,5,1,7,1,3,1,2015-11-25
"271",6.25662,0,0.491324,0.212288149,59,6.25662,0.462993,1.351402797,0.16589,0.083337,0.125005,0.115264294,8,0.16589,0.125005,0.131829875,8,8,0,4,"(55,60]","[30,35]","(35,40]","(40,45]",29,0,22.5,22.21623755,21.615,0.36,21.6025,21.22978213,104.265,92.5229,102.0375,102.0687448,15,1,10,1,8,1,8,1,4,1,5,1,3,1,2015-11-26
"272",6.63167,0,0.473305,0.256992446,72,6.63167,0.457748,0.942646944,0.144977,0.0888916,0.1254575,0.116426725,18,0.144977,0.1254575,0.127955222,8,8,0,2,"(55,60]","[30,35]","(35,40]","(40,45]",31.5,0,22,21.83185168,21.61,0.36,21.6,21.48076248,104.507,93.9766,101.996,102.3434625,19,1,6,1,13,1,10,1,7,1,7,1,5,1,2015-11-27
"273",8.09859,0,0.586304,0.320009202,81,8.09859,0.543573,0.830289914,38.8574,0.0866085,0.126174,0.540251147,46,38.8574,0.126174,0.969366652,8,8,0,2,"(60,65]","(35,40]","(45,50]","(45,50]",23,0,21,21.18432966,21.6175,0.395,21.6,21.54546225,104.434,99.6652,102.0165,102.3283994,21,1,3,1,13,1,10,1,7,1,7,1,5,1,2015-11-28
"274",5.39669,0,0.581342,0.310740652,88,5.39669,0.4967245,0.656872852,0.149117,0.0839867,0.1280065,0.12244609,42,0.149117,0.1280065,0.128882452,8,8,0,0,"(55,60]","(40,45]","(45,50]","(45,50]",22.5,0,21,20.94434127,21.62,0.9225,21.6,21.57837219,104.466,100.649,102.0515,102.3788043,22,1,2,1,12,1,11,1,7,1,8,1,5,1,2015-11-29
"297",6.28495,0,1.21841,0.256985636,14,6.28495,0.827708,1.363900929,0.280927,0.114745,0.20808,0.201263735,17,0.280927,0.20808,0.209709118,8,8,0,8,"(60,65]","(50,55]","(55,60]","(55,60]",46.5,0,7.5,10.20259865,24.6825,0.005,21.6,16.21980349,102.511,82.8222,91.50155,89.62125993,5,1,1,1,5,1,3,1,2,1,2,1,2,1,2016-01-05
"298",7.70147,0,0.393059,0.339389646,59,7.70147,0.390594,0.846395644,0.943012,0.0656706,0.486246,0.47101725,43,0.943012,0.486246,0.489991186,8,8,1,6,"(55,60]","(35,40]","(45,50]","(45,50]",31.5,0,12.5,13.57129672,24.9675,0.005,21.75,20.6391354,102.485,81.7009,91.2186,90.72169783,17,1,2,1,13,1,9,1,8,1,6,1,5,1,2016-01-06
"299",8.12549,0,0.441645,0.217661518,95,5.52297,0.405156,0.571091853,0.357512,0.0877426,0.183492,0.169310814,165,0.357512,0.183492,0.193689255,8,8,0,3,"(65,70]","(45,50]","(50,55]","(50,55]",22,0,20,19.76803805,24.03,0.3625,21.49,21.39581366,103.12,97.5052,101.246,101.4920936,24,1,0,0,14,1,12,1,10,1,8,1,7,1,2016-01-07
"300",8.12549,0,0.607336,0.271412456,96,8.12549,0.5058475,0.910373146,94.1705,0.0583037,0.24863,0.28344973,262,94.1705,0.24863,0.710027985,8,8,0,1,"(65,70]","(50,55]","(50,55]","(55,60]",24.5,0,19.5,20.2456161,21.63,0.3775,21.49,21.46845011,103.256,99.2886,101.1665,101.4204273,24,1,0,0,23,1,12,1,12,1,8,1,8,1,2016-01-08
"301",8.24534,0,0.432805,0.215688485,84,8.24534,0.3623725,0.779509464,0.270108,0.0821735,0.167998,0.143845067,235,0.270108,0.167998,0.170873379,8,8,1,3,"(60,65]","(50,55]","(55,60]","(55,60]",40.5,0,23,23.01987104,21.6325,0.35,21.6075,20.27036022,103.347,91.6448,101.751,100.7612181,22,1,0,0,17,1,11,1,7,1,8,1,7,1,2016-01-09
"320",2.26308,0,0.414579,0.188531407,15,0.762423,0.340399,0.3924532,0.33842,0.123247,0.288796,0.260336856,41,0.33842,0.288796,0.291927049,8,8,0,1,"(75,80]","(40,45]","(55,60]","(55,60]",22.5,0.5,20.5,20.52536232,20.9675,0.0225,20.9625,20.24937323,102.89,97.3404,102.59,102.3737326,4,1,0,0,0,0,2,1,0,0,2,1,0,0,2016-02-01
"321",8.07781,0,0.439453,0.20254377,75,8.07781,0.388114,0.7315572,25.6475,0.100932,0.305883,0.308206312,221,25.6475,0.305883,0.475495072,8,8,1,2,"(75,80]","(45,50]","(55,60]","(55,60]",39.5,0,20.5,19.15424091,20.965,0.0025,20.955,20.34610884,102.441,92.3821,100.504,99.33031117,20,1,4,1,6,1,11,1,5,1,7,1,3,1,2016-02-02
"322",0.587948,0.0439453,0.372888,0.232946388,72,0.587948,0.37546,0.384172764,0.158869,0.0569303,0.134681,0.08253194,6,0.158869,0.134681,0.135726,3,3,0,1,"(70,75]","(45,50]","(55,60]","(55,60]",39,0.5,19,19.01235044,22.42,0.29,20.5075,20.72376317,104.972,98.6862,102.355,102.6552756,17,1,6,1,15,1,9,1,7,1,6,1,5,1,2016-02-03
"324",0.547115,0,0.31074,0.129737791,9,0.516241,0.267309,0.354810333,23.4926,0.0566982,0.131764,0.28564577,25,23.4926,0.131764,1.07168136,3,3,0,1,"(75,80]","(40,45]","(50,55]","(55,60]",25.5,0.5,18.5,18.16407102,21.0725,0.4175,21.0575,21.04666722,105.83,102.208,103.473,103.7932097,2,1,22,1,0,0,2,1,0,0,2,1,0,0,2016-02-05
"325",5.30265,0.0439453,0.284798,0.130175698,18,5.30265,0.2562155,0.567555056,0.164016,0.0523441,0.1289025,0.103376965,64,0.164016,0.1289025,0.131676953,3,3,0,0,"(80,85]","(45,50]","(60,65]","(60,65]",18.5,16.5,17.5,17.69625646,21.0825,21.0475,21.0575,21.05894102,105.757,102.318,103.65,103.885647,4,1,20,1,0,0,2,1,0,0,1,1,0,0,2016-02-06
"328",0.485392,0.0439453,0.228347,0.122563267,5,0.31074,0.270897,0.2590352,0.286321,0.0588945,0.129712,0.106004459,57,0.286321,0.129712,0.134725333,3,3,0,0,"(70,75]","(45,50]","(50,55]","(55,60]",18.5,17,18,17.74949828,21.0675,21.0475,21.0625,21.06237939,106.811,103.16,104.42,104.7515148,1,1,22,1,0,0,0,0,0,0,0,0,0,0,2016-02-09
"329",7.39235,0,0.33755,0.137600309,12,7.39235,0.392182,1.51115825,0.248273,0.0562604,0.131341,0.109092245,89,0.248273,0.131341,0.136427528,3,3,0,2,"(65,70]","(40,45]","(50,55]","(50,55]",27.5,0,17.5,16.99763574,21.0775,0.005,21.0625,20.3583958,106.494,90.9272,104.309,102.3567015,4,1,19,1,0,0,2,1,0,0,2,1,0,0,2016-02-10
