"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",2.23733,0.0982647,0.829158,0.339578263,13,2.23733,0.596103,0.750846077,0.39144,0.088049,0.367508,0.332584833,9,0.39144,0.367508,0.363125667,5,5,1,0,"(60,65]","(35,40]","(40,45]","(45,50]",20,0,9.5,6.21124031,22.1125,0,16.4,15.60318329,105.002,65.7892,71.1224,75.53465482,4,1,0,0,4,1,2,1,2,1,2,1,2,1,2015-01-05
"2",7.94827,0,0.5497495,0.334748883,90,7.94827,0.519968,0.841237389,0.380901,0.0682571,0.179928,0.212956361,111,0.380901,0.179928,0.230578982,5,5,0,0,"(60,65]","(35,40]","(45,50]","(45,50]",27.5,0,6.5,6.491234935,22.09,0.0075,21.9675,21.75145767,106.106,93.2598,103.62,103.2328072,23,1,0,0,23,1,12,1,12,1,8,1,8,1,2015-01-06
"3",2.09006,0.138967,0.570438,0.34041688,96,2.09006,0.5373195,0.610743229,0.372693,0.0936392,0.201376,0.202014661,119,0.372693,0.201376,0.224287218,5,5,0,0,"(65,70]","(35,40]","(45,50]","(50,55]",17.5,1,5.5,6.093156947,22.01,21.585,21.87,21.83679559,106.552,102.988,104.249,104.5086649,24,1,0,0,24,1,12,1,12,1,8,1,8,1,2015-01-07
"4",0.915498,0,0.713342,0.379603317,55,0.915498,0.692051,0.698793236,0.449834,0.0594007,0.235337,0.224895059,91,0.449834,0.235337,0.252864022,5,5,1,0,"(65,70]","(45,50]","(50,55]","(50,55]",17.5,0,5,4.847076789,22.05,0.0025,21.87,21.48118133,105.766,89.4325,104.166,99.44468927,14,1,1,1,14,1,7,1,7,1,4,1,4,1,2015-01-08
"5",4.75991,0.107644,0.555869,0.290431065,53,4.75991,0.506802,0.709896585,0.465485,0.102991,0.232273,0.221965324,87,0.465485,0.232273,0.243996299,5,5,0,0,"(65,70]","(45,50]","(50,55]","(50,55]",20,0.5,5,4.809276068,22.055,0.165,21.77,21.69362804,106.239,86.5821,103.755,98.23746554,14,1,0,0,14,1,7,1,7,1,5,1,5,1,2015-01-09
"29",0.561056,0.0621481,0.196529,0.136297392,10,0.487377,0.2130205,0.2396089,0.2948796,0.070248605,0.186121225,0.156632903,35.7,0.2948796,0.186121225,0.191080047,5,5,0,0,"(70,75]","(35,40]","(50,55]","(50,55]",29.5,17.5,24.5,24.04791263,22.0425,21.695,21.8725,21.86531512,106.493,102.781,104.4295,104.5956543,2,1,22,1,0,0,1,1,0,0,0,0,0,0,2015-02-01
"30",0.559332,0.0621481,0.206122,0.141721853,21,0.521822,0.215287,0.226687048,0.134855,0.0827385,0.134855,0.1007294,1,0.134855,0.134855,0.134855,5,5,0,0,"(70,75]","(40,45]","(50,55]","(50,55]",29,18,24.5,24.22855493,22.0225,21.71,21.8725,21.87015427,106.534,103.121,104.4015,104.6570174,3,1,19,1,0,0,2,1,0,0,0,0,0,0,2015-02-02
"31",1.35092,0.0761155,0.210754,0.147425106,26,1.35092,0.224078,0.291493308,0.2948796,0.070248605,0.186121225,0.156632903,35.7,0.2948796,0.186121225,0.191080047,5,5,0,0,"(70,75]","(45,50]","(50,55]","(55,60]",29,0.5,24.5,24.25528099,21.99,18.255,21.8725,21.87166283,106.572,103.073,104.714,104.954409,6,1,18,1,0,0,4,1,0,0,2,1,0,0,2015-02-03
"32",9.94281,0,0.228347,0.156545263,69,9.94281,0.224078,0.440959203,0.2948796,0.070248605,0.186121225,0.156632903,35.7,0.2948796,0.186121225,0.191080047,5,5,0,0,"(70,75]","(40,45]","(50,55]","(55,60]",25.5,0.5,24,24.1474608,21.97,0.28,21.8725,21.86465279,106.69,103.293,104.814,104.9411331,18,1,5,1,0,0,9,1,0,0,6,1,0,0,2015-02-04
"33",1.27593,0.0761155,0.228347,0.163042662,86,1.27593,0.224078,0.249267151,0.2948796,0.070248605,0.186121225,0.156632903,35.7,0.2948796,0.186121225,0.191080047,5,5,0,0,"(65,70]","(45,50]","(50,55]","(55,60]",29,0.5,24,23.8288597,22.0125,16.1725,21.8725,21.86268021,106.05,103.246,104.496,104.6645324,23,1,1,1,0,0,12,1,0,0,8,1,0,0,2015-02-05
"85",3.30497,0.107644,0.393059,0.232936289,95,3.30497,0.325907,0.474599105,0.664184476,0.067485167,0.370828095,0.216056128,56.19047619,0.664184476,0.370828095,0.445402706,6,6,0,0,"(80,85]","(40,45]","(60,65]","(60,65]",19.5,18.5,19.5,19.26120401,21.665,21.635,21.66,21.65950521,109.098,104.237,106.365,106.6365259,24,1,0,0,23,1,12,1,12,1,8,1,8,1,2015-03-29
"86",2.50295,0.116268,0.378032,0.226345669,96,2.50295,0.304462,0.524373563,0.18812,0.0687106,0.1575,0.098721063,2,0.18812,0.1575,0.1575,6,6,0,0,"(80,85]","(45,50]","(60,65]","(60,65]",21.5,17.5,19,19.24697885,21.7275,21.5975,21.66,21.66007008,108.573,104.344,106.3725,106.5005069,24,1,0,0,24,1,12,1,12,1,8,1,8,1,2015-03-30
"87",3.91385,0.0621481,0.3184105,0.205576216,89,3.91385,0.294794,0.522229045,0.121589,0.0687106,0.121589,0.092373675,1,0.121589,0.121589,0.121589,6,6,0,0,"(80,85]","(45,50]","(60,65]","(60,65]",31.5,0.5,19.5,19.27472527,22.01,18.09,21.66,21.65937254,108.195,96.3696,105.821,105.982057,23,1,1,1,21,1,11,1,9,1,8,1,6,1,2015-03-31
"118",0.739275,0.0439453,0.1838175,0.12505979,9,0.66356,0.224078,0.317174667,0.125089,0.0581322,0.122563,0.07989303,2,0.125089,0.122563,0.122563,6,6,0,0,"(80,85]","(45,50]","(60,65]","(60,65]",21,18.5,19.5,19.28477983,21.615,21.5375,21.55,21.54895023,109.34,104.709,106.5755,106.8936615,2,1,21,1,0,0,0,0,0,0,1,1,0,0,2015-04-30
"123",1.24606,0,0.224078,0.137895793,32,0.626124,0.224078,0.235945719,27.98361195,0.052671109,0.488716295,4.213656735,3.045454545,27.98361195,0.488716295,4.580441738,6,6,0,0,"(70,75]","(50,55]","(55,60]","(55,60]",32,0.5,19,19.00892857,21.92,0.27,21.5475,21.53942959,106.898,103.55,105.117,105.1279542,7,1,15,1,0,0,4,1,0,0,2,1,0,0,2015-05-04
"124",4.99065,0,0.236653,0.156884273,33,1.87116,0.236653,0.308280667,27.98361195,0.052671109,0.488716295,4.213656735,3.045454545,27.98361195,0.488716295,4.580441738,6,6,1,0,"(75,80]","(45,50]","(55,60]","(55,60]",19.5,0,19,18.33120205,23.1975,0.0025,21.5475,20.90894721,105.53,91.1264,104.281,99.38359996,10,1,7,1,0,0,4,1,0,0,4,1,0,0,2015-05-05
"127",1.82519,0,0.340399,0.184993968,39,1.82519,0.31074,0.470675872,518.963,0.0455502,0.925325,86.64010455,6,518.963,0.925325,87.3258,6,6,1,10,"(75,80]","(45,50]","(60,65]","(60,65]",23,0,19,16.03151986,21.6325,0.0075,21.1075,19.15843329,107.038,89.367,103.2585,100.0946882,13,1,6,1,6,1,7,1,3,1,4,1,2,1,2015-05-08
"128",0.761155,0.0982647,0.328857,0.229455975,96,0.761155,0.319927,0.33705025,0.18376,0.0537962,0.138098,0.082104471,5,0.18376,0.138098,0.1472768,6,6,0,0,"(75,80]","(50,55]","(55,60]","(60,65]",19.5,1,19,18.71708185,21.115,17.505,21.105,21.10448853,106.486,102.363,104.286,104.3094071,24,1,0,0,18,1,12,1,10,1,8,1,6,1,2015-05-09
"129",1.42602,0.0761155,0.315363,0.210514492,81,1.42602,0.298052,0.336301556,2.514,0.0476823,2.514,0.329820478,1,2.514,2.514,2.514,6,6,0,0,"(75,80]","(45,50]","(60,65]","(60,65]",20.5,0,19,18.61538462,21.5875,16.28,21.105,21.10345155,106.364,102.798,103.9795,104.3832818,21,1,1,1,13,1,10,1,6,1,8,1,6,1,2015-05-10
"130",4.90576,0,0.2915,0.182086829,68,0.662103,0.281387,0.308031368,0.123669,0.0699427,0.123669,0.08480747,1,0.123669,0.123669,0.123669,6,6,0,1,"(75,80]","(45,50]","(60,65]","(60,65]",21.5,0.5,19,18.80744125,21.62,0.28,21.105,21.23280657,106.338,102.846,104.2395,104.4760307,17,1,7,1,7,1,9,1,4,1,5,1,2,1,2015-05-11
"131",0.81743,0.0439453,0.259984,0.152661085,46,0.690655,0.256243,0.263407913,0.163171,0.0440245,0.1453975,0.066503172,2,0.163171,0.1453975,0.1453975,6,6,0,0,"(70,75]","(45,50]","(55,60]","(55,60]",20,18,19,19.18627451,21.5525,21.5075,21.5275,21.52687864,106.284,102.972,104.3685,104.5855668,11,1,13,1,3,1,6,1,2,1,4,1,0,0,2015-05-12
"143",0.650331,0,0.224078,0.147932795,39,0.301274,0.232537,0.239488231,27.98361195,0.052671109,0.488716295,4.213656735,3.045454545,27.98361195,0.488716295,4.580441738,6,6,0,0,"(75,80]","(45,50]","(60,65]","(60,65]",20,15.5,19,19.05485232,21.5675,21.525,21.5575,21.55720998,106,102.631,104.524,104.5333816,10,1,13,1,2,1,4,1,1,1,3,1,0,0,2015-05-24
"147",0.728751,0.0439453,0.219727,0.135604218,16,0.263672,0.228347,0.228354375,0.153955,0.0440245,0.129028,0.085415535,5,0.153955,0.129028,0.1342412,6,6,0,0,"(75,80]","(45,50]","(60,65]","(60,65]",20.5,18.5,19,19.10526316,21.57,21.54,21.5575,21.55786173,107.764,104.249,105.518,105.7606773,4,1,19,1,0,0,2,1,0,0,1,1,0,0,2015-05-28
