"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1464652814,0.124296,217472350,0,0,2016-05-31 00:00:14,"li22_31",0,31,2016,0.175781,0.0621481,0.107644,0.10663734544,3594
"64",1464656438,0.0878906,592489838,0,0,2016-05-31 01:00:38,"li22_31",1,31,2016,0.170199,0.0621481,0.107644,0.10549470987055,3589
"126",1464660052,0.14575,973705363,0,0,2016-05-31 02:00:52,"li22_31",2,31,2016,0.170199,0.0621481,0.0982647,0.102122324836601,3590
"187",1464663643,0.107644,263117124,0,0,2016-05-31 03:00:43,"li22_31",3,31,2016,0.259984,0.0621481,0.107644,0.10929345269168,3594
"248",1464667226,0.131836,767456778,0,0,2016-05-31 04:00:26,"li22_31",4,31,2016,0.191553,0.0621481,0.116268,0.11933732967033,3595
"312",1464670856,0.116268,114077936,0,0,2016-05-31 05:00:56,"li22_31",5,31,2016,2.34439,0.0621481,0.116268,0.124012584384858,3594
"375",1464674420,0.107644,489433798,0,0,2016-05-31 06:00:20,"li22_31",6,31,2016,0.921805,0,0.124296,0.125534932436709,3599
"438",1464678009,0.175781,841743545,0,0,2016-05-31 07:00:09,"li22_31",7,31,2016,0.924942,0.0761155,0.124296,0.127532316537867,3595
"503",1464681629,0.131836,205335827,0,0,2016-05-31 08:00:29,"li22_31",8,31,2016,0.704497,0.0621481,0.124296,0.129774346417445,3594
"567",1464685218,0.107644,562771094,0,0,2016-05-31 09:00:18,"li22_31",9,31,2016,0.277935,0.0761155,0.124296,0.12893676749226,3594
"632",1464688837,0.124296,918820732,0,0,2016-05-31 10:00:37,"li22_31",10,31,2016,1.16434,0.0761155,0.131836,0.132534050301205,3595
"698",1464692412,0.0982647,294382180,0,0,2016-05-31 11:00:12,"li22_31",11,31,2016,0.201383,0.0621481,0.131836,0.131075836906585,3589
"764",1464696051,0.138967,662550544,0,0,2016-05-31 12:00:51,"li22_31",12,31,2016,0.380578,0.0439453,0.124296,0.127230250697674,3595
"828",1464699621,0.116268,33618383,0,0,2016-05-31 13:00:21,"li22_31",13,31,2016,1.01456,0,0.124296,0.129751833384615,3594
"893",1464703230,0.107644,784514182,0,0,2016-05-31 14:00:30,"li22_31",14,31,2016,0.346026,0.0761155,0.124296,0.122353511419753,3593
"958",1464706834,0.0982647,761045609,0,0,2016-05-31 15:00:34,"li22_31",15,31,2016,0.240698,0.0621481,0.116268,0.117262167619048,3595
"1021",1464710434,0.14575,372416817,0,0,2016-05-31 16:00:34,"li22_31",16,31,2016,0.236653,0.0621481,0.0982647,0.10366334304419,3594
"1082",1464714034,0.0761155,490522656,0,0,2016-05-31 17:00:34,"li22_31",17,31,2016,0.175781,0.0439453,0.0982647,0.101501906535948,3594
"1143",1464717637,0.138967,856569787,0,0,2016-05-31 18:00:37,"li22_31",18,31,2016,0.256243,0.0621481,0.111956,0.116077120347003,3595
"1207",1464721257,0.0621481,222584211,0,0,2016-05-31 19:00:57,"li22_31",19,31,2016,0.232537,0.0439453,0.0982647,0.102418291318865,3594
