"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1472601644,0.0878906,280758306,0,0,2016-08-31 00:00:44,"li22_31",0,31,2016,0.175781,0.0439453,0.0878906,0.0861290128865979,3589
"59",1472605238,0.0761155,641691988,0,0,2016-08-31 01:00:38,"li22_31",1,31,2016,0.201383,0.0439453,0.0761155,0.0842317234589041,3595
"117",1472608813,0.0982647,4097221,0,0,2016-08-31 02:00:13,"li22_31",2,31,2016,0.596103,0.0439453,0.0878906,0.0941911724080268,3594
"177",1472612427,0.0982647,360798095,0,0,2016-08-31 03:00:27,"li22_31",3,31,2016,0.186444,0.0439453,0.0982647,0.0968751936482085,3594
"238",1472616001,0.107644,721874892,0,0,2016-08-31 04:00:01,"li22_31",4,31,2016,0.215287,0.0439453,0.0982647,0.103612209178744,3590
"301",1472619661,0.0878906,65395553,0,0,2016-08-31 05:01:01,"li22_31",5,31,2016,0.191553,0.0439453,0.107644,0.105073575732899,3589
"362",1472623225,0.107644,598389412,0,0,2016-08-31 06:00:25,"li22_31",6,31,2016,0.201383,0.0621481,0.107644,0.110525076837061,3599
"425",1472626859,0.116268,803530039,0,0,2016-08-31 07:00:59,"li22_31",7,31,2016,0.215287,0.0439453,0.107644,0.113501966295707,3595
"487",1472630404,0.0982647,185116721,0,0,2016-08-31 08:00:04,"li22_31",8,31,2016,0.256243,0.0621481,0.116268,0.116664051567398,3589
"551",1472634018,0.138967,538830430,0,0,2016-08-31 09:00:18,"li22_31",9,31,2016,0.393059,0.0621481,0.124296,0.127027704496124,3589
"616",1472637647,0.0878906,899373399,0,0,2016-08-31 10:00:47,"li22_31",10,31,2016,0.236653,0.0761155,0.131836,0.131244862404871,3595
"681",1472641202,0.158447,277263612,0,0,2016-08-31 11:00:02,"li22_31",11,31,2016,0.244677,0.0621481,0.131836,0.134816129545455,3594
"747",1472644801,0.14575,641284456,0,0,2016-08-31 12:00:01,"li22_31",12,31,2016,0.467145,0.0878906,0.138967,0.139406713190184,3594
"813",1472648440,0.186444,979160641,0,0,2016-08-31 13:00:40,"li22_31",13,31,2016,0.232537,0.0621481,0.138967,0.143158276701967,3595
"879",1472652035,0.116268,335540881,0,0,2016-08-31 14:00:35,"li22_31",14,31,2016,0.215287,0,0.124296,0.122069883359746,3599
"942",1472655644,0.0982647,692258760,0,0,2016-08-31 15:00:44,"li22_31",15,31,2016,0.232537,0.0621481,0.124296,0.126027804115854,3590
"1007",1472659204,0.0878906,74178753,0,0,2016-08-31 16:00:04,"li22_31",16,31,2016,1.16102,0.0439453,0.0878906,0.0911631333333333,3594
"1065",1472662823,0.0621481,468195538,0,0,2016-08-31 17:00:23,"li22_31",17,31,2016,3.28151,0.0439453,0.0761155,0.109076576585366,3594
"1132",1472666442,0.0982647,927766297,0,0,2016-08-31 18:00:42,"li22_31",18,31,2016,4.61614,0.0439453,0.0878906,0.130692931197302,3585
"1191",1472670017,0.0761155,353731850,0,0,2016-08-31 19:00:17,"li22_31",19,31,2016,0.597721,0.0439453,0.0878906,0.086405930224525,3589
"1249",1472673616,0.0439453,701628190,0,0,2016-08-31 20:00:16,"li22_31",20,31,2016,0.170199,0,0.0761155,0.0808081536231884,3590
"1304",1472677206,0.0761155,83169206,0,0,2016-08-31 21:00:06,"li22_31",21,31,2016,0.175781,0,0.0761155,0.0835106316608997,3594
"1362",1472680820,0.0621481,459311319,0,0,2016-08-31 22:00:20,"li22_31",22,31,2016,0.186444,0,0.0761155,0.0799885516666667,3599
"1398",1472684424,0.0761155,844548164,0,0,2016-08-31 23:00:24,"li22_31",23,31,2016,0.191553,0.0439453,0.0878906,0.086957939084507,3590
"1455",1472688029,0.0878906,201332880,0,0,2016-09-01 00:00:29,"li22_31",0,1,2016,0.206122,0.0439453,0.0761155,0.0830910077876106,3594
"1511",1472691603,0.0761155,583110761,0,0,2016-09-01 01:00:03,"li22_31",1,1,2016,0.240698,0.0439453,0.0761155,0.0841264259762309,3594
"1570",1472695212,0.131836,909174110,0,0,2016-09-01 02:00:12,"li22_31",2,1,2016,0.164428,0.0439453,0.0761155,0.0847264549915398,3595
"1629",1472698802,0.0621481,276186616,0,0,2016-09-01 03:00:02,"li22_31",3,1,2016,0.191553,0.0439453,0.0878906,0.0905962350262697,3594
"1687",1472702446,0.116268,633009917,0,0,2016-09-01 04:00:46,"li22_31",4,1,2016,0.196529,0.0621481,0.0982647,0.0990224534109817,3595
"1747",1472706045,0.0982647,996782370,0,0,2016-09-01 05:00:45,"li22_31",5,1,2016,0.170199,0.0621481,0.0982647,0.0994221401976936,3594
"1807",1472709605,0.0982647,457088680,0,0,2016-09-01 06:00:05,"li22_31",6,1,2016,0.651814,0.0439453,0.0982647,0.0984574774299835,3599
"1868",1472713239,0.0982647,925983897,0,0,2016-09-01 07:00:39,"li22_31",7,1,2016,0.210754,0.0621481,0.107644,0.108943375,3595
"1932",1472716844,0.131836,209603897,0,0,2016-09-01 08:00:44,"li22_31",8,1,2016,0.215287,0.0621481,0.116268,0.119620476124031,3594
"1997",1472720453,0.0621481,569342131,0,0,2016-09-01 09:00:53,"li22_31",9,1,2016,2.0018,0.0439453,0.116268,0.120392251477449,3594
"2061",1472724037,0.116268,919937386,0,0,2016-09-01 10:00:37,"li22_31",10,1,2016,0.448156,0.0761155,0.116268,0.121589435771065,3595
"2124",1472727647,0.116268,263325791,0,0,2016-09-01 11:00:47,"li22_31",11,1,2016,0.244677,0.0621481,0.124296,0.1285787303125,3594
"2188",1472731236,0.138967,597619723,0,0,2016-09-01 12:00:36,"li22_31",12,1,2016,0.354298,0.0761155,0.131836,0.130817103081664,3594
"2745",1472734840,0.0982647,953781685,0,0,2016-09-01 13:00:40,"li22_31",13,1,2016,0.252447,0.0761155,0.131836,0.132892968195719,3595
"2810",1472738430,0.124296,308116744,0,0,2016-09-01 14:00:30,"li22_31",14,1,2016,0.240698,0.0621481,0.124296,0.123678900157729,3599
"2873",1472742004,0.116268,659987651,0,0,2016-09-01 15:00:04,"li22_31",15,1,2016,0.219727,0.0621481,0.107644,0.111549323015873,3595
"2936",1472745604,0.0982647,2731773,0,0,2016-09-01 16:00:04,"li22_31",16,1,2016,0.843017,0.0439453,0.0878906,0.0921401239864865,3594
"2996",1472749243,0.0761155,448773676,0,0,2016-09-01 17:00:43,"li22_31",17,1,2016,0.731396,0.0439453,0.0878906,0.0964675116554054,3594
"3055",1472752832,0.0982647,672712141,0,0,2016-09-01 18:00:32,"li22_31",18,1,2016,2.04381,0.0439453,0.0878906,0.0915116626279864,3580
"3113",1472756407,0.0982647,96706614,0,0,2016-09-01 19:00:07,"li22_31",19,1,2016,0.206122,0.0439453,0.08200305,0.0846521694444444,3579
"3171",1472760026,0.0982647,472009054,0,0,2016-09-01 20:00:26,"li22_31",20,1,2016,3.38293,0.0439453,0.0761155,0.0905650404802744,3594
"3721",1472763605,0.0878906,831951444,0,0,2016-09-01 21:00:05,"li22_31",21,1,2016,0.650331,0.0439453,0.0878906,0.0869424998284734,3595
"3780",1472767250,0.116268,181031254,0,0,2016-09-01 22:00:50,"li22_31",22,1,2016,0.175781,0,0.0878906,0.0879904427101201,3599
"3838",1472770844,0.0878906,553003807,0,0,2016-09-01 23:00:44,"li22_31",23,1,2016,0.244677,0.0439453,0.0878906,0.0849339262068965,3589
"3896",1472774433,0.0621481,906348955,0,0,2016-09-02 00:00:33,"li22_31",0,2,2016,0.201383,0.0439453,0.0878906,0.0857553563699825,3595
"3953",1472778018,0.116268,251314084,0,0,2016-09-02 01:00:18,"li22_31",1,2,2016,0.186444,0.0439453,0.0878906,0.0858831041876047,3594
"4013",1472781642,0.0621481,589535980,0,0,2016-09-02 02:00:42,"li22_31",2,2,2016,0.201383,0.0439453,0.0878906,0.092591008045977,3585
"4197",1472785247,0.124296,24210419,0,0,2016-09-02 03:00:47,"li22_31",3,2,2016,0.228347,0.0439453,0.107644,0.107472089747634,3594
"4260",1472788816,0.0982647,482556276,0,0,2016-09-02 04:00:16,"li22_31",4,2,2016,0.206122,0.0621481,0.107644,0.110079618152866,3595
"4446",1472792421,0.131836,355831241,0,0,2016-09-02 05:00:21,"li22_31",5,2,2016,0.201383,0.0621481,0.107644,0.112215882988871,3594
"4509",1472796025,0.131836,684446706,0,0,2016-09-02 06:00:25,"li22_31",6,2,2016,0.236653,0.0621481,0.116268,0.119318114308176,3590
"4942",1472799645,0.14575,59144944,0,0,2016-09-02 07:00:45,"li22_31",7,2,2016,1.40144,0.0621481,0.131836,0.13179540248062,3599
"5006",1472803224,0.116268,421451053,0,0,2016-09-02 08:00:24,"li22_31",8,2,2016,0.232537,0.0621481,0.124296,0.125356217791411,3594
"5194",1472806813,0.0982647,794563207,0,0,2016-09-02 09:00:13,"li22_31",9,2,2016,0.210754,0.0621481,0.124296,0.125389252859351,3595
"5259",1472810433,0.152231,177801716,0,0,2016-09-02 10:00:33,"li22_31",10,2,2016,0.224078,0.0621481,0.131836,0.136683422360248,3594
"5446",1472814007,0.107644,535857617,0,0,2016-09-02 11:00:07,"li22_31",11,2,2016,0.228347,0.0878906,0.138967,0.141038890672783,3594
"5512",1472817636,0.152231,895458601,0,0,2016-09-02 12:00:36,"li22_31",12,2,2016,0.236653,0.0878906,0.14575,0.14394000704441,3595
