"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1480464035,0.397942,707789449,0,0,2016-11-30 00:00:35,"li22_31",0,30,2016,0.493285,0.0982647,0.196529,0.20704602732475,3595
"71",1480467640,0.181191,47411902,0,0,2016-11-30 01:00:40,"li22_31",1,30,2016,0.435036,0.0982647,0.201383,0.212563477200577,3599
"140",1480471229,0.236653,375211099,0,0,2016-11-30 02:00:29,"li22_31",2,30,2016,0.489354,0.0878906,0.206122,0.213948017596567,3594
"210",1480474833,0.14575,696669926,0,0,2016-11-30 03:00:33,"li22_31",3,30,2016,0.698993,0.107644,0.224078,0.232306302425107,3595
"280",1480478428,0.33755,8314615,0,0,2016-11-30 04:00:28,"li22_31",4,30,2016,0.487377,0,0.215287,0.227788719170243,3594
"350",1480482032,0.206122,344882817,0,0,2016-11-30 05:00:32,"li22_31",5,30,2016,0.564488,0.0982647,0.215287,0.224981687249284,3594
"420",1480485642,0.219727,327296277,0,0,2016-11-30 06:00:42,"li22_31",6,30,2016,0.550633,0.0878906,0.240698,0.250834978156028,3595
"490",1480489216,0.210754,25895183,0,0,2016-11-30 07:00:16,"li22_31",7,30,2016,0.491324,0.116268,0.240698,0.251696891273248,3594
"560",1480492820,0.210754,796813354,0,0,2016-11-30 08:00:20,"li22_31",8,30,2016,0.715378,0.124296,0.240698,0.248270519774011,3599
"631",1480496434,0.175781,693502167,0,0,2016-11-30 09:00:34,"li22_31",9,30,2016,0.527344,0.131836,0.248592,0.259062083806818,3595
"701",1480500014,0.236653,56440995,0,0,2016-11-30 10:00:14,"li22_31",10,30,2016,0.700373,0.124296,0.256243,0.264663701828411,3594
"772",1480503608,0.224078,403736286,0,0,2016-11-30 11:00:08,"li22_31",11,30,2016,0.679378,0.131836,0.263672,0.273956677053824,3594
"843",1480507227,0.405156,761386819,0,0,2016-11-30 12:00:27,"li22_31",12,30,2016,0.596103,0.124296,0.244677,0.251158505714286,3595
"913",1480510827,0.252447,116611220,0,0,2016-11-30 13:00:27,"li22_31",13,30,2016,0.512486,0.107644,0.232537,0.244060307801418,3594
"983",1480514401,0.236653,469976702,0,0,2016-11-30 14:00:01,"li22_31",14,30,2016,0.487377,0.107644,0.215287,0.224885768465909,3594
"1054",1480518030,0.219727,817770353,0,0,2016-11-30 15:00:30,"li22_31",15,30,2016,0.57801,0.107644,0.228347,0.24028188028169,3595
