"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1162",1420491789,0.0621481,736683704,0,0,2015-01-05 21:03:09,"li22_31",21,5,2015,0.753505,0,0.0439453,0.0351600022508039,3595
"1192",1420495239,0,110869519,0,0,2015-01-05 22:00:39,"li22_31",22,5,2015,0.815064,0,0.0982647,0.0917961588014981,3594
"1246",1420498863,0.107644,450717506,0,0,2015-01-05 23:01:03,"li22_31",23,5,2015,0.138967,0.0439453,0.0878906,0.0935923570409982,3594
"4599",1420491439,0.14575,832231109,0,0,2015-01-05 20:57:19,"li22_31",20,5,2015,3.76753,0.0439453,0.0871901,0.291655375,305
"2742",1420578008,0.0621481,729704901,0,0,2015-01-06 21:00:08,"li22_31",21,6,2015,3.321,0.0439453,0.0878906,0.113690168634686,3595
"2797",1420581668,0.0761155,71642863,0,0,2015-01-06 22:01:08,"li22_31",22,6,2015,3.83887,0.0439453,0.0878906,0.0989400680580762,3594
"2975",1420585247,0.0982647,433104089,0,0,2015-01-06 23:00:47,"li22_31",23,6,2015,0.131836,0.0439453,0.0878906,0.0856332157894737,3594
"1302",1420502462,0.0878906,783466909,0,0,2015-01-06 00:01:02,"li22_31",0,6,2015,0.124296,0.0621481,0.0878906,0.0916567871747212,3595
"1355",1420506002,0.0761155,159080302,0,0,2015-01-06 01:00:02,"li22_31",1,6,2015,5.83,0,0.0878906,0.161707668552036,3594
"1400",1420509631,0.116268,467542265,0,0,2015-01-06 02:00:31,"li22_31",2,6,2015,0.131836,0.0621481,0.0878906,0.0916109623376623,3594
"1454",1420513230,0.0878906,797876309,0,0,2015-01-06 03:00:30,"li22_31",3,6,2015,0.124296,0.0439453,0.0878906,0.0905353917241379,3595
"1512",1420516840,0.0621481,206434437,0,0,2015-01-06 04:00:40,"li22_31",4,6,2015,0.131836,0.0439453,0.0878906,0.0880569419962335,3599
"1565",1420520434,0.0761155,452136526,0,0,2015-01-06 05:00:34,"li22_31",5,6,2015,0.124296,0.0439453,0.0878906,0.0897387770642202,3594
"1619",1420524003,0.0761155,775994206,0,0,2015-01-06 06:00:03,"li22_31",6,6,2015,0.131836,0.0439453,0.0878906,0.0902198879341865,3595
"1674",1420527628,0.0982647,99807968,0,0,2015-01-06 07:00:28,"li22_31",7,6,2015,0.124296,0.0439453,0.0878906,0.0900373259391771,3589
"1730",1420531227,0.0761155,428692586,0,0,2015-01-06 08:00:27,"li22_31",8,6,2015,0.124296,0.0439453,0.0878906,0.0891880383944154,3589
"1787",1420534806,0.0878906,763773937,0,0,2015-01-06 09:00:06,"li22_31",9,6,2015,0.131836,0.0439453,0.0878906,0.0885517444833625,3595
"1844",1420538401,0.0982647,81067039,0,0,2015-01-06 10:00:01,"li22_31",10,6,2015,0.131836,0.0621481,0.0878906,0.0889167701275046,3594
"1899",1420542005,0.0982647,399168114,0,0,2015-01-06 11:00:05,"li22_31",11,6,2015,0.430574,0.0439453,0.0878906,0.0874783635879219,3599
"1956",1420545649,0.0761155,703141289,0,0,2015-01-06 12:00:49,"li22_31",12,6,2015,0.124296,0.0439453,0.0878906,0.0868282720754717,3590
