"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1475193651,0.0878906,813611274,0,0,2016-09-30 00:00:51,"li22_31",0,30,2016,0.346026,0.0439453,0.107644,0.114543233881064,2595590
"62",1475197221,0.0878906,302090252,0,0,2016-09-30 01:00:21,"li22_31",1,30,2016,0.718072,0.0439453,0.116268,0.117098201239349,2595595
"124",1475200810,0.0982647,664691404,0,0,2016-09-30 02:00:10,"li22_31",2,30,2016,0.298052,0.0439453,0.116268,0.121674017199391,2595595
"189",1475204400,0.138967,32489379,0,0,2016-09-30 03:00:00,"li22_31",3,30,2016,0.672234,0.0439453,0.124296,0.125676834287867,2595595
"254",1475208009,0.116268,395438120,0,0,2016-09-30 04:00:09,"li22_31",4,30,2016,0.313832,0.0439453,0.124296,0.128599055605719,2595595
"319",1475211618,0.107644,747345302,0,0,2016-09-30 05:00:18,"li22_31",5,30,2016,0.304462,0.0439453,0.131836,0.135102817718631,2595591
"384",1475215213,0.124296,108476120,0,0,2016-09-30 06:00:13,"li22_31",6,30,2016,0.294794,0.0621481,0.138967,0.138657616041979,2595595
"395679",1477810844,0.14575,489728496,0,0,2016-10-30 07:00:44,"li22_31",7,30,2016,0.248592,0.0621481,0.138967,0.13711337002924,3595
"395747",1477814423,0.138967,109537383,0,0,2016-10-30 08:00:23,"li22_31",8,30,2016,1.21943,0.0439453,0.131836,0.133373719242424,3593
"395813",1477818022,0.0982647,502861376,0,0,2016-10-30 09:00:22,"li22_31",9,30,2016,0.263672,0.0439453,0.131836,0.133362566172107,3594
"395880",1477821601,0.124296,993148367,0,0,2016-10-30 10:00:01,"li22_31",10,30,2016,0.2915,0.0621481,0.124296,0.128667377198212,3596
"395948",1477825251,0.191553,997302686,0,0,2016-10-30 11:00:51,"li22_31",11,30,2016,0.367673,0.0439453,0.131836,0.138684171168437,3594
"396013",1477828801,0.107644,787679748,0,0,2016-10-30 12:00:01,"li22_31",12,30,2016,0.316894,0.0621481,0.138967,0.138092947067669,3595
"396080",1477832426,0.158447,199472848,0,0,2016-10-30 13:00:26,"li22_31",13,30,2016,0.680798,0.0621481,0.138967,0.143166004457652,3595
"396147",1477836010,0.191553,862466627,0,0,2016-10-30 14:00:10,"li22_31",14,30,2016,0.696225,0.0621481,0.138967,0.140904172822823,3595
"448858",1477839646,0.138967,722835177,0,0,2016-10-30 15:00:46,"li22_31",15,30,2016,0.288169,0,0.131836,0.135984224734446,3595
"448924",1477843245,0.175781,122692596,0,0,2016-10-30 16:00:45,"li22_31",16,30,2016,0.375469,0.0621481,0.131836,0.13723850896861,3599
"448990",1477846804,0.158447,553390886,0,0,2016-10-30 17:00:04,"li22_31",17,30,2016,0.75734,0.0439453,0.131836,0.136930235542169,3594
"449057",1477850443,0.131836,948623593,0,0,2016-10-30 18:00:43,"li22_31",18,30,2016,0.334678,0.0621481,0.131836,0.130746006446777,3590
"455643",1477854038,0.124296,438014933,0,0,2016-10-30 19:00:38,"li22_31",19,30,2016,1.18571,0.0439453,0.131836,0.136380316840537,3594
"455710",1477857632,0.152231,804759419,0,0,2016-10-30 20:00:32,"li22_31",20,30,2016,0.365037,0,0.131836,0.135814288296296,3595
"455777",1477861207,0.186444,197405989,0,0,2016-10-30 21:00:07,"li22_31",21,30,2016,0.252447,0.0621481,0.124296,0.128845170089286,3594
"455845",1477864846,0.107644,825180996,0,0,2016-10-30 22:00:46,"li22_31",22,30,2016,0.33755,0.0439453,0.124296,0.128257093948563,3595
"455911",1477868446,0.158447,253081333,0,0,2016-10-30 23:00:46,"li22_31",23,30,2016,0.523669,0.0439453,0.124296,0.122911126363636,3590
"111766",1475305197,0.138967,116389640,0,0,2016-10-01 06:59:57,"li22_31",6,1,2016,0.138967,0.138967,0.138967,0.138967,0
"451",1475305207,0.107644,112551296,0,0,2016-10-01 07:00:07,"li22_31",7,1,2016,0.794669,0.0439453,0.158447,0.159149572275335,3589
