"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,29,15,24,23.0148032044584,22.035,21.6375,21.87,21.843866452367,106.953,102.954,104.3015,104.676238773148,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-31
"2",0.561056,0.0621481,0.196529,0.136297391950149,10,0.487377,0.2130205,0.2396089,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,29.5,17.5,24.5,24.0479126299102,22.0425,21.695,21.8725,21.8653151208683,106.493,102.781,104.4295,104.595654282407,"2","1","22","1","0","0","1","1","0","0","0","0","0","0",2015-02-01
"3",0.559332,0.0621481,0.206122,0.141721852948336,21,0.521822,0.215287,0.226687047619048,0.134855,0.0827385,0.134855,0.1007294,1,0.134855,0.134855,0.134855,5,5,0,NA,NA,NA,NA,NA,29,18,24.5,24.2285549323656,22.0225,21.71,21.8725,21.8701542688081,106.534,103.121,104.4015,104.657017361111,"3","1","19","1","0","0","2","1","0","0","0","0","0","0",2015-02-02
"4",1.35092,0.0761155,0.210754,0.147425106198917,26,1.35092,0.224078,0.291493307692308,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,29,0.5,24.5,24.2552809884416,21.99,18.255,21.8725,21.8716628343217,106.572,103.073,104.714,104.954409027778,"6","1","18","1","0","0","4","1","0","0","2","1","0","0",2015-02-03
"5",9.94281,0,0.228347,0.156545263342936,69,9.94281,0.224078,0.440959202898551,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,25.5,0.5,24,24.1474607970076,21.97,0.28,21.8725,21.8646527944351,106.69,103.293,104.814,104.941133101852,"18","1","5","1","0","0","9","1","0","0","6","1","0","0",2015-02-04
"6",1.27593,0.0761155,0.228347,0.163042662235502,86,1.27593,0.224078,0.249267151162791,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,29,0.5,24,23.8288596992195,22.0125,16.1725,21.8725,21.8626802096986,106.05,103.246,104.496,104.664532407407,"23","1","1","1","0","0","12","1","0","0","8","1","0","0",2015-02-05
"7",0.562775,0.0439453,0.244677,0.172113571547153,95,0.562775,0.236653,0.249645536842105,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,26,16,24.5,24.0399008475932,21.92,21.66,21.8725,21.8656786879304,105.528,102.197,103.65,103.863759375,"24","1","0","0","0","0","12","1","0","0","8","1","0","0",2015-02-06
"8",4.01108,0.0761155,0.240698,0.167367113671116,90,4.01108,0.232537,0.2918658,0.125461,0.0762323,0.125461,0.0950783666666667,1,0.125461,0.125461,0.125461,5,5,0,NA,NA,NA,NA,NA,28,15.5,24,23.8746035940803,21.9925,21.66,21.8725,21.8634188751649,105.916,102.798,104.313,104.416775925926,"23","1","1","1","0","0","11","1","0","0","8","1","0","0",2015-02-07
"9",0.552384,0,0.234595,0.164817628449518,96,0.552384,0.228347,0.242745708333333,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,31.5,17.5,24,23.9978143031999,22.1025,21.705,21.8725,21.8706600093164,105.695,102.966,104.749,104.657244907407,"24","1","0","0","0","0","12","1","0","0","8","1","0","0",2015-02-08
"10",0.555869,0.0761155,0.240698,0.167729951426256,74,0.555869,0.232537,0.256807108108108,0.120656,0.0822113,0.120656,0.098569,1,0.120656,0.120656,0.120656,5,5,0,NA,NA,NA,NA,NA,29.5,17.5,24.5,24.2575378538512,22.035,21.7,21.8725,21.8730750235183,106.576,102.02,104.304,104.414473611111,"18","1","1","1","0","0","9","1","0","0","7","1","0","0",2015-02-09
"11",1.63545,0.0761155,0.228347,0.15281024629757,38,1.63545,0.228347,0.273692657894737,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,30.5,0,24,23.8655922774869,23.4075,9.94,21.8725,21.8651405918415,106.522,103.14,104.4545,104.713163078704,"11","1","7","1","0","0","6","1","0","0","4","1","0","0",2015-02-10
"12",10.294,0,0.219727,0.151361943059887,23,10.294,0.224078,0.708888913043478,0.128156,0.0829448,0.128156,0.0987055666666667,1,0.128156,0.128156,0.128156,5,5,1,NA,NA,NA,NA,NA,25.5,0,24,18.6551824817518,21.9075,0.0025,21.8725,21.5523304244347,106.091,87.6419,103.604,99.2954882090952,"6","1","10","1","1","1","4","1","0","0","2","1","0","0",2015-02-11
"13",2.2571,0.0621481,0.215287,0.147808204845695,53,2.2571,0.215287,0.27328679245283,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,29,0,24,22.4798105120686,21.9825,0.0975,21.8725,21.7942739921513,107.063,93.8683,104.621,104.749269895833,"14","1","9","1","0","0","9","1","0","0","5","1","0","0",2015-02-12
"14",0.527344,0.0621481,0.224078,0.146880311318145,52,0.527344,0.217507,0.223176365384615,0.205057,0.0710005,0.1507935,0.120050110416667,8,0.205057,0.1507935,0.158014625,5,5,0,NA,NA,NA,NA,NA,25,4,23.5,20.7610195154778,22.07,21.7375,21.8725,21.8795174669938,107.597,103.64,105.065,105.341194212963,"15","1","10","1","0","0","7","1","0","0","5","1","0","0",2015-02-13
"15",1.30954,0.0761155,0.477368,0.201194673512113,78,1.30954,0.3689815,0.424138743589744,0.428343,0.072215,0.274096,0.220693259824561,95,0.428343,0.274096,0.264508757894737,5,5,0,NA,NA,NA,NA,NA,23.5,0.5,10.5,10.5529251216328,22.1475,18.315,21.885,21.8909907407407,107.759,104.28,105.51,105.812443171296,"22","1","2","1","8","1","11","1","5","1","7","1","3","1",2015-02-14
"16",1.56114,0,0.252447,0.172507291418524,60,1.56114,0.252447,0.360622866666667,0.437427,0.0710005,0.231595,0.209199823148148,36,0.437427,0.231595,0.241664916666667,6,6,1,NA,NA,NA,NA,NA,22.5,0.5,15,13.5059585492228,22.1175,0.2725,21.935,21.9089968171296,107.842,103.31,105.566,105.831953472222,"16","1","8","1","2","1","9","1","1","1","6","1","1","1",2015-02-15
"17",1.05926,0.0621481,0.316894,0.167895348281849,63,1.05926,0.294794,0.31594780952381,0.317758,0.0667851,0.2087205,0.166823226075269,62,0.317758,0.2087205,0.20402685483871,6,6,0,NA,NA,NA,NA,NA,26,1,10,11.0559202378003,22.215,19.0925,21.8625,21.88962996181,107.863,104.069,105.71,105.866072106481,"17","1","7","1","4","1","8","1","3","1","6","1","0","0",2015-02-16
"18",4.53872,0.0621481,0.210754,0.148626197833722,24,4.53872,0.357013,0.528260666666667,0.28529,0.0803339,0.1661315,0.160544299074074,54,0.28529,0.1661315,0.185978388888889,6,6,1,NA,NA,NA,NA,NA,23,1.5,11.5,11.8,22.13,21.74,21.8875,21.9054293981481,107.383,104.68,105.515,105.647458912037,"6","1","18","1","1","1","3","1","0","0","3","1","0","0",2015-02-17
"19",0.532809,0.0621481,0.196529,0.146524338219548,18,0.421509,0.37546,0.366070388888889,0.29947,0.0762068,0.236127,0.178293111956522,46,0.29947,0.236127,0.217345739130435,6,6,0,NA,NA,NA,NA,NA,22.5,1.5,15.5,13.0575460122699,22.1125,21.66,21.95,21.9191688852877,107.375,104.911,105.554,105.833566435185,"6","1","19","1","3","1","3","1","2","1","2","1","0","0",2015-02-18
"20",0.597721,0.0621481,0.240698,0.150713767293695,23,0.445996,0.359708,0.355867652173913,0.418321,0.0164385,0.231021,0.177724244217687,49,0.418321,0.231021,0.225008020408163,6,6,0,NA,NA,NA,NA,NA,27,1,13.5,11.9266562462426,22.2475,21.375,21.915,21.8977259837963,107.279,104.409,105.476,105.661031597222,"7","1","18","1","4","1","3","1","2","1","3","1","1","1",2015-02-19
"21",1.27895,0.0621481,0.196529,0.14000510898548,12,1.27895,0.334665,0.426976,0.330198,0.0739732,0.1555505,0.160873061666667,20,0.330198,0.1555505,0.18923295,6,6,0,NA,NA,NA,NA,NA,23,1,13.5,13.257012195122,22.12,21.695,21.92,21.9169878472222,107.764,104.509,105.392,105.822247222222,"3","1","21","1","2","1","2","1","0","0","1","1","0","0",2015-02-20
"22",0.587948,0.0621481,0.228347,0.154469427410379,48,0.587948,0.248592,0.2828878125,0.294393,0.072494,0.174347,0.167390674166667,20,0.294393,0.174347,0.1951486,6,6,0,NA,NA,NA,NA,NA,23.5,1,13.5,13.1564267859492,22.15,21.735,21.9175,21.9194551987945,107.658,103.977,105.3815,105.708292361111,"13","1","11","1","2","1","7","1","1","1","4","1","1","1",2015-02-21
"23",0.572977,0.0621481,0.277935,0.15444144495445,46,0.483398,0.304462,0.303169086956522,0.291935,0.0704956,0.165733,0.145376044047619,56,0.291935,0.165733,0.172931035714286,6,6,0,NA,NA,NA,NA,NA,21,1,10,10.5372556736193,22.075,21.7275,21.8675,21.8836563187768,107.269,104.155,105.3225,105.571188078704,"12","1","12","1","1","1","6","1","1","1","4","1","0","0",2015-02-22
