"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,0.153439,0.0945141,0.1268675,0.120247940217391,46,0.153439,0.1268675,0.128746347826087,8,8,0,NA,NA,NA,NA,NA,22.5,0,20.5,20.6636701078761,21.6225,0.86,21.6,21.5731062212796,104.211,100.742,102.1965,102.376190162037,"0","0","4","1","0","0","0","0","0","0","0","0","0","0",2015-11-30
"2",7.03715,0,0.236653,0.164933176376232,92,7.03715,0.224078,0.324178108695652,0.151688,0.0835418,0.127356,0.120985499038462,52,0.151688,0.127356,0.128648115384615,8,8,0,1,NA,NA,NA,NA,22,0,20.5,20.592708696157,21.6275,0.4,21.6025,21.5805707539489,104.996,100.702,102.927,103.139838310185,"24","1","0","0","1","1","12","1","0","0","8","1","0","0",2015-12-01
"3",5.58469,0,0.219727,0.153648984927679,56,5.58469,0.219727,0.633201,0.139207,0.0890138,0.126094,0.118471090425532,47,0.139207,0.126094,0.127767595744681,8,8,0,1,NA,NA,NA,NA,22,0,20.5,20.6377705375844,21.62,0.37,21.6025,21.5601342799815,104.844,98.1553,103.0185,103.274106446759,"15","1","9","1","0","0","8","1","0","0","5","1","0","0",2015-12-02
"4",2.6506,0,0.210754,0.150197838590634,42,2.6506,0.215287,0.348208357142857,0.295408,0.0809933,0.128049,0.121509390517241,58,0.295408,0.128049,0.131868672413793,8,8,0,NA,NA,NA,NA,NA,22.5,0,21,21.1502148414818,22.39,0.8725,21.605,21.5917826231691,104.581,101.37,102.724,102.829357209087,"11","1","14","1","0","0","6","1","0","0","4","1","0","0",2015-12-03
"5",3.52988,0,0.219727,0.154228806738153,60,3.52988,0.219727,0.31800545,2.67785,0.0794445,0.129497,0.144374229807692,52,2.67785,0.129497,0.178989615384615,8,8,0,NA,NA,NA,NA,NA,23,0.5,21,21.169533883529,21.6325,0.92,21.605,21.5961528793419,105.105,102.144,102.873,103.250906145122,"15","1","7","1","0","0","8","1","0","0","6","1","0","0",2015-12-04
"6",5.75717,0,0.236653,0.160131551643309,63,5.75717,0.232537,0.470066793650794,0.143716,0.0878901,0.126782,0.120324387777778,45,0.143716,0.126782,0.127550422222222,8,8,0,1,NA,NA,NA,NA,34.5,0,20,20.1011344591981,21.6325,0.3275,21.6025,19.822056870424,104.538,91.6097,102.823,102.039627071759,"17","1","8","1","0","0","9","1","0","0","5","1","0","0",2015-12-05
"7",5.51772,0,0.240698,0.164638272161738,89,5.51772,0.228347,0.572210426966292,0.148209,0.0854532,0.1274965,0.119105927,50,0.148209,0.1274965,0.12840742,8,8,0,3,NA,NA,NA,NA,22,0,19,19.0921336206897,21.6275,0.3325,21.605,21.0266459932179,105.343,93.445,103.382,103.321977337963,"24","1","0","0","0","0","12","1","0","0","8","1","0","0",2015-12-06
"8",5.55713,0,0.232537,0.161777537195646,94,5.55713,0.224078,0.338218085106383,0.148543,0.0945141,0.1286605,0.125728260625,80,0.148543,0.1286605,0.130339825,8,8,0,1,NA,NA,NA,NA,24.5,0,19,18.9559097254537,21.6175,0.3725,21.6075,21.5465856275903,105.295,98.4698,104.0955,104.137968240741,"24","1","0","0","0","0","12","1","0","0","8","1","0","0",2015-12-07
"9",3.79485,0,0.224078,0.157683923024327,70,3.79485,0.224078,0.302068857142857,0.15279,0.112338,0.13159,0.131697604166667,24,0.15279,0.13159,0.134475375,8,8,0,NA,NA,NA,NA,NA,20.5,0,18.5,18.5321627260083,21.62,1.6025,21.6075,21.5986677552971,105.022,102.722,103.984,103.978438541667,"19","1","5","1","0","0","9","1","0","0","5","1","0","0",2015-12-08
"10",5.74693,0,0.228347,0.16018470942154,79,5.74693,0.224078,0.464594658227848,0.163209,0.096514,0.1372345,0.132916433333333,120,0.163209,0.1372345,0.138595866666667,8,8,0,NA,NA,NA,NA,NA,20,0,18.5,18.6744643891141,21.6225,1.16,21.6075,21.5876601350239,105.354,103.232,104.153,104.320483680556,"19","1","4","1","0","0","11","1","0","0","7","1","0","0",2015-12-09
"11",5.26501,0,0.219727,0.149349986174441,40,5.26501,0.224078,0.49778555,0.157001,0.0902612,0.132156,0.126195965656566,99,0.157001,0.132156,0.134058202020202,8,8,0,NA,NA,NA,NA,NA,20,0,19,18.9732629625333,21.6325,1.025,21.61,21.5936346935585,104.924,102.024,103.6425,103.65882974537,"10","1","13","1","0","0","3","1","0","0","3","1","0","0",2015-12-10
"12",5.63443,0,0.206122,0.139803923451002,20,5.63443,0.219727,1.64825895,0.227367,0.0715398,0.127179,0.121302557142857,70,0.227367,0.127179,0.129696414285714,8,8,0,2,NA,NA,NA,NA,21,0,18.5,18.7227018198787,21.63,0.37,21.6075,21.5339768795219,104.688,96.9201,102.817,103.079280266204,"4","1","20","1","0","0","2","1","0","0","2","1","0","0",2015-12-11
"13",5.85381,0,0.428326,0.143485136806573,36,5.85381,0.441645,0.950203222222222,0.289041,0.0785006,0.128225,0.125423025833333,60,0.289041,0.128225,0.139465333333333,8,8,0,3,NA,NA,NA,NA,31.5,0,18,17.9105294117647,21.6125,0.3625,21.605,21.41740094172,104.7,96.1318,103.04,103.07907681713,"9","1","14","1","0","0","5","1","0","0","3","1","0","0",2015-12-12
"14",1.76822,0,0.4923045,0.159927453678567,61,1.76822,0.483398,0.523451344262295,0.41223,0.0891707,0.13867,0.158274265263158,95,0.41223,0.13867,0.1875906,8,8,0,1,NA,NA,NA,NA,25.5,0,17,16.9779368960298,21.6475,0.59,21.6075,21.5844119663981,104.282,100.903,103.195,103.08440474537,"13","1","9","1","2","1","7","1","2","1","5","1","0","0",2015-12-13
"15",6.41918,0,1.07014,0.448303819454384,95,6.41918,0.971778,1.30834756842105,0.98132,0,0.4500655,0.418992137323944,142,0.98132,0.4500655,0.481962612676056,8,8,0,4,NA,NA,NA,NA,22.5,0,14.5,14.2897819531431,21.6175,0.3225,21.605,21.5028492819232,104.083,97.8199,102.429,102.47931931713,"24","1","0","0","23","1","12","1","11","1","8","1","8","1",2015-12-14
"16",2.06028,0,1.14762,0.672636159510995,96,1.96234,1.058345,1.02580577083333,1.39576,0.13615,0.7998905,0.754486983333333,110,1.39576,0.7998905,0.825270645454545,8,8,0,1,NA,NA,NA,NA,21.5,0,12,11.6052141527002,21.6175,0.195,21.6025,18.0732912158314,104.059,90.9502,102.5425,99.9254124305556,"24","1","0","0","24","1","12","1","12","1","8","1","8","1",2015-12-15
"17",5.60264,0,1.68546,1.32410793308708,85,5.60264,1.61286,1.87647117647059,1.69329,0.10653,1.465025,1.28883150651042,128,1.69329,1.465025,1.3587838359375,8,8,1,3,NA,NA,NA,NA,21,0,5.5,5.59211763126091,21.6125,0.1075,21.5975,19.9253024865419,103.283,92.9159,101.492,100.732099537037,"22","1","0","0","22","1","11","1","11","1","8","1","8","1",2015-12-16
"18",6.08353,0,1.761645,0.777092852775562,86,5.54147,1.62835,1.80547690697674,4.8352,0.0862671,0.877203,0.766159869465649,131,4.8352,0.877203,0.883772389312977,8,8,0,5,NA,NA,NA,NA,31.5,0,0,3.1806163384391,21.62,0.1475,21.6,20.7955356312936,103.926,92.3893,101.288,101.233394247685,"24","1","0","0","21","1","12","1","11","1","8","1","7","1",2015-12-17
"19",6.08353,0,0.316894,0.193280967232914,92,6.08353,0.288169,0.593320065217391,3.55511,0.0923869,0.168601,0.167124116793893,131,3.55511,0.168601,0.191456564885496,8,8,0,2,NA,NA,NA,NA,24.5,0,23.5,23.4200278164117,21.6175,0.2725,21.6025,21.4960043859649,102.796,99.2758,101.363,101.482756967593,"24","1","0","0","11","1","12","1","5","1","8","1","3","1",2015-12-18
"20",5.84225,0,0.375469,0.32072465993425,20,5.84225,0.240665,1.19307995,0.228214,0.126684,0.185905,0.172530467741935,31,0.228214,0.185905,0.183898129032258,8,8,1,2,NA,NA,NA,NA,24,0,23.5,23.3374913374913,21.6225,0,21.605,19.7340280210158,102.315,69.8818,81.8752,87.1255431805632,"5","1","1","1","1","1","3","1","1","1","1","1","1","1",2015-12-19
