"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_max_value","temp_min_value","temp_median_value","temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"1",NA,NA,NA,NA,NA,NA,NA,NA,0.267112,0.0637277,0.130116,0.103188695909091,66,0.267112,0.130116,0.147018348484848,3,3,0,NA,NA,NA,NA,NA,36,0.5,16,16.0450099342809,24.2175,3.7875,20.81,20.807726329917,105.642,96.4655,103.2645,103.504240123457,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-03-31
"2",NA,NA,NA,NA,NA,NA,NA,NA,0.203156,0.0605235,0.133777,0.102263687045455,88,0.203156,0.133777,0.14276575,3,3,0,NA,NA,NA,NA,NA,17,15,16,16.1712652023961,20.82,20.7975,20.8125,20.811779702169,105.493,101.85,103.292,103.443182291667,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-01
"3",NA,NA,NA,NA,NA,NA,NA,NA,0.210507,0.0597835,0.137318,0.104613345996169,87,0.210507,0.137318,0.147645689655172,3,3,0,1,NA,NA,NA,NA,21.5,0.5,16,17.3798631476051,21.1275,0.01,20.81,20.6720052936728,106.753,93.4997,103.5885,103.985581261574,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-02
"4",NA,NA,NA,NA,NA,NA,NA,NA,0.20206,0.059424,0.1393285,0.105558840625,96,0.20206,0.1393285,0.149910489583333,3,3,0,NA,NA,NA,NA,NA,21.5,19.5,20.5,20.3245897040258,21.125,21.085,21.1125,21.1141464773044,106.588,103.389,104.235,104.788240046296,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-03
"5",NA,NA,NA,NA,NA,NA,NA,NA,43.3573,0.0598937,0.135563,1.1413756189418,63,43.3573,0.135563,1.52462238095238,3,3,0,1,NA,NA,NA,NA,23.5,0,20,18.7352578590508,21.9375,0.0075,21.11,19.9555489970748,106.672,91.0881,103.791,102.068127355623,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-04
"6",NA,NA,NA,NA,NA,NA,NA,NA,0.338635,0.055523,0.133914,0.101157333508772,57,0.338635,0.133914,0.15190149122807,3,3,0,NA,NA,NA,NA,NA,26,0.5,20,20.1341594827586,21.7775,15.845,21.115,20.9786610211095,107.571,99.6773,104.5715,104.867473622685,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-05
"7",NA,NA,NA,NA,NA,NA,NA,NA,0.211476,0.0543527,0.133851,0.10009023908046,58,0.211476,0.133851,0.144789637931034,3,3,0,NA,NA,NA,NA,NA,21,19.5,20,20.2059843885516,21.13,21.105,21.115,21.1161127393513,108.248,103.195,105.203,105.527052777778,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-06
"8",NA,NA,NA,NA,NA,NA,NA,NA,0.212223,0.0473153,0.149017,0.0990618493333333,45,0.212223,0.149017,0.153568511111111,3,3,0,1,NA,NA,NA,NA,24.5,0.5,20,20.1691842900302,21.14,0.0075,21.1175,20.7054214814815,108.039,93.5351,105.47,103.3452796875,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-07
"9",NA,NA,NA,NA,NA,NA,NA,NA,0.203855,0.0464716,0.1474625,0.102554238106061,66,0.203855,0.1474625,0.153816318181818,3,3,0,NA,NA,NA,NA,NA,21,19.5,20,20.1900430359937,21.125,21.105,21.115,21.1141589308579,106.035,103.496,104.7015,104.741454050926,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-08
"10",NA,NA,NA,NA,NA,NA,NA,NA,0.207407,0.0512299,0.153722,0.0975925404794521,73,0.207407,0.153722,0.156397273972603,3,3,0,NA,NA,NA,NA,NA,21,19.5,20,20.1968568449278,21.145,21.1025,21.115,21.1143988294314,105.645,103.733,104.4665,104.535462962963,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-09
"11",NA,NA,NA,NA,NA,NA,NA,NA,0.20362,0.0520915,0.1622755,0.0992093757142857,70,0.20362,0.1622755,0.158106342857143,3,3,0,NA,NA,NA,NA,NA,21,19.5,20.5,20.3142119888845,21.1225,21.1025,21.1125,21.1122688502218,105.14,103.799,104.388,104.378307407407,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-10
"12",NA,NA,NA,NA,NA,NA,NA,NA,0.200356,0.0571615,0.1357285,0.0997247090151515,66,0.200356,0.1357285,0.150340757575758,3,3,0,NA,NA,NA,NA,NA,21,19.5,20.5,20.2790076335878,21.12,21.0675,21.1125,21.1119346609612,105.506,103.491,104.311,104.444896875,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-11
"13",NA,NA,NA,NA,NA,NA,NA,NA,0.198038,0.0579919,0.1297485,0.0992483635416667,72,0.198038,0.1297485,0.142730180555556,3,3,0,NA,NA,NA,NA,NA,20.5,0.5,20.5,20.2883160981633,21.12,12.9725,21.1125,21.1100443246207,105.317,102.587,103.865,104.047690046296,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-12
"14",NA,NA,NA,NA,NA,NA,NA,NA,0.208208,0.0432373,0.1288535,0.0986617925,42,0.208208,0.1288535,0.14163280952381,3,3,0,1,NA,NA,NA,NA,23.5,0,20.5,17.7258341933265,21.12,0.005,21.11,18.1943039849219,106.129,88.6901,103.328,99.9256589930555,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-13
"15",NA,NA,NA,NA,NA,NA,NA,NA,0.221787,0.055996,0.131049,0.0986058262142857,70,0.221787,0.131049,0.1436266,3,3,0,1,NA,NA,NA,NA,21,0.5,20.5,20.2522310153224,21.1325,0.025,21.1125,21.0010878378378,105.955,97.8534,103.8885,104.150176840278,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-14
"16",NA,NA,NA,NA,NA,NA,NA,NA,0.205658,0.0523441,0.135054,0.0993034647619048,63,0.205658,0.135054,0.146692793650794,3,3,0,NA,NA,NA,NA,NA,21,19.5,20,20.1451992601312,21.125,21.09,21.1125,21.1124280541262,106.405,102.645,103.735,104.280003356481,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-15
"17",NA,NA,NA,NA,NA,NA,NA,NA,0.197638,0.0530946,0.134777,0.0984367642647059,68,0.197638,0.134777,0.144614970588235,3,3,0,NA,NA,NA,NA,NA,20.5,19.5,20,20.1266103059581,21.125,21.1025,21.1125,21.1133636363636,107.467,102.944,104.73,105.00843275463,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-16
"18",NA,NA,NA,NA,NA,NA,NA,NA,0.204275,0.0453586,0.133282,0.1014293962,75,0.204275,0.133282,0.145128106666667,3,3,0,NA,NA,NA,NA,NA,21,2,20,19.9903064992614,21.1525,2.0025,21.1175,21.1097897562067,108.003,103.523,105.265,105.525549189815,"0","0","1","1","0","0","0","0","0","0","0","0","0","0",2016-04-17
"19",NA,NA,NA,NA,NA,NA,NA,NA,0.209997,0.0464716,0.137231,0.0988007778109453,67,0.209997,0.137231,0.151147701492537,3,3,0,1,NA,NA,NA,NA,20.5,1,20,19.7768171629843,21.13,0.31,21.115,21.1094184273579,108.357,103.754,105.3185,105.772901967593,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",2016-04-18
"20",NA,NA,NA,NA,NA,NA,NA,NA,0.207986,0.0435413,0.1304875,0.0935569708695652,46,0.207986,0.1304875,0.145096195652174,3,3,0,1,NA,NA,NA,NA,22.5,0.5,20,19.6285574092247,21.1275,0.015,21.115,20.9967310687171,107.507,96.8148,105.1745,105.246261666667,"0","0","5","1","0","0","0","0","0","0","0","0","0","0",2016-04-19
"21",NA,NA,NA,NA,NA,NA,NA,NA,0.218311,0.0481785,0.157703,0.0961107608108108,37,0.218311,0.157703,0.158434216216216,3,3,1,5,NA,NA,NA,NA,27.5,0,20.5,19.9465416772232,23.9875,0.01,21.11,20.4813134490239,107.335,93.1762,104.542,104.033149907407,"0","0","9","1","0","0","0","0","0","0","0","0","0","0",2016-04-20
"22",NA,NA,NA,NA,NA,NA,NA,NA,0.199407,0.0481785,0.157755,0.0943639288235294,51,0.199407,0.157755,0.155410039215686,4,3,0,NA,NA,NA,NA,NA,20.5,19.5,20,20.0518828451883,21.135,20.0225,21.115,21.1152262201639,106.238,103.254,104.766,104.924923263889,"0","0","4","1","0","0","0","0","0","0","0","0","0","0",2016-04-21
"23",NA,NA,NA,NA,NA,NA,NA,NA,0.21716,0.0538652,0.153561,0.0997569495070423,71,0.21716,0.153561,0.15628938028169,4,3,0,NA,NA,NA,NA,NA,21,19,20,20.1853016142736,21.125,20.74,21.115,21.1137401002101,105.739,102.388,103.8295,103.854676851852,"0","0","4","1","0","0","0","0","0","0","0","0","0","0",2016-04-22
