"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1433030434,0.0982647,294861145,0,0,2015-05-31 00:00:34,"li28_31",0,31,2015,0.158447,0.0621481,0.107644,0.103927097073171,3594
"62",1433034008,0.107644,648701734,0,0,2015-05-31 01:00:08,"li28_31",1,31,2015,0.138967,0.0439453,0.0878906,0.0932590794217687,3589
"121",1433037617,0.116268,986841132,0,0,2015-05-31 02:00:17,"li28_31",2,31,2015,0.334678,0.0439453,0.0982647,0.106449113266998,3594
"181",1433041202,0.0982647,333462771,0,0,2015-05-31 03:00:02,"li28_31",3,31,2015,1.76111,0.0439453,0.0982647,0.104949106345733,3594
"227",1433044806,0.116268,660763801,0,0,2015-05-31 04:00:06,"li28_31",4,31,2015,0.158447,0.0621481,0.107644,0.107193239765101,3594
"287",1433048425,0.138967,993292239,0,0,2015-05-31 05:00:25,"li28_31",5,31,2015,0.656243,0.0761155,0.124296,0.123562116431925,3594
"351",1433052035,0.107644,339556166,0,0,2015-05-31 06:00:35,"li28_31",6,31,2015,0.170199,0.0621481,0.116268,0.117963878129952,3599
"414",1433055639,0.138967,680625693,0,0,2015-05-31 07:00:39,"li28_31",7,31,2015,0.240698,0.0621481,0.107644,0.111744249594814,3595
"476",1433059249,0.116268,48155139,0,0,2015-05-31 08:00:49,"li28_31",8,31,2015,0.164428,0.0621481,0.107644,0.108768486189684,3594
"536",1433062848,0.0982647,385162679,0,0,2015-05-31 09:00:48,"li28_31",9,31,2015,0.170199,0.0621481,0.107644,0.108736307450331,3584
"596",1433066422,0.0761155,741015536,0,0,2015-05-31 10:00:22,"li28_31",10,31,2015,0.164428,0.0621481,0.107644,0.106821821538462,3590
"655",1433070057,0.107644,718051413,0,0,2015-05-31 11:00:57,"li28_31",11,31,2015,0.164428,0.0621481,0.116268,0.1153735765,3584
"715",1433073641,0.131836,455996321,0,0,2015-05-31 12:00:41,"li28_31",12,31,2015,0.175781,0.0761155,0.124296,0.121367731774194,3594
"777",1433077245,0.116268,815363301,0,0,2015-05-31 13:00:45,"li28_31",13,31,2015,0.181191,0.0761155,0.124296,0.121984343902439,3591
"838",1433080826,0.116268,155921113,0,0,2015-05-31 14:00:26,"li28_31",14,31,2015,0.164428,0.0621481,0.116268,0.114102451446945,3584
"900",1433084414,0.0982647,516146878,0,0,2015-05-31 15:00:14,"li28_31",15,31,2015,0.152231,0.0439453,0.0982647,0.0963233101045296,3594
"958",1433088048,0.107644,861301013,0,0,2015-05-31 16:00:48,"li28_31",16,31,2015,0.131836,0.0439453,0.0878906,0.0876126527145359,3595
"1015",1433091638,0.0878906,216555495,0,0,2015-05-31 17:00:38,"li28_31",17,31,2015,0.138967,0.0439453,0.0878906,0.083146235978836,3589
"1072",1433095257,0.0621481,575457239,0,0,2015-05-31 18:00:57,"li28_31",18,31,2015,0.124296,0.0439453,0.0878906,0.0844694052919708,3589
"1126",1433098831,0.0621481,939072240,0,0,2015-05-31 19:00:31,"li28_31",19,31,2015,0.14575,0,0.0878906,0.0846990603942652,3595
"1182",1433102416,0.0878906,306387282,0,0,2015-05-31 20:00:16,"li28_31",20,31,2015,0.665013,0.0439453,0.0761155,0.0814415041742287,3589
"1237",1433106010,0.0761155,671964228,0,0,2015-05-31 21:00:10,"li28_31",21,31,2015,0.170199,0.0439453,0.0878906,0.0832022161921708,3595
"1293",1433109600,0.107644,40646656,0,0,2015-05-31 22:00:00,"li28_31",22,31,2015,0.152231,0.0439453,0.0878906,0.0845419522603978,3599
