"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1459382413,0.232537,312056513,0,0,2016-03-31 00:00:13,"li28_31",0,31,2016,0.325907,0.138967,0.201383,0.202334634897361,3594
"69",1459386003,0.259984,540768334,0,0,2016-03-31 01:00:03,"li28_31",1,31,2016,0.395508,0.131836,0.210754,0.21172551233672,3593
"138",1459389611,0.210754,968370048,0,0,2016-03-31 02:00:11,"li28_31",2,31,2016,0.385619,0.124296,0.206122,0.205929149122807,3590
"207",1459393236,0.252447,643686341,0,0,2016-03-31 03:00:36,"li28_31",3,31,2016,0.423793,0.131836,0.206122,0.207559264069264,3594
"276",1459396820,0.240698,628500850,0,0,2016-03-31 04:00:20,"li28_31",4,31,2016,0.426066,0.124296,0.206122,0.204676634472511,3594
"343",1459400404,0.175781,944255408,0,0,2016-03-31 05:00:04,"li28_31",5,31,2016,0.284798,0.131836,0.201383,0.201877400887574,3599
"411",1459404029,0.191553,258777672,0,0,2016-03-31 06:00:29,"li28_31",6,31,2016,0.37029,0.116268,0.196529,0.195472541420118,3594
"479",1459407648,0.152231,582653524,0,0,2016-03-31 07:00:48,"li28_31",7,31,2016,0.277935,0.124296,0.191553,0.191203078986587,3595
"546",1459411252,0.186444,901646354,0,0,2016-03-31 08:00:52,"li28_31",8,31,2016,0.281387,0.107644,0.186444,0.188007427737226,3595
"614",1459414822,0.206122,232554265,0,0,2016-03-31 09:00:22,"li28_31",9,31,2016,0.428326,0.116268,0.201383,0.203878381578947,3589
"683",1459418446,0.232537,551057932,0,0,2016-03-31 10:00:46,"li28_31",10,31,2016,0.432811,0.131836,0.206122,0.209426434402332,3593
"751",1459422015,0.219727,874272700,0,0,2016-03-31 11:00:15,"li28_31",11,31,2016,0.385619,0.107644,0.196529,0.197457146802326,3594
"820",1459425630,0.206122,668140704,0,0,2016-03-31 12:00:30,"li28_31",12,31,2016,0.497184,0.0982647,0.186444,0.184069815463918,3594
"888",1459429245,0.210754,53533500,0,0,2016-03-31 13:00:45,"li28_31",13,31,2016,0.248592,0.107644,0.175781,0.177960324005891,3598
"956",1459432838,0.219727,847261975,0,0,2016-03-31 14:00:38,"li28_31",14,31,2016,0.313832,0.107644,0.196529,0.199666584415584,3595
"1271",1459436423,0.224078,171729214,0,0,2016-03-31 15:00:23,"li28_31",15,31,2016,0.301274,0.124296,0.191553,0.194077040995608,3594
"1339",1459440007,0.201383,488761266,0,0,2016-03-31 16:00:07,"li28_31",16,31,2016,0.288169,0.0761155,0.201383,0.200620494822485,3594
"1530",1459443631,0.240698,806778751,0,0,2016-03-31 17:00:31,"li28_31",17,31,2016,0.506802,0.107644,0.206122,0.208793705967977,3594
"1599",1459447241,0.181191,131977653,0,0,2016-03-31 18:00:41,"li28_31",18,31,2016,0.419212,0.14575,0.210754,0.21411541727672,3594
"1667",1459450825,0.181191,466239048,0,0,2016-03-31 19:00:25,"li28_31",19,31,2016,0.298052,0.131836,0.206122,0.206565722054381,3549
"1856",1459454891,0,493135433,0,0,2016-03-31 20:08:11,"li28_31",20,31,2016,0.687853,0,0.219727,0.257424795454545,3124
"1902",1459458005,0.240698,938657302,0,0,2016-03-31 21:00:05,"li28_31",21,31,2016,0.416902,0.116268,0.215287,0.214744902941176,3595
"1970",1459461605,0.206122,284374042,0,0,2016-03-31 22:00:05,"li28_31",22,31,2016,0.450305,0.124296,0.201383,0.201929542097489,3599
"2038",1459465224,0.228347,633678888,0,0,2016-03-31 23:00:24,"li28_31",23,31,2016,0.340399,0.131836,0.201383,0.20205364244186,3594
"2353",1459468833,0.219727,981717202,0,0,2016-04-01 00:00:33,"li28_31",0,1,2016,0.372888,0.131836,0.201383,0.201161355685131,3595
"2421",1459472403,0.206122,332054520,0,0,2016-04-01 01:00:03,"li28_31",1,1,2016,0.512486,0.107644,0.191553,0.194261221407625,3594
"2490",1459476042,0.259984,680562224,0,0,2016-04-01 02:00:42,"li28_31",2,1,2016,0.378032,0.124296,0.206122,0.20768501179941,3590
"2557",1459479602,0.252447,31035837,0,0,2016-04-01 03:00:02,"li28_31",3,1,2016,0.510598,0.116268,0.206122,0.208185988269795,3594
"2626",1459483241,0.138967,365575769,0,0,2016-04-01 04:00:41,"li28_31",4,1,2016,0.443826,0.116268,0.206122,0.205258109649123,3595
"2694",1459486825,0.206122,706672049,0,0,2016-04-01 05:00:25,"li28_31",5,1,2016,0.298052,0.138967,0.210754,0.210811725547445,3590
"3009",1459490445,0.248592,730285237,0,0,2016-04-01 06:00:45,"li28_31",6,1,2016,0.313832,0.131836,0.210754,0.211241099423631,3599
"3324",1459494029,0.240698,378785894,0,0,2016-04-01 07:00:29,"li28_31",7,1,2016,0.493285,0.124296,0.201383,0.202426810144928,3594
"3393",1459497628,0.215287,717423575,0,0,2016-04-01 08:00:28,"li28_31",8,1,2016,0.388114,0.124296,0.206122,0.210792438494935,3595
"3462",1459501223,0.228347,71479826,0,0,2016-04-01 09:00:23,"li28_31",9,1,2016,0.571289,0.124296,0.244677,0.263774282387191,3594
"3531",1459504837,0.259984,419672113,0,0,2016-04-01 10:00:37,"li28_31",10,1,2016,0.550633,0.14575,0.252447,0.256490613180516,3594
"3847",1459508451,0.236653,947413676,0,0,2016-04-01 11:00:51,"li28_31",11,1,2016,0.405156,0.124296,0.263672,0.265251120910384,3595
"3917",1459512031,0.248592,471987019,0,0,2016-04-01 12:00:31,"li28_31",12,1,2016,0.530993,0.158447,0.256243,0.259371751079137,3594
"3986",1459515605,0.252447,443210769,0,0,2016-04-01 13:00:05,"li28_31",13,1,2016,0.483398,0.14575,0.256243,0.25765861038961,3599
"4056",1459519244,0.201383,773925073,0,0,2016-04-01 14:00:44,"li28_31",14,1,2016,0.430574,0.14575,0.252447,0.257292329529244,3590
"4495",1459522844,0.267309,107500997,0,0,2016-04-01 15:00:44,"li28_31",15,1,2016,0.467145,0.131836,0.236653,0.237156142857143,3589
"4563",1459526408,0.175781,444061875,0,0,2016-04-01 16:00:08,"li28_31",16,1,2016,0.650331,0.116268,0.232537,0.234403916666667,3594
"4632",1459530037,0.263672,773369873,0,0,2016-04-01 17:00:37,"li28_31",17,1,2016,0.33178,0,0.232537,0.234635643578644,3595
"4947",1459533622,0.240698,112884619,0,0,2016-04-01 18:00:22,"li28_31",18,1,2016,0.426066,0.152231,0.2386755,0.238416087896254,3594
"5016",1459537201,0.288169,461325551,0,0,2016-04-01 19:00:01,"li28_31",19,1,2016,0.483398,0.158447,0.236653,0.239052744219653,3594
"5086",1459540846,0.240698,480213540,0,0,2016-04-01 20:00:46,"li28_31",20,1,2016,0.334678,0.152231,0.240698,0.238716103047896,3590
"5155",1459544445,0.228347,138143726,0,0,2016-04-01 21:00:45,"li28_31",21,1,2016,0.385619,0.14575,0.232537,0.234424928467153,3599
"5715",1459548024,0.196529,497335546,0,0,2016-04-01 22:00:24,"li28_31",22,1,2016,0.33178,0.138967,0.224078,0.222182384279476,3594
"5784",1459551638,0.256243,836265651,0,0,2016-04-01 23:00:38,"li28_31",23,1,2016,0.362382,0.138967,0.210754,0.213165094964029,3595
"5853",1459555213,0.224078,187012270,0,0,2016-04-02 00:00:13,"li28_31",0,2,2016,0.351562,0.138967,0.201383,0.204092903930131,3594
"5922",1459558827,0.170199,529927681,0,0,2016-04-02 01:00:27,"li28_31",1,2,2016,0.367673,0.124296,0.201383,0.200115291970803,3594
"5990",1459562401,0.186444,875266805,0,0,2016-04-02 02:00:01,"li28_31",2,2,2016,0.502977,0.116268,0.206122,0.207532171554252,3595
"6059",1459566046,0.240698,968965950,0,0,2016-04-02 03:00:46,"li28_31",3,2,2016,0.481397,0.107644,0.206122,0.208472245949926,3594
"6127",1459569641,0.196529,564886796,0,0,2016-04-02 04:00:41,"li28_31",4,2,2016,0.307617,0.116268,0.206122,0.206048764359352,3594
"6687",1459573244,0.210754,875114219,0,0,2016-04-02 05:00:44,"li28_31",5,2,2016,0.428326,0.131836,0.210754,0.211869772594752,3599
"6755",1459576819,0.196529,214043352,0,0,2016-04-02 06:00:19,"li28_31",6,2,2016,0.43725,0.116268,0.210754,0.21105529455081,3594
"6823",1459580423,0.191553,645365727,0,0,2016-04-02 07:00:23,"li28_31",7,2,2016,0.281387,0.107644,0.196529,0.197264598529412,3594
"6891",1459584022,0.267309,881812570,0,0,2016-04-02 08:00:22,"li28_31",8,2,2016,0.497184,0.131836,0.210754,0.210770560869565,3595
