"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","hour_data","day_data","year_data","max_value","min_value","median_value","average_value","event_duration_seconds"
"1",1456704001,0.116268,784925166,0,0,2016-02-29 00:00:01,"li28_31",0,29,2016,0.248592,0.0621481,0.158447,0.147367403621399,2509198
"56",1456707611,0.0982647,163804808,0,0,2016-02-29 01:00:11,"li28_31",1,29,2016,0.284798,0.0439453,0.158447,0.145694009919355,2509197
"113",1456711250,0.0761155,551397325,0,0,2016-02-29 02:00:50,"li28_31",2,29,2016,0.319927,0.0439453,0.175781,0.161252274979625,2509198
"167",1456714819,0.0982647,918658761,0,0,2016-02-29 03:00:19,"li28_31",3,29,2016,0.419212,0.0621481,0.164428,0.157066040841777,2509188
"227",1456718449,0.0982647,274745598,0,0,2016-02-29 04:00:49,"li28_31",4,29,2016,0.31074,0.0621481,0.158447,0.152510127910686,2509192
"284",1456722013,0.0761155,644176570,0,0,2016-02-29 05:00:13,"li28_31",5,29,2016,0.319927,0.0439453,0.164428,0.152666639700079,2509192
"342",1456725627,0.0878906,984056413,0,0,2016-02-29 06:00:27,"li28_31",6,29,2016,0.407532,0.0439453,0.170199,0.153447778688525,2509193
"396",1456729262,0.107644,362438792,0,0,2016-02-29 07:01:02,"li28_31",7,29,2016,0.334678,0.0439453,0.170199,0.150937994311624,2509187
"449",1456732871,0.0621481,736953189,0,0,2016-02-29 08:01:11,"li28_31",8,29,2016,0.407532,0.0439453,0.186444,0.16058592707137,2509198
"502",1456736436,0.0621481,138109470,0,0,2016-02-29 09:00:36,"li28_31",9,29,2016,0.477368,0.0439453,0.164428,0.150122958643507,2509192
"554",1456740040,0.107644,489642282,0,0,2016-02-29 10:00:40,"li28_31",10,29,2016,0.365037,0.0439453,0.152231,0.144146826211997,2509192
"607",1456743604,0.0761155,873664555,0,0,2016-02-29 11:00:04,"li28_31",11,29,2016,0.519968,0.0439453,0.170199,0.1593710640625,2509193
"661",1456747249,0.0439453,238102539,0,0,2016-02-29 12:00:49,"li28_31",12,29,2016,0.532809,0.0439453,0.158447,0.16269946523848,2509196
