"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"302",1443684627,1.53557,279074492,0,0,2015-10-01 07:30:27,"li24_61",1.57898,0.0878906,0.131836,0.192178174683544,900,0.15,15,"oct_2015"
"460",1443685532,0.158447,105508215,0,0,2015-10-01 07:45:32,"li24_61",1.56052,0,0.107644,0.15309774,899,0.15,15,"oct_2015"
"639",1443686646,3.14662,896250650,0,0,2015-10-01 08:04:06,"li24_61",3.39433,0,0.107644,0.152688964444444,865,0.15,15,"oct_2015"
"774",1443687567,0.164428,598996099,0,0,2015-10-01 08:19:27,"li24_61",5.6749,0.0621481,0.107644,0.273065642384106,899,0.15,15,"oct_2015"
"1006",1443688946,1.41787,478446663,0,0,2015-10-01 08:42:26,"li24_61",1.50573,0,0.0982647,0.188106091025641,900,0.15,15,"oct_2015"
"1195",1443690046,8.54157,272447756,0,0,2015-10-01 09:00:46,"li24_61",8.54157,0.0621481,0.09307765,0.153558726428571,900,0.15,15,"oct_2015"
"1465",1443691715,0.181191,959665926,0,0,2015-10-01 09:28:35,"li24_61",3.96215,0.0621481,0.0982647,0.129047100699301,900,0.15,15,"oct_2015"
"1657",1443692905,1.35092,745125168,0,0,2015-10-01 09:48:25,"li24_61",4.58971,0.0621481,0.0982647,0.204135945454545,900,0.15,15,"oct_2015"
"1875",1443694305,0.259984,474544975,0,0,2015-10-01 10:11:45,"li24_61",3.63739,0.0621481,0.0982647,0.18769135,900,0.15,15,"oct_2015"
"2185",1443696195,0.228347,114680346,0,0,2015-10-01 10:43:15,"li24_61",3.81313,0.0621481,0.0982647,0.126843075167785,899,0.15,15,"oct_2015"
"2361",1443697259,3.38949,915136277,0,0,2015-10-01 11:00:59,"li24_61",4.34081,0.0761155,0.107644,0.281688869677419,900,0.15,15,"oct_2015"
"2545",1443698324,0.158447,713587933,0,0,2015-10-01 11:18:44,"li24_61",5.91403,0,0.107644,0.4911464703125,895,0.15,15,"oct_2015"
"2718",1443699519,0.181191,488849519,0,0,2015-10-01 11:38:39,"li24_61",0.767472,0.0621481,0.0982647,0.107877360810811,900,0.15,15,"oct_2015"
"2895",1443700614,0.158447,295710969,0,0,2015-10-01 11:56:54,"li24_61",1.1375,0,0.0982647,0.106067779285714,900,0.15,15,"oct_2015"
"3037",1443701529,2.56243,115733866,0,0,2015-10-01 12:12:09,"li24_61",2.56243,0,0.0982647,0.128319026056338,899,0.15,15,"oct_2015"
