"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"24",1498867341,1.15016,285378918,0,0,2017-07-01 00:02:21,"li24_61",1.15016,0.0621481,0.0982647,0.106197869863014,899,0.15,15,"july_2017"
"278",1498868910,0.152231,642729869,0,0,2017-07-01 00:28:30,"li24_61",0.298052,0.0621481,0.0982647,0.105270862411348,900,0.15,15,"july_2017"
"608",1498871050,0.196529,588056944,0,0,2017-07-01 01:04:10,"li24_61",0.196529,0.0621481,0.0982647,0.102868037662338,900,0.15,15,"july_2017"
"810",1498872275,0.152231,55046745,0,0,2017-07-01 01:24:35,"li24_61",0.152231,0.0621481,0.0982647,0.10164858137931,899,0.15,15,"july_2017"
"1121",1498874169,0.164428,713444152,0,0,2017-07-01 01:56:09,"li24_61",0.186444,0.0621481,0.107644,0.106980209027778,900,0.15,15,"july_2017"
"1490",1498876509,0.307617,291718544,0,0,2017-07-01 02:35:09,"li24_61",0.307617,0.0621481,0.0982647,0.103451968027211,900,0.15,15,"july_2017"
"1664",1498877569,0.152231,100652092,0,0,2017-07-01 02:52:49,"li24_61",0.158447,0.0621481,0.107644,0.104081866666667,899,0.15,15,"july_2017"
"1916",1498879073,0.294794,831425147,0,0,2017-07-01 03:17:53,"li24_61",1.6437,0.0621481,0.107644,0.116456508783784,900,0.15,15,"july_2017"
"2106",1498880213,0.152231,621980842,0,0,2017-07-01 03:36:53,"li24_61",0.158447,0.0621481,0.0982647,0.099021206993007,900,0.15,15,"july_2017"
"2588",1498883073,0.267309,102308577,0,0,2017-07-01 04:24:33,"li24_61",0.267309,0.0621481,0.0982647,0.0965932636363636,899,0.15,15,"july_2017"
"3389",1498888087,0.288169,260220718,0,0,2017-07-01 05:48:07,"li24_61",0.288169,0.0761155,0.107644,0.1128259,900,0.15,15,"july_2017"
"3541",1498889022,0.152231,38313120,0,0,2017-07-01 06:03:42,"li24_61",0.158447,0.0621481,0.107644,0.107994559477124,894,0.15,15,"july_2017"
"4105",1498892586,0.400361,387414618,0,0,2017-07-01 07:03:06,"li24_61",0.400361,0.0439453,0.0878906,0.0908851944055944,900,0.15,15,"july_2017"
"4351",1498894081,0.175781,130748950,0,0,2017-07-01 07:28:01,"li24_61",0.175781,0.0621481,0.0982647,0.103164252469136,899,0.15,15,"july_2017"
"4681",1498895990,0.158447,785906790,0,0,2017-07-01 07:59:50,"li24_61",0.158447,0.0621481,0.0982647,0.101079202013423,900,0.15,15,"july_2017"
"5077",1498898396,0.164428,314815950,0,0,2017-07-01 08:39:56,"li24_61",0.186444,0.0761155,0.107644,0.109934140506329,899,0.15,15,"july_2017"
"5377",1498900260,0.175781,22811232,0,0,2017-07-01 09:11:00,"li24_61",0.175781,0.0439453,0.0878906,0.0914865394366197,900,0.15,15,"july_2017"
"5635",1498901914,0.164428,731062571,0,0,2017-07-01 09:38:34,"li24_61",0.164428,0.0439453,0.0878906,0.0877155647058823,900,0.15,15,"july_2017"
"6843",1498909838,0.152231,306791523,0,0,2017-07-01 11:50:38,"li24_61",0.175781,0.0761155,0.124296,0.121612172327044,900,0.15,15,"july_2017"
"7126",1498911533,0.170199,3706675,0,0,2017-07-01 12:18:53,"li24_61",0.170199,0.0439453,0.0982647,0.101455579738562,900,0.15,15,"july_2017"
"7517",1498913902,0.288169,571878863,0,0,2017-07-01 12:58:22,"li24_61",0.288169,0.0621481,0.0982647,0.0983368797202797,896,0.15,15,"july_2017"
"7931",1498916432,0.158447,124371901,0,0,2017-07-01 13:40:32,"li24_61",0.158447,0.0761155,0.107644,0.107564928472222,889,0.15,15,"july_2017"
"8107",1498917541,0.191553,925515985,0,0,2017-07-01 13:59:01,"li24_61",0.191553,0.0439453,0.0761155,0.0805235191176471,900,0.15,15,"july_2017"
"8283",1498918682,0.164428,393534061,0,0,2017-07-01 14:18:02,"li24_61",0.181191,0.0439453,0.116268,0.117400364137931,899,0.15,15,"july_2017"
"8429",1498919592,0.181191,359844511,0,0,2017-07-01 14:33:12,"li24_61",0.181191,0.0621481,0.116268,0.120966330967742,899,0.15,15,"july_2017"
"8585",1498920501,0.152231,400260685,0,0,2017-07-01 14:48:21,"li24_61",0.277935,0.0761155,0.107644,0.108343669117647,900,0.15,15,"july_2017"
"8771",1498921701,0.170199,172160480,0,0,2017-07-01 15:08:21,"li24_61",0.170199,0.0621481,0.0982647,0.0991905547169811,900,0.15,15,"july_2017"
"8943",1498922675,0.284798,996387541,0,0,2017-07-01 15:24:35,"li24_61",1.21229,0.0621481,0.0982647,0.104797302721088,895,0.15,15,"july_2017"
"9219",1498924410,0.201383,688771408,0,0,2017-07-01 15:53:30,"li24_61",0.301274,0.0621481,0.107644,0.110373540666667,900,0.15,15,"july_2017"
"9429",1498925655,0.343224,456625865,0,0,2017-07-01 16:14:15,"li24_61",1.83258,0.0621481,0.0982647,0.123624426950355,890,0.15,15,"july_2017"
"10114",1498929954,0.164428,689799705,0,0,2017-07-01 17:25:54,"li24_61",0.164428,0.0439453,0.0982647,0.0953112085106383,900,0.15,15,"july_2017"
"10432",1498931904,0.170199,338277611,0,0,2017-07-01 17:58:24,"li24_61",0.170199,0.0621481,0.0982647,0.10180378125,900,0.15,15,"july_2017"
"10829",1498934403,0.175781,895894388,0,0,2017-07-01 18:40:03,"li24_61",0.175781,0.0621481,0.107644,0.1042069,900,0.15,15,"july_2017"
"11360",1498937573,0.152231,314723356,0,0,2017-07-01 19:32:53,"li24_61",0.152231,0.0761155,0.107644,0.104606920689655,900,0.15,15,"july_2017"
"11585",1498938968,0.152231,60723756,0,0,2017-07-01 19:56:08,"li24_61",0.181191,0,0.0982647,0.0900468381355932,889,0.15,15,"july_2017"
"11913",1498941972,0.232537,487767913,0,0,2017-07-01 20:46:12,"li24_61",0.232537,0.0439453,0.0982647,0.101950360897436,900,0.15,15,"july_2017"
"12236",1498943947,0.170199,787832316,0,0,2017-07-01 21:19:07,"li24_61",0.170199,0.0621481,0.0982647,0.0990104493150685,899,0.15,15,"july_2017"
"13341",1498950895,0.152231,980977750,0,0,2017-07-01 23:14:55,"li24_61",0.152231,0.0621481,0.0982647,0.0994927211538462,900,0.15,15,"july_2017"
"13966",1498954665,0.152231,329066481,0,0,2017-07-02 00:17:45,"li24_61",0.152231,0.0621481,0.0982647,0.104310553846154,895,0.15,15,"july_2017"
"14177",1498956020,0.152231,83313273,0,0,2017-07-02 00:40:20,"li24_61",0.201383,0.0761155,0.107644,0.107958414649682,899,0.15,15,"july_2017"
"14516",1498957999,0.158447,728874223,0,0,2017-07-02 01:13:19,"li24_61",0.158447,0.0621481,0.107644,0.105227573972603,900,0.15,15,"july_2017"
"14680",1498959024,0.33755,542696123,0,0,2017-07-02 01:30:24,"li24_61",0.33755,0.0621481,0.0982647,0.102684106122449,895,0.15,15,"july_2017"
"14857",1498960100,0.170199,235762878,0,0,2017-07-02 01:48:20,"li24_61",0.343224,0.0621481,0.0982647,0.1048578,894,0.15,15,"july_2017"
"15028",1498961099,0.152231,172041124,0,0,2017-07-02 02:04:59,"li24_61",0.274438,0.0621481,0.107644,0.107050588571429,900,0.15,15,"july_2017"
"15343",1498963073,0.219727,810179997,0,0,2017-07-02 02:37:53,"li24_61",0.219727,0.0621481,0.107644,0.10486869205298,900,0.15,15,"july_2017"
"15535",1498964248,0.152231,596749041,0,0,2017-07-02 02:57:28,"li24_61",0.152231,0.0621481,0.107644,0.107053109589041,900,0.15,15,"july_2017"
"15920",1498966733,0.267309,155730120,0,0,2017-07-02 03:38:53,"li24_61",0.267309,0.0621481,0.107644,0.103075737241379,899,0.15,15,"july_2017"
"16867",1498972642,0.152231,85653179,0,0,2017-07-02 05:17:22,"li24_61",0.152231,0.0621481,0.0982647,0.0989635039473684,899,0.15,15,"july_2017"
"17245",1498974986,0.152231,663748354,0,0,2017-07-02 05:56:26,"li24_61",0.152231,0.0621481,0.0982647,0.10033673006993,900,0.15,15,"july_2017"
"17470",1498976421,0.414579,398278316,0,0,2017-07-02 06:20:21,"li24_61",0.414579,0.0621481,0.107644,0.11318856809816,900,0.15,15,"july_2017"
"17711",1498977811,0.152231,345831397,0,0,2017-07-02 06:43:31,"li24_61",0.365037,0.0621481,0.107644,0.1078349125,899,0.15,15,"july_2017"
"18098",1498980020,1.14089,750838285,0,0,2017-07-02 07:20:20,"li24_61",1.14089,0.0439453,0.0878906,0.0894816911111111,900,0.15,15,"july_2017"
"18437",1498982180,1.21308,357614677,0,0,2017-07-02 07:56:20,"li24_61",2.0729,0.0621481,0.0982647,0.117755991549296,895,0.15,15,"july_2017"
"18640",1498983500,0.152231,118851961,0,0,2017-07-02 08:18:20,"li24_61",0.152231,0,0.0878906,0.0901259804347826,895,0.15,15,"july_2017"
"19303",1498987864,0.263672,346050561,0,0,2017-07-02 09:31:04,"li24_61",0.325907,0.0621481,0.0878906,0.0928144873134328,895,0.15,15,"july_2017"
"19611",1498989923,0.152231,982795061,0,0,2017-07-02 10:05:23,"li24_61",0.152231,0.0439453,0.0878906,0.0862548979166667,900,0.15,15,"july_2017"
