"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"69",1422749203,0.152231,748126330,0,0,2015-02-01 00:06:43,"li24_61",0.152231,0.0621481,0.0982647,0.098848580952381,895,0.15,15,"feb_2015"
"259",1422750368,0.412244,519498718,0,0,2015-02-01 00:26:08,"li24_61",0.412244,0.0621481,0.0982647,0.100675742253521,900,0.15,15,"feb_2015"
"528",1422752048,0.152231,360967392,0,0,2015-02-01 00:54:08,"li24_61",0.931184,0.0621481,0.0982647,0.105096945333333,900,0.15,15,"feb_2015"
"933",1422754467,0.152231,725433201,0,0,2015-02-01 01:34:27,"li24_61",0.152231,0.0621481,0.0982647,0.0982400945945946,895,0.15,15,"feb_2015"
"1176",1422755942,0.152231,448157266,0,0,2015-02-01 01:59:02,"li24_61",0.152231,0.0621481,0.0982647,0.100060769852941,895,0.15,15,"feb_2015"
"1373",1422757207,0.152231,270980360,0,0,2015-02-01 02:20:07,"li24_61",0.158447,0.0621481,0.0982647,0.0984727246666667,900,0.15,15,"feb_2015"
"1754",1422759551,0.181191,732796171,0,0,2015-02-01 02:59:11,"li24_61",1.13239,0,0.0982647,0.108146107913669,900,0.15,15,"feb_2015"
"1928",1422760696,0.769984,505751625,0,0,2015-02-01 03:18:16,"li24_61",1.56731,0,0.116268,0.123975270072993,900,0.15,15,"feb_2015"
"2080",1422761691,0.152231,311909910,0,0,2015-02-01 03:34:51,"li24_61",0.152231,0.0621481,0.107644,0.110440609032258,900,0.15,15,"feb_2015"
"2235",1422762596,0.158447,133027733,0,0,2015-02-01 03:49:56,"li24_61",0.380578,0.0621481,0.107644,0.111008140397351,899,0.15,15,"feb_2015"
"2400",1422763575,0.186444,940606805,0,0,2015-02-01 04:06:15,"li24_61",0.186444,0.0621481,0.107644,0.109794109677419,900,0.15,15,"feb_2015"
"2668",1422765155,1.70143,627937829,0,0,2015-02-01 04:32:35,"li24_61",1.70143,0.0621481,0.107644,0.115501332484076,895,0.15,15,"feb_2015"
"2862",1422766270,0.164428,412393083,0,0,2015-02-01 04:51:10,"li24_61",0.164428,0.0621481,0.107644,0.104694383443709,895,0.15,15,"feb_2015"
"3106",1422767700,0.170199,134328822,0,0,2015-02-01 05:15:00,"li24_61",0.170199,0.0621481,0.107644,0.11272966137931,889,0.15,15,"feb_2015"
"3312",1422768969,0.170199,882542345,0,0,2015-02-01 05:36:09,"li24_61",0.555869,0,0.111956,0.112932275,900,0.15,15,"feb_2015"
"3506",1422770090,0.152231,534060992,0,0,2015-02-01 05:54:50,"li24_61",0.164428,0.0761155,0.107644,0.112172070121951,899,0.15,15,"feb_2015"
"3693",1422771124,0.158447,467953755,0,0,2015-02-01 06:12:04,"li24_61",0.170199,0.0621481,0.111956,0.112076695394737,900,0.15,15,"feb_2015"
"3884",1422772249,0.164428,248514090,0,0,2015-02-01 06:30:49,"li24_61",0.191553,0.0621481,0.107644,0.112027565789474,900,0.15,15,"feb_2015"
"4098",1422773543,0.152231,996002388,0,0,2015-02-01 06:52:23,"li24_61",0.181191,0.0621481,0.116268,0.115087566896552,895,0.15,15,"feb_2015"
"4245",1422774459,0.158447,525960240,0,0,2015-02-01 07:07:39,"li24_61",0.164428,0.0761155,0.116268,0.114183180952381,899,0.15,15,"feb_2015"
"4402",1422775418,0.170199,770960790,0,0,2015-02-01 07:23:38,"li24_61",0.313832,0.0761155,0.107644,0.111322853374233,900,0.15,15,"feb_2015"
"4621",1422776653,0.158447,391238330,0,0,2015-02-01 07:44:13,"li24_61",0.164428,0.0761155,0.107644,0.111307213907285,900,0.15,15,"feb_2015"
"4780",1422777603,0.164428,207565712,0,0,2015-02-01 08:00:03,"li24_61",0.181191,0.0621481,0.116268,0.114306556441718,900,0.15,15,"feb_2015"
"4944",1422778518,0.158447,29116613,0,0,2015-02-01 08:15:18,"li24_61",0.186444,0.0621481,0.116268,0.1150264175,899,0.15,15,"feb_2015"
"5108",1422779452,0.164428,841903766,0,0,2015-02-01 08:30:52,"li24_61",0.181191,0.0621481,0.116268,0.113173213422819,900,0.15,15,"feb_2015"
"5289",1422780542,0.164428,762373769,0,0,2015-02-01 08:49:02,"li24_61",0.164428,0.0761155,0.107644,0.107572542281879,900,0.15,15,"feb_2015"
"5508",1422781917,0.152231,357125662,0,0,2015-02-01 09:11:57,"li24_61",7.15499,0.0761155,0.0982647,0.374645230769231,140,0.15,15,"feb_2015"
"5534",1422799808,1.07644,865429288,0,0,2015-02-01 14:10:08,"li24_61",1.07644,0.0621481,0.116268,0.126212808074534,900,0.15,15,"feb_2015"
"5740",1422800998,0.164428,620514838,0,0,2015-02-01 14:29:58,"li24_61",0.322931,0.0761155,0.116268,0.116752406707317,900,0.15,15,"feb_2015"
