"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"24",1477958549,0.152231,74643487,0,0,2016-11-01 00:02:29,"li24_61",0.158447,0.0761155,0.116268,0.113124888157895,894,0.15,15,"nov_2016"
"249",1477959883,0.152231,846358291,0,0,2016-11-01 00:24:43,"li24_61",1.68432,0.0761155,0.107644,0.123508479856115,900,0.15,15,"nov_2016"
"433",1477961058,0.164428,651430231,0,0,2016-11-01 00:44:18,"li24_61",0.164428,0.0761155,0.107644,0.109309917333333,890,0.15,15,"nov_2016"
"659",1477962398,0.158447,416539174,0,0,2016-11-01 01:06:38,"li24_61",0.158447,0.0621481,0.107644,0.105573866225166,900,0.15,15,"nov_2016"
"1124",1477965383,0.158447,864874450,0,0,2016-11-01 01:56:23,"li24_61",0.158447,0.0621481,0.107644,0.106886366,899,0.15,15,"nov_2016"
"1294",1477966407,0.152231,704319262,0,0,2016-11-01 02:13:27,"li24_61",0.170199,0.0878906,0.116268,0.118895444516129,900,0.15,15,"nov_2016"
"1454",1477967337,0.152231,537735630,0,0,2016-11-01 02:28:57,"li24_61",0.164428,0.0761155,0.116268,0.11477784691358,900,0.15,15,"nov_2016"
"1700",1477968767,0.158447,288898585,0,0,2016-11-01 02:52:47,"li24_61",0.158447,0.0761155,0.116268,0.112356061842105,900,0.15,15,"nov_2016"
"1971",1477970387,0.158447,66818831,0,0,2016-11-01 03:19:47,"li24_61",0.158447,0.0761155,0.107644,0.108952070833333,884,0.15,15,"nov_2016"
"2316",1477972481,0.152231,622831803,0,0,2016-11-01 03:54:41,"li24_61",0.175781,0.0761155,0.107644,0.11036595034965,900,0.15,15,"nov_2016"
"2721",1477974896,0.152231,249919508,0,0,2016-11-01 04:34:56,"li24_61",0.152231,0.0621481,0.116268,0.116569263057325,900,0.15,15,"nov_2016"
"2878",1477975801,0.170199,12534528,0,0,2016-11-01 04:50:01,"li24_61",0.186444,0.0761155,0.116268,0.118854766242038,899,0.15,15,"nov_2016"
"3129",1477977241,0.152231,688837317,0,0,2016-11-01 05:14:01,"li24_61",0.170199,0.0761155,0.116268,0.116144057961783,899,0.15,15,"nov_2016"
"3298",1477978205,0.152231,580431566,0,0,2016-11-01 05:30:05,"li24_61",0.164428,0.0761155,0.124296,0.121173606289308,900,0.15,15,"nov_2016"
"3488",1477979305,0.152231,400896844,0,0,2016-11-01 05:48:25,"li24_61",0.170199,0.0761155,0.116268,0.119167372847682,900,0.15,15,"nov_2016"
"3640",1477980220,0.152231,233768188,0,0,2016-11-01 06:03:40,"li24_61",0.175781,0.0878906,0.124296,0.122419921854305,900,0.15,15,"nov_2016"
"3795",1477981160,0.152231,78989320,0,0,2016-11-01 06:19:20,"li24_61",0.164428,0.0878906,0.116268,0.119701675,894,0.15,15,"nov_2016"
"3956",1477982104,0.158447,930420272,0,0,2016-11-01 06:35:04,"li24_61",0.158447,0.0761155,0.116268,0.11917331372549,900,0.15,15,"nov_2016"
"4139",1477983174,0.158447,720123715,0,0,2016-11-01 06:52:54,"li24_61",0.170199,0.0761155,0.116268,0.118178798148148,900,0.15,15,"nov_2016"
"4308",1477984119,0.158447,561526504,0,0,2016-11-01 07:08:39,"li24_61",0.170199,0.0761155,0.116268,0.118717799378882,900,0.15,15,"nov_2016"
"4535",1477985404,0.158447,332973109,0,0,2016-11-01 07:30:04,"li24_61",0.164428,0.0621481,0.107644,0.110735567320261,895,0.15,15,"nov_2016"
"4788",1477986899,0.158447,757921210,0,0,2016-11-01 07:54:59,"li24_61",0.210754,0.0761155,0.107644,0.11039331,899,0.15,15,"nov_2016"
"4975",1477988083,0.164428,860810078,0,0,2016-11-01 08:14:43,"li24_61",0.164428,0.0761155,0.107644,0.110668633121019,900,0.15,15,"nov_2016"
"5338",1477990223,0.152231,496997232,0,0,2016-11-01 08:50:23,"li24_61",0.158447,0.0761155,0.107644,0.108799415131579,900,0.15,15,"nov_2016"
"5540",1477991388,0.158447,285791185,0,0,2016-11-01 09:09:48,"li24_61",0.267309,0.0621481,0.116268,0.113125736942675,900,0.15,15,"nov_2016"
"5700",1477992308,0.158447,118754340,0,0,2016-11-01 09:25:08,"li24_61",0.158447,0.0761155,0.107644,0.111687248734177,895,0.15,15,"nov_2016"
"5926",1477993647,0.158447,876886602,0,0,2016-11-01 09:47:27,"li24_61",0.158447,0.0761155,0.107644,0.112424659863946,900,0.15,15,"nov_2016"
"6359",1477996217,0.152231,406758803,0,0,2016-11-01 10:30:17,"li24_61",0.152231,0.0761155,0.111956,0.112588042105263,900,0.15,15,"nov_2016"
"6560",1477997397,0.152231,193219536,0,0,2016-11-01 10:49:57,"li24_61",0.152231,0.0761155,0.107644,0.111417026530612,900,0.15,15,"nov_2016"
"6752",1477998566,0.152231,981527032,0,0,2016-11-01 11:09:26,"li24_61",0.152231,0.0761155,0.107644,0.11020929,900,0.15,15,"nov_2016"
"6976",1477999911,0.152231,857331583,0,0,2016-11-01 11:31:51,"li24_61",0.164428,0.0621481,0.116268,0.11375611056338,900,0.15,15,"nov_2016"
"7163",1478001086,0.152231,574363318,0,0,2016-11-01 11:51:26,"li24_61",0.164428,0.0761155,0.124296,0.121366206918239,900,0.15,15,"nov_2016"
"7322",1478001992,0.158447,436142133,0,0,2016-11-01 12:06:32,"li24_61",0.158447,0.0761155,0.124296,0.122760574846626,899,0.15,15,"nov_2016"
"7489",1478002921,0.158447,240940585,0,0,2016-11-01 12:22:01,"li24_61",0.158447,0.0621481,0.124296,0.120405598076923,900,0.15,15,"nov_2016"
"7654",1478003876,0.158447,432892644,0,0,2016-11-01 12:37:56,"li24_61",0.170199,0.0761155,0.116268,0.116804739354839,894,0.15,15,"nov_2016"
"7809",1478004790,0.164428,911258627,0,0,2016-11-01 12:53:10,"li24_61",0.164428,0.0761155,0.124296,0.124652041333333,900,0.15,15,"nov_2016"
"7960",1478005705,0.152231,736392123,0,0,2016-11-01 13:08:25,"li24_61",0.181191,0.0761155,0.124296,0.124952530769231,896,0.15,15,"nov_2016"
"8116",1478006610,0.152231,583449992,0,0,2016-11-01 13:23:30,"li24_61",0.170199,0.0761155,0.124296,0.127852962091503,900,0.15,15,"nov_2016"
"8290",1478007631,0.158447,430960189,0,0,2016-11-01 13:40:31,"li24_61",0.181191,0.0878906,0.124296,0.125566943046358,899,0.15,15,"nov_2016"
"8463",1478008665,0.158447,664590633,0,0,2016-11-01 13:57:45,"li24_61",0.158447,0.0878906,0.116268,0.119620622580645,900,0.15,15,"nov_2016"
"8626",1478009610,0.170199,44093440,0,0,2016-11-01 14:13:30,"li24_61",0.219727,0.0761155,0.124296,0.123852342307692,899,0.15,15,"nov_2016"
"8796",1478010589,0.164428,894525211,0,0,2016-11-01 14:29:49,"li24_61",0.170199,0.0761155,0.124296,0.122400567532468,900,0.15,15,"nov_2016"
"9007",1478011874,0.152231,657091827,0,0,2016-11-01 14:51:14,"li24_61",0.175781,0.0878906,0.124296,0.124096258125,900,0.15,15,"nov_2016"
"9180",1478012864,0.152231,478903926,0,0,2016-11-01 15:07:44,"li24_61",0.175781,0.0761155,0.124296,0.123318030065359,900,0.15,15,"nov_2016"
"9338",1478013799,0.152231,302392665,0,0,2016-11-01 15:23:19,"li24_61",0.175781,0.0761155,0.116268,0.120421486666667,900,0.15,15,"nov_2016"
"9503",1478014704,0.164428,137421953,0,0,2016-11-01 15:38:24,"li24_61",0.181191,0.0761155,0.124296,0.123046233548387,899,0.15,15,"nov_2016"
"9669",1478015669,0.152231,622011438,0,0,2016-11-01 15:54:29,"li24_61",0.170199,0.0761155,0.116268,0.115369719871795,899,0.15,15,"nov_2016"
"9897",1478016998,0.152231,713788310,0,0,2016-11-01 16:16:38,"li24_61",0.152231,0.0621481,0.107644,0.111457065189873,890,0.15,15,"nov_2016"
"10183",1478018648,0.152231,405552471,0,0,2016-11-01 16:44:08,"li24_61",0.152231,0.0761155,0.116268,0.11397035974026,900,0.15,15,"nov_2016"
"10584",1478021042,0.152231,969216846,0,0,2016-11-01 17:24:02,"li24_61",0.158447,0.0621481,0.107644,0.107087230405405,900,0.15,15,"nov_2016"
"10841",1478022597,0.152231,692984976,0,0,2016-11-01 17:49:57,"li24_61",0.152231,0.0761155,0.107644,0.107684704635762,900,0.15,15,"nov_2016"
"11012",1478023623,0.164428,414579764,0,0,2016-11-01 18:07:03,"li24_61",0.164428,0.0761155,0.107644,0.107122684,899,0.15,15,"nov_2016"
"11279",1478025217,0.158447,654775538,0,0,2016-11-01 18:33:37,"li24_61",0.158447,0.0761155,0.107644,0.108102460544218,900,0.15,15,"nov_2016"
"11930",1478029211,0.152231,497027654,0,0,2016-11-01 19:40:11,"li24_61",1.59177,0.0621481,0.107644,0.118773026490066,900,0.15,15,"nov_2016"
"12133",1478030421,0.152231,271995852,0,0,2016-11-01 20:00:21,"li24_61",0.164428,0.0621481,0.107644,0.110268417123288,900,0.15,15,"nov_2016"
"12349",1478031771,1.62003,24968331,0,0,2016-11-01 20:22:51,"li24_61",1.62003,0.0761155,0.116268,0.123728517333333,900,0.15,15,"nov_2016"
"12518",1478032790,0.152231,837174799,0,0,2016-11-01 20:39:50,"li24_61",0.152231,0.0761155,0.107644,0.111838363945578,895,0.15,15,"nov_2016"
