"","secondspastepoch","value","nanoseconds","severity","status","timestamp","klystron","max_value","min_value","median_value","average_value","event_duration_seconds","threshold","event_duration","month"
"592",1430443162,0.256243,632626464,0,0,2015-05-01 01:19:22,"li22_31",0.256243,0.0439453,0.0621481,0.0698709432835821,900,0.15,15,"may_2015"
"917",1430445462,0.504893,242598416,0,0,2015-05-01 01:57:42,"li22_31",0.504893,0.0439453,0.0761155,0.0861832804511278,900,0.15,15,"may_2015"
"1130",1430446901,0.483398,991411263,0,0,2015-05-01 02:21:41,"li22_31",0.483398,0.0439453,0.0761155,0.0798445568965517,890,0.15,15,"may_2015"
"8585",1430501622,0.499123,162384503,0,0,2015-05-01 17:33:42,"li22_31",0.499123,0.0439453,0.0761155,0.076970912,899,0.15,15,"may_2015"
"10799",1430518934,0.170199,103613647,0,0,2015-05-01 22:22:14,"li22_31",0.236653,0,0.0621481,0.0697764590551181,879,0.15,15,"may_2015"
"11145",1430521898,0.196529,602358288,0,0,2015-05-01 23:11:38,"li22_31",0.240698,0.0439453,0.0621481,0.0594535701923077,895,0.15,15,"may_2015"
"12092",1430529702,0.502977,219284453,0,0,2015-05-02 01:21:42,"li22_31",0.502977,0.0439453,0.0761155,0.0744018378378378,895,0.15,15,"may_2015"
"19997",1430586582,0.483398,84440058,0,0,2015-05-02 17:09:42,"li22_31",0.483398,0.0439453,0.0761155,0.0746601126984127,894,0.15,15,"may_2015"
"31507",1430669742,0.475341,200855426,0,0,2015-05-03 16:15:42,"li22_31",0.475341,0.0439453,0.0761155,0.0758432366972477,900,0.15,15,"may_2015"
"42095",1430744178,0.66356,998663014,0,0,2015-05-04 12:56:18,"li22_31",1.88145,0.0439453,0.0761155,0.0981790014705882,900,0.15,15,"may_2015"
"43643",1430755062,0.497184,45842149,0,0,2015-05-04 15:57:42,"li22_31",0.497184,0.0439453,0.0761155,0.0754719336065574,899,0.15,15,"may_2015"
"47176",1430780102,2.07383,636645210,0,0,2015-05-04 22:55:02,"li22_31",2.07383,0.0439453,0.0761155,0.0983382084745763,900,0.15,15,"may_2015"
"51585",1430810142,0.487377,343921455,0,0,2015-05-05 07:15:42,"li22_31",0.487377,0.0439453,0.0878906,0.092206257037037,890,0.15,15,"may_2015"
"53897",1430826540,0.657713,147583342,0,0,2015-05-05 11:49:00,"li22_31",0.657713,0.0439453,0.0761155,0.080239373880597,889,0.15,15,"may_2015"
"54174",1430828374,0.244677,15820172,0,0,2015-05-05 12:19:34,"li22_31",0.244677,0.0439453,0.0878906,0.0875529744,899,0.15,15,"may_2015"
"54511",1430830713,0.224078,584292136,0,0,2015-05-05 12:58:33,"li22_31",1.04272,0,0.0878906,0.127982358,315,0.15,15,"may_2015"
"54594",1430869481,0.880004,498499059,0,0,2015-05-05 23:44:41,"li22_31",0.880004,0.0439453,0.0982647,0.130591211267606,900,0.15,15,"may_2015"
"58898",1430899312,0.489354,271917907,0,0,2015-05-06 08:01:52,"li22_31",0.489354,0.0439453,0.0761155,0.0801179368,895,0.15,15,"may_2015"
"62738",1430926672,0.497184,271499248,0,0,2015-05-06 15:37:52,"li22_31",0.497184,0.0439453,0.0761155,0.0736099739130435,895,0.15,15,"may_2015"
"63201",1430930326,0.191553,622548865,0,0,2015-05-06 16:38:46,"li22_31",0.248592,0.0439453,0.0761155,0.0731984525423729,895,0.15,15,"may_2015"
"63378",1430931791,0.244677,367263978,0,0,2015-05-06 17:03:11,"li22_31",0.244677,0.0439453,0.0761155,0.0706752414634146,890,0.15,15,"may_2015"
"65118",1430944803,0.186444,998894046,0,0,2015-05-06 20:40:03,"li22_31",0.186444,0.0439453,0.0878906,0.0867428411764706,891,0.15,15,"may_2015"
"70165",1430982112,0.450305,360173744,0,0,2015-05-07 07:01:52,"li22_31",0.450305,0.0439453,0.0761155,0.0789646422222222,900,0.15,15,"may_2015"
"73368",1431041856,0.939443,378683997,0,0,2015-05-07 23:37:36,"li22_31",1.2691,0,0.0761155,0.0959597723577236,900,0.15,15,"may_2015"
"73905",1431047516,0.753505,17904197,0,0,2015-05-08 01:11:56,"li22_31",0.753505,0,0.0878906,0.102587085454545,894,0.15,15,"may_2015"
"76749",1431086904,0.534618,186459427,0,0,2015-05-08 12:08:24,"li22_31",0.534618,0,0.0621481,0.0621224772727273,894,0.15,15,"may_2015"
"77504",1431092497,0.487377,428852391,0,0,2015-05-08 13:41:37,"li22_31",0.487377,0.0439453,0.0761155,0.0771276231404959,900,0.15,15,"may_2015"
"77849",1431095016,0.469208,985887015,0,0,2015-05-08 14:23:36,"li22_31",0.469208,0.0439453,0.0761155,0.0797630527559055,900,0.15,15,"may_2015"
"79419",1431106759,0.532809,908226115,0,0,2015-05-08 17:39:19,"li22_31",0.532809,0,0.0439453,0.105334070588235,830,0.15,15,"may_2015"
"79514",1431111384,1.40831,108826693,0,0,2015-05-08 18:56:24,"li22_31",9.42481,0.0439453,0.0878906,0.183532972463768,899,0.15,15,"may_2015"
"80646",1431119772,0.259984,497581224,0,0,2015-05-08 21:16:12,"li22_31",0.419212,0,0.0439453,0.103910223529412,170,0.15,15,"may_2015"
"80691",1431121852,0.441645,118334060,0,0,2015-05-08 21:50:52,"li22_31",0.669355,0.0439453,0.0761155,0.104193157251908,900,0.15,15,"may_2015"
"83879",1431146497,0.497184,960025562,0,0,2015-05-09 04:41:37,"li22_31",0.497184,0.0439453,0.0761155,0.0733922314285714,881,0.15,15,"may_2015"
"84005",1431147567,0.158447,616327870,0,0,2015-05-09 04:59:27,"li22_31",0.158447,0.0439453,0.0621481,0.0700831043478261,900,0.15,15,"may_2015"
"92153",1431206258,0.485392,167961502,0,0,2015-05-09 21:17:38,"li22_31",0.485392,0.0439453,0.0761155,0.08040924921875,884,0.15,15,"may_2015"
"96281",1431235777,0.439453,263298035,0,0,2015-05-10 05:29:37,"li22_31",0.439453,0.0439453,0.0761155,0.0775578383458647,896,0.15,15,"may_2015"
"100170",1431263857,0.460902,237954530,0,0,2015-05-10 13:17:37,"li22_31",0.460902,0.0439453,0.0761155,0.0795668310606061,900,0.15,15,"may_2015"
"100919",1431269221,0.170199,267125029,0,0,2015-05-10 14:47:01,"li22_31",0.170199,0.0439453,0.0761155,0.0745513375,895,0.15,15,"may_2015"
"104025",1431291577,0.485392,909810620,0,0,2015-05-10 20:59:37,"li22_31",0.485392,0.0439453,0.0761155,0.0809909715384615,900,0.15,15,"may_2015"
"106952",1431313343,0.215287,557299980,0,0,2015-05-11 03:02:23,"li22_31",0.215287,0.0439453,0.0761155,0.0720449601694915,900,0.15,15,"may_2015"
"109474",1431331760,0.158447,713961766,0,0,2015-05-11 08:09:20,"li22_31",0.325907,0,0.0761155,0.0859070941176471,900,0.15,15,"may_2015"
"109597",1431332915,0.407532,94523582,0,0,2015-05-11 08:28:35,"li22_31",0.407532,0.0621481,0.0878906,0.0904510330935252,899,0.15,15,"may_2015"
"110938",1431342698,0.454574,366136997,0,0,2015-05-11 11:11:38,"li22_31",0.454574,0.0439453,0.0761155,0.0749719058823529,885,0.15,15,"may_2015"
"111405",1431346297,0.483398,729065737,0,0,2015-05-11 12:11:37,"li22_31",0.483398,0.0439453,0.0761155,0.0802334869230769,900,0.15,15,"may_2015"
"112585",1431354746,1.3088,251518718,0,0,2015-05-11 14:32:26,"li22_31",1.3088,0.0439453,0.0761155,0.0846623366666667,860,0.15,15,"may_2015"
"113316",1431360300,0.164428,277847933,0,0,2015-05-11 16:05:00,"li22_31",0.288169,0,0.0621481,0.123651535294118,150,0.15,15,"may_2015"
"113344",1431376289,3.95971,162513851,0,0,2015-05-11 20:31:29,"li22_31",3.95971,0,0.0982647,0.143225963235294,893,0.15,15,"may_2015"
"113610",1431377978,0.510598,203748422,0,0,2015-05-11 20:59:38,"li22_31",0.510598,0.0439453,0.0982647,0.0991044274509804,898,0.15,15,"may_2015"
"114532",1431383936,0.152231,23784859,0,0,2015-05-11 22:38:56,"li22_31",0.152231,0.0439453,0.0761155,0.0705144504273504,899,0.15,15,"may_2015"
"121517",1431431617,0.471261,609106804,0,0,2015-05-12 11:53:37,"li22_31",0.471261,0.0439453,0.0761155,0.077814206557377,880,0.15,15,"may_2015"
"125327",1431458258,0.465073,110917241,0,0,2015-05-12 19:17:38,"li22_31",0.465073,0.0439453,0.0761155,0.0744695752293578,899,0.15,15,"may_2015"
"125501",1431459697,0.462993,666372515,0,0,2015-05-12 19:41:37,"li22_31",0.462993,0.0439453,0.0621481,0.0724577273504274,900,0.15,15,"may_2015"
"125645",1431460777,0.502977,505337377,0,0,2015-05-12 19:59:37,"li22_31",0.502977,0.0439453,0.0761155,0.0750862443609022,900,0.15,15,"may_2015"
"129682",1431490657,0.469208,932302992,0,0,2015-05-13 04:17:37,"li22_31",0.469208,0.0439453,0.0878906,0.0856252457142857,900,0.15,15,"may_2015"
"135734",1431532979,0.186444,848930289,0,0,2015-05-13 16:02:59,"li22_31",0.228347,0.0439453,0.0761155,0.0778500376,895,0.15,15,"may_2015"
"136062",1431535429,0.334678,420450053,0,0,2015-05-13 16:43:49,"li22_31",0.359708,0.0439453,0.0761155,0.0824684818897638,900,0.15,15,"may_2015"
"137166",1431544657,0.467145,755380381,0,0,2015-05-13 19:17:37,"li22_31",0.467145,0.0621481,0.0878906,0.0894356137681159,900,0.15,15,"may_2015"
"137331",1431545737,0.477368,556141344,0,0,2015-05-13 19:35:37,"li22_31",0.477368,0.0439453,0.0761155,0.0848534193277311,891,0.15,15,"may_2015"
"137524",1431547178,0.493285,234787984,0,0,2015-05-13 19:59:38,"li22_31",0.493285,0.0439453,0.0761155,0.0847752253731343,894,0.15,15,"may_2015"
"139309",1431560060,0.597721,29462339,0,0,2015-05-13 23:34:20,"li22_31",0.597721,0.0439453,0.0621481,0.0722138629032258,899,0.15,15,"may_2015"
"141439",1431575617,0.514367,461642039,0,0,2015-05-14 03:53:37,"li22_31",0.514367,0.0439453,0.0878906,0.088304952238806,896,0.15,15,"may_2015"
"144178",1431594689,0.465073,72751871,0,0,2015-05-14 09:11:29,"li22_31",0.465073,0.0439453,0.0761155,0.0797805692307692,899,0.15,15,"may_2015"
